rule_id,rule_name,rule_type,threshold_value,weight,severity_level,recommendation_text
2428,Relevance Score,content,87,0.5,Medium,Tailor resume content to match the target role by 70%+
2429,Keyword Density,content,24,0.19,Medium,Don't keyword-stuff — maintain readability
2430,Resume Length,formatting,2,0.31,High,Keep resume to 1 page for less than 10 years experience
2431,Bullet Point Count Per Role,formatting,7,0.28,Low,Reduce bullet points to highlight key achievements only
2432,White Space Ratio,formatting,22,0.86,Medium,Use consistent spacing between sections
2433,White Space Ratio,formatting,33,0.88,Medium,Avoid cramming text — use proper margins and spacing
2434,Font Consistency,formatting,1,0.28,Low,Avoid decorative or script fonts
2435,Project Showcase,content,2,0.11,High,Describe your specific role and contribution
2436,Gap Analysis,timeline,24,0.9,High,Be prepared to explain gaps in interviews
2437,File Naming Convention,formatting,2,0.66,Low,Avoid generic names like 'resume.pdf' or 'document.docx'
2438,Tense Consistency,grammar,94,0.82,Medium,Be consistent within each role's bullet points
2439,Resume Length,formatting,3,0.26,Medium,Keep resume to 1 page for less than 10 years experience
2440,Acronym Expansion,content,6,0.76,Low,Use industry-standard acronyms without expansion
2441,Education Section Detail,content,4,0.84,Low,Add relevant coursework for entry-level candidates
2442,Quantified Achievements,content,79,0.88,High,"Add team sizes, project budgets, or user counts"
2443,Font Consistency,formatting,2,0.56,Low,Keep font size between 10-12pt for body text
2444,Acronym Expansion,content,4,0.5,Low,Don't assume the reader knows company-specific acronyms
2445,Action Verb Usage,content,74,0.93,Medium,"Use past tense for previous roles, present for current"
2446,Quantified Achievements,content,54,0.41,Critical,Include at least 2-3 metrics per role
2447,Tense Consistency,grammar,89,0.39,Low,Use present tense only for current role
2448,Contact Information Completeness,content,5,0.61,Critical,Ensure email is professional (not personal/funny)
2449,Education Section Detail,content,3,0.88,Low,Add relevant coursework for entry-level candidates
2450,Bullet Point Count Per Role,formatting,5,0.32,Low,Add more bullet points to fully describe your contributions
2451,Keyword Density,content,20,0.14,High,Match exact phrases from the job posting when possible
2452,Experience Date Format,formatting,1,0.11,Medium,Use consistent date format (Month Year - Month Year)
2453,Certification Listing,content,8,0.13,Medium,Include certification ID or verification link
2454,Experience Date Format,formatting,1,0.94,Medium,Use consistent date format (Month Year - Month Year)
2455,Quantified Achievements,content,44,0.56,High,Use numbers to differentiate your resume from generic ones
2456,Skills Section Format,formatting,8,0.81,Low,Prioritize hard skills over soft skills in this section
2457,Section Order,structure,5,0.09,High,Place Experience section before Education for 3+ years experience
2458,Hyperlink Validation,formatting,3,0.34,Medium,Use shortened URLs for cleaner formatting
2459,Education Section Detail,content,5,0.66,Low,List certifications separately from formal education
2460,File Naming Convention,formatting,1,0.83,Low,Never use special characters in filename
2461,Hyperlink Validation,formatting,1,0.4,Low,Ensure all URLs are clickable and functional
2462,Quantified Achievements,content,41,0.06,Critical,"Quantify impact with percentages, dollars, or timeframes"
2463,Bullet Point Length,formatting,11,0.1,Low,Keep bullet points between 1-2 lines for scannability
2464,Personal Pronoun Usage,grammar,3,0.91,High,Resume should use implied first person
2465,Bullet Point Count Per Role,formatting,8,0.21,Medium,Reduce bullet points to highlight key achievements only
2466,Certification Listing,content,1,0.8,Low,Prioritize industry-recognized certifications
2467,Bullet Point Count Per Role,formatting,6,0.08,Medium,Consolidate similar bullets into stronger impact statements
2468,Education Section Detail,content,2,0.75,Medium,"Include honors, Dean's List, or academic awards"
2469,Gap Analysis,timeline,4,0.98,Medium,Address employment gaps longer than 6 months
2470,Font Consistency,formatting,2,0.86,Low,Keep font size between 10-12pt for body text
2471,Personal Pronoun Usage,grammar,1,0.86,Medium,Start bullets with action verbs instead of pronouns
2472,Quantified Achievements,content,32,0.27,Medium,"Add team sizes, project budgets, or user counts"
2473,Gap Analysis,timeline,4,0.09,Medium,Use functional format if gaps are significant
2474,Font Consistency,formatting,1,0.96,Low,Use no more than 2 font families throughout
2475,Certification Listing,content,9,0.16,Low,List certifications with issuing body and date
2476,Experience Date Format,formatting,3,0.26,Medium,Include both start and end dates for each role
2477,Contact Information Completeness,content,4,0.4,High,Add LinkedIn profile URL for professional credibility
2478,Personal Pronoun Usage,grammar,3,0.2,Medium,Start bullets with action verbs instead of pronouns
2479,Certification Listing,content,9,0.84,Medium,Prioritize industry-recognized certifications
2480,ATS-Friendly Formatting,compatibility,3,0.26,Critical,"Use standard section headers (Experience, Education, Skills)"
2481,Skills Section Format,formatting,17,0.63,Medium,Use industry-standard skill names for ATS matching
2482,ATS-Friendly Formatting,compatibility,1,0.6,High,Save as .docx or .pdf only — avoid .jpg or .png
2483,ATS-Friendly Formatting,compatibility,4,0.22,High,Save as .docx or .pdf only — avoid .jpg or .png
2484,Bullet Point Length,formatting,21,0.76,Low,Shorten overly long bullets to focus on key results
2485,File Naming Convention,formatting,3,0.31,Low,Avoid generic names like 'resume.pdf' or 'document.docx'
2486,Gap Analysis,timeline,17,0.22,Critical,"Include freelance, volunteer, or education during gaps"
2487,Tense Consistency,grammar,87,0.84,Medium,Avoid mixing tenses within the same section
2488,Section Order,structure,3,0.98,Medium,Put Skills section near the top for ATS optimization
2489,Font Consistency,formatting,2,0.3,Medium,Use no more than 2 font families throughout
2490,Project Showcase,content,4,0.8,Medium,"Quantify project impact (users, revenue, efficiency)"
2491,File Naming Convention,formatting,3,0.45,Low,Never use special characters in filename
2492,Contact Information Completeness,content,5,0.26,Critical,Include city and state (full address not required)
2493,Font Consistency,formatting,3,0.32,Medium,Keep font size between 10-12pt for body text
2494,Keyword Density,content,29,0.46,High,Match exact phrases from the job posting when possible
2495,Education Section Detail,content,3,0.58,Medium,Add relevant coursework for entry-level candidates
2496,Spelling and Grammar,grammar,100,0.77,Critical,Use Grammarly or similar tools for final review
2497,Project Showcase,content,5,0.2,High,Describe your specific role and contribution
2498,Experience Date Format,formatting,4,0.33,Medium,Include both start and end dates for each role
2499,Education Section Detail,content,5,0.66,Low,Add relevant coursework for entry-level candidates
2500,File Naming Convention,formatting,3,0.76,Low,Avoid generic names like 'resume.pdf' or 'document.docx'
2501,Acronym Expansion,content,4,0.25,Medium,Don't assume the reader knows company-specific acronyms
2502,Hyperlink Validation,formatting,2,0.53,Medium,Verify links point to professional content
2503,ATS-Friendly Formatting,compatibility,2,0.8,High,Don't put critical info in headers or footers
2504,Font Consistency,formatting,3,0.59,Low,"Use 14-16pt for name, 12-14pt for section headers"
2505,Gap Analysis,timeline,20,0.44,Medium,Address employment gaps longer than 6 months
2506,White Space Ratio,formatting,27,0.42,Low,Maintain 20-30% white space for readability
2507,Personal Pronoun Usage,grammar,5,0.13,Medium,Avoid third-person references as well
2508,Action Verb Usage,content,61,0.5,High,Avoid repeating the same action verb within a role
2509,Font Consistency,formatting,1,0.79,Medium,Keep font size between 10-12pt for body text
2510,Project Showcase,content,1,0.56,Medium,"Quantify project impact (users, revenue, efficiency)"
2511,ATS-Friendly Formatting,compatibility,4,0.42,High,"Use standard section headers (Experience, Education, Skills)"
2512,Quantified Achievements,content,66,0.18,Medium,Include at least 2-3 metrics per role
2513,Contact Information Completeness,content,5,0.61,Critical,Add LinkedIn profile URL for professional credibility
2514,Resume Length,formatting,2,0.36,High,2-page maximum for senior professionals
2515,Quantified Achievements,content,39,0.42,Critical,"Quantify impact with percentages, dollars, or timeframes"
2516,Spelling and Grammar,grammar,97,0.24,Critical,Pay special attention to company and technology names
2517,Experience Date Format,formatting,1,0.76,Medium,Include both start and end dates for each role
2518,Gap Analysis,timeline,18,0.06,Critical,"Include freelance, volunteer, or education during gaps"
2519,Font Consistency,formatting,3,0.99,Medium,Use no more than 2 font families throughout
2520,Contact Information Completeness,content,4,0.73,Critical,Ensure email is professional (not personal/funny)
2521,Gap Analysis,timeline,14,0.48,Medium,Be prepared to explain gaps in interviews
2522,Hyperlink Validation,formatting,0,0.26,Medium,"Include LinkedIn, portfolio, or GitHub links"
2523,Action Verb Usage,content,98,0.15,Medium,Start every bullet point with a strong action verb
2524,Font Consistency,formatting,1,0.8,Low,"Use 14-16pt for name, 12-14pt for section headers"
2525,Gap Analysis,timeline,0,0.79,Medium,Be prepared to explain gaps in interviews
2526,Action Verb Usage,content,96,0.77,High,Start every bullet point with a strong action verb
2527,Section Order,structure,2,0.31,Medium,Lead with Summary/Profile section for immediate impact
2528,Quantified Achievements,content,43,0.84,High,Use numbers to differentiate your resume from generic ones
2529,Hyperlink Validation,formatting,1,0.32,Medium,Ensure all URLs are clickable and functional
2530,Gap Analysis,timeline,17,0.13,Critical,"Include freelance, volunteer, or education during gaps"
2531,Bullet Point Length,formatting,12,0.62,Medium,Shorten overly long bullets to focus on key results
2532,Bullet Point Length,formatting,12,0.14,Medium,Expand brief bullets with metrics and context
2533,Font Consistency,formatting,1,0.78,Medium,Use no more than 2 font families throughout
2534,Bullet Point Length,formatting,19,0.19,Low,Keep bullet points between 1-2 lines for scannability
2535,Acronym Expansion,content,7,0.43,Medium,Spell out acronyms on first use with abbreviation in parentheses
2536,Acronym Expansion,content,1,0.28,Low,Spell out acronyms on first use with abbreviation in parentheses
2537,Summary Section Length,formatting,37,0.53,Low,Avoid generic summaries — tailor to each application
2538,Certification Listing,content,5,0.89,Medium,Prioritize industry-recognized certifications
2539,Bullet Point Length,formatting,16,0.12,Medium,Keep bullet points between 1-2 lines for scannability
2540,Bullet Point Length,formatting,25,0.85,Low,Shorten overly long bullets to focus on key results
2541,Gap Analysis,timeline,3,0.11,Medium,Be prepared to explain gaps in interviews
2542,Education Section Detail,content,5,0.8,Low,"Include degree, institution, graduation year, and GPA if above 3.5"
2543,Contact Information Completeness,content,4,0.6,High,"Include full name, email, phone, LinkedIn, and location"
2544,Resume Length,formatting,1,0.91,Medium,Remove outdated roles beyond 15 years
2545,Hyperlink Validation,formatting,0,0.32,Low,Ensure all URLs are clickable and functional
2546,Contact Information Completeness,content,4,0.35,Critical,Include city and state (full address not required)
2547,Tense Consistency,grammar,82,0.5,Low,Avoid mixing tenses within the same section
2548,Personal Pronoun Usage,grammar,2,0.33,High,Avoid third-person references as well
2549,ATS-Friendly Formatting,compatibility,2,0.58,High,"Use standard section headers (Experience, Education, Skills)"
2550,Section Order,structure,1,0.63,High,Order sections by relevance to target role
2551,Contact Information Completeness,content,6,0.21,High,Include city and state (full address not required)
2552,File Naming Convention,formatting,1,0.32,Low,Include target role in filename for organization
2553,Bullet Point Length,formatting,12,0.92,Low,Keep bullet points between 1-2 lines for scannability
2554,Experience Date Format,formatting,3,0.62,Low,Avoid listing only years — include months for precision
2555,ATS-Friendly Formatting,compatibility,2,0.44,Critical,"Avoid tables, text boxes, and columns for ATS parsing"
2556,Quantified Achievements,content,52,1.0,High,"Quantify impact with percentages, dollars, or timeframes"
2557,Skills Section Format,formatting,20,0.05,Medium,"Group skills by category (Technical, Soft, Tools)"
2558,File Naming Convention,formatting,2,0.73,Low,Never use special characters in filename
2559,Section Order,structure,6,0.54,High,Order sections by relevance to target role
2560,White Space Ratio,formatting,33,0.53,Medium,Use consistent spacing between sections
2561,Relevance Score,content,54,0.4,Medium,Tailor resume content to match the target role by 70%+
2562,Gap Analysis,timeline,20,0.46,Critical,"Include freelance, volunteer, or education during gaps"
2563,White Space Ratio,formatting,32,0.4,Low,Use consistent spacing between sections
2564,Personal Pronoun Usage,grammar,2,0.48,Medium,Start bullets with action verbs instead of pronouns
2565,Certification Listing,content,1,0.42,Medium,Include certification ID or verification link
2566,Summary Section Length,formatting,78,0.4,Medium,Include 2-3 key achievements in your summary
2567,Quantified Achievements,content,54,0.07,Medium,Use numbers to differentiate your resume from generic ones
2568,Bullet Point Length,formatting,12,0.92,Medium,Expand brief bullets with metrics and context
2569,Contact Information Completeness,content,4,0.53,High,Ensure email is professional (not personal/funny)
2570,ATS-Friendly Formatting,compatibility,2,0.8,Critical,"Avoid tables, text boxes, and columns for ATS parsing"
2571,Personal Pronoun Usage,grammar,3,0.05,Medium,"Remove all first-person pronouns (I, me, my)"
2572,File Naming Convention,formatting,2,0.69,Low,Name file: FirstName_LastName_Resume.pdf
2573,Project Showcase,content,1,0.56,High,Describe your specific role and contribution
2574,Bullet Point Count Per Role,formatting,6,0.23,Medium,Reduce bullet points to highlight key achievements only
2575,Certification Listing,content,1,0.88,Low,Prioritize industry-recognized certifications
2576,Hyperlink Validation,formatting,1,0.19,Low,"Include LinkedIn, portfolio, or GitHub links"
2577,Summary Section Length,formatting,41,0.32,Low,Summary should be 50-80 words for optimal impact
2578,Acronym Expansion,content,5,0.87,Medium,Don't assume the reader knows company-specific acronyms
2579,Personal Pronoun Usage,grammar,1,0.08,High,Resume should use implied first person
2580,Quantified Achievements,content,35,0.48,Medium,"Add team sizes, project budgets, or user counts"
2581,Contact Information Completeness,content,4,0.72,Critical,"Include full name, email, phone, LinkedIn, and location"
2582,Action Verb Usage,content,82,0.23,Medium,"Use past tense for previous roles, present for current"
2583,Project Showcase,content,4,0.78,Medium,Describe your specific role and contribution
2584,Personal Pronoun Usage,grammar,4,0.8,Medium,"Remove all first-person pronouns (I, me, my)"
2585,ATS-Friendly Formatting,compatibility,3,0.96,High,Save as .docx or .pdf only — avoid .jpg or .png
2586,Acronym Expansion,content,1,0.08,Medium,Use industry-standard acronyms without expansion
2587,Acronym Expansion,content,1,0.9,Low,Spell out acronyms on first use with abbreviation in parentheses
2588,Contact Information Completeness,content,5,0.34,Critical,Add LinkedIn profile URL for professional credibility
2589,Relevance Score,content,61,0.93,Medium,Tailor resume content to match the target role by 70%+
2590,Quantified Achievements,content,48,0.81,High,Use numbers to differentiate your resume from generic ones
2591,Resume Length,formatting,3,0.22,Medium,Keep resume to 1 page for less than 10 years experience
2592,File Naming Convention,formatting,3,0.42,Low,Name file: FirstName_LastName_Resume.pdf
2593,Project Showcase,content,3,0.69,High,Include 2-3 key projects with measurable outcomes
2594,Action Verb Usage,content,89,0.14,Medium,Avoid repeating the same action verb within a role
2595,Hyperlink Validation,formatting,4,0.93,Medium,Verify links point to professional content
2596,Action Verb Usage,content,85,0.82,Medium,"Use past tense for previous roles, present for current"
2597,Acronym Expansion,content,6,0.8,Medium,Balance between full terms (ATS) and acronyms (readability)
2598,Gap Analysis,timeline,18,0.57,High,Address employment gaps longer than 6 months
2599,Quantified Achievements,content,41,0.84,Critical,Include at least 2-3 metrics per role
2600,Relevance Score,content,67,0.39,Medium,Highlight transferable skills from unrelated roles
2601,Summary Section Length,formatting,63,0.41,Medium,Keep professional summary to 3-4 sentences maximum
2602,Certification Listing,content,0,0.45,Medium,Prioritize industry-recognized certifications
2603,Action Verb Usage,content,74,0.4,High,"Use past tense for previous roles, present for current"
2604,Bullet Point Length,formatting,12,0.19,Medium,Shorten overly long bullets to focus on key results
2605,ATS-Friendly Formatting,compatibility,1,0.68,High,Don't put critical info in headers or footers
2606,Section Order,structure,3,0.39,Medium,Lead with Summary/Profile section for immediate impact
2607,File Naming Convention,formatting,1,0.5,Low,Avoid generic names like 'resume.pdf' or 'document.docx'
2608,Font Consistency,formatting,3,0.33,Low,Avoid decorative or script fonts
2609,Resume Length,formatting,2,0.36,High,2-page maximum for senior professionals
2610,Bullet Point Count Per Role,formatting,7,0.28,Medium,Reduce bullet points to highlight key achievements only
2611,Summary Section Length,formatting,46,0.34,Low,Summary should be 50-80 words for optimal impact
2612,Bullet Point Count Per Role,formatting,3,0.48,Medium,Use 3-6 bullet points per role for optimal readability
2613,Summary Section Length,formatting,49,0.37,Low,Avoid generic summaries — tailor to each application
2614,Font Consistency,formatting,3,0.56,Low,"Use 14-16pt for name, 12-14pt for section headers"
2615,Education Section Detail,content,5,0.41,Medium,"Include degree, institution, graduation year, and GPA if above 3.5"
2616,Tense Consistency,grammar,98,0.2,Medium,Use past tense for all previous positions
2617,Skills Section Format,formatting,16,0.28,Medium,"Group skills by category (Technical, Soft, Tools)"
2618,Project Showcase,content,2,0.64,Medium,Describe your specific role and contribution
2619,Education Section Detail,content,4,0.93,Medium,Add relevant coursework for entry-level candidates
2620,Section Order,structure,3,0.27,Medium,Put Skills section near the top for ATS optimization
2621,Quantified Achievements,content,31,0.42,Medium,Use numbers to differentiate your resume from generic ones
2622,Spelling and Grammar,grammar,99,0.2,High,Pay special attention to company and technology names
2623,Tense Consistency,grammar,89,0.84,Low,Use present tense only for current role
2624,Bullet Point Count Per Role,formatting,5,0.49,Low,Consolidate similar bullets into stronger impact statements
2625,Project Showcase,content,2,0.7,Medium,"Quantify project impact (users, revenue, efficiency)"
2626,Gap Analysis,timeline,5,0.62,High,Be prepared to explain gaps in interviews
2627,Tense Consistency,grammar,80,0.99,Medium,Use present tense only for current role
2628,White Space Ratio,formatting,21,0.85,Low,Maintain 20-30% white space for readability
2629,Gap Analysis,timeline,5,0.34,Critical,Address employment gaps longer than 6 months
2630,Project Showcase,content,3,0.19,Medium,Describe your specific role and contribution
2631,ATS-Friendly Formatting,compatibility,1,0.6,High,"Avoid tables, text boxes, and columns for ATS parsing"
2632,File Naming Convention,formatting,1,0.64,Low,Include target role in filename for organization
2633,Tense Consistency,grammar,99,0.62,Medium,Use past tense for all previous positions
2634,Bullet Point Count Per Role,formatting,3,0.22,High,Use 3-6 bullet points per role for optimal readability
2635,Gap Analysis,timeline,20,0.14,High,Be prepared to explain gaps in interviews
2636,Summary Section Length,formatting,41,0.73,Medium,Include 2-3 key achievements in your summary
2637,Hyperlink Validation,formatting,2,0.54,Medium,Ensure all URLs are clickable and functional
2638,White Space Ratio,formatting,31,0.74,Medium,Maintain 20-30% white space for readability
2639,Gap Analysis,timeline,19,0.05,Medium,Use functional format if gaps are significant
2640,Project Showcase,content,3,0.76,Medium,Describe your specific role and contribution
2641,Section Order,structure,4,0.92,High,Put Skills section near the top for ATS optimization
2642,Acronym Expansion,content,2,0.41,Medium,Don't assume the reader knows company-specific acronyms
2643,Keyword Density,content,28,0.47,High,Distribute keywords naturally throughout the resume
2644,Certification Listing,content,1,0.24,Medium,Prioritize industry-recognized certifications
2645,Relevance Score,content,84,0.69,Medium,Tailor resume content to match the target role by 70%+
2646,Tense Consistency,grammar,93,0.37,Medium,Avoid mixing tenses within the same section
2647,White Space Ratio,formatting,25,0.11,Medium,Ensure the resume doesn't look cluttered or sparse
2648,Bullet Point Count Per Role,formatting,7,0.83,Low,Use 3-6 bullet points per role for optimal readability
2649,File Naming Convention,formatting,2,0.44,Low,Name file: FirstName_LastName_Resume.pdf
2650,Section Order,structure,7,0.18,Medium,Lead with Summary/Profile section for immediate impact
2651,Section Order,structure,6,0.5,Medium,Put Skills section near the top for ATS optimization
2652,Acronym Expansion,content,8,0.65,Low,Balance between full terms (ATS) and acronyms (readability)
2653,Tense Consistency,grammar,100,0.37,Medium,Use present tense only for current role
2654,Summary Section Length,formatting,39,0.17,Low,Include 2-3 key achievements in your summary
2655,White Space Ratio,formatting,38,0.88,Low,Maintain 20-30% white space for readability
2656,Font Consistency,formatting,3,0.44,Medium,"Use 14-16pt for name, 12-14pt for section headers"
2657,Tense Consistency,grammar,82,0.85,Low,Be consistent within each role's bullet points
2658,Relevance Score,content,59,0.09,Medium,Tailor resume content to match the target role by 70%+
2659,Certification Listing,content,3,0.78,Medium,Prioritize industry-recognized certifications
2660,Action Verb Usage,content,96,0.72,Medium,Avoid repeating the same action verb within a role
2661,Section Order,structure,2,0.47,Medium,Order sections by relevance to target role
2662,Relevance Score,content,82,0.63,High,Customize skills section for each application
2663,Summary Section Length,formatting,60,0.52,Medium,Keep professional summary to 3-4 sentences maximum
2664,Acronym Expansion,content,4,0.38,Medium,Balance between full terms (ATS) and acronyms (readability)
2665,Section Order,structure,3,0.09,Medium,Lead with Summary/Profile section for immediate impact
2666,Contact Information Completeness,content,5,0.81,High,Ensure email is professional (not personal/funny)
2667,Skills Section Format,formatting,18,0.22,Medium,Use industry-standard skill names for ATS matching
2668,Keyword Density,content,30,0.11,Medium,Don't keyword-stuff — maintain readability
2669,Summary Section Length,formatting,61,0.35,Low,Avoid generic summaries — tailor to each application
2670,White Space Ratio,formatting,27,0.95,Low,Ensure the resume doesn't look cluttered or sparse
2671,White Space Ratio,formatting,32,0.63,Medium,Ensure the resume doesn't look cluttered or sparse
2672,ATS-Friendly Formatting,compatibility,3,0.61,Critical,Save as .docx or .pdf only — avoid .jpg or .png
2673,Skills Section Format,formatting,10,0.72,Medium,Use industry-standard skill names for ATS matching
2674,Contact Information Completeness,content,3,0.64,Critical,Ensure email is professional (not personal/funny)
2675,Education Section Detail,content,2,0.97,Medium,Add relevant coursework for entry-level candidates
2676,ATS-Friendly Formatting,compatibility,3,0.87,Critical,Save as .docx or .pdf only — avoid .jpg or .png
2677,Summary Section Length,formatting,73,0.78,Low,Include 2-3 key achievements in your summary
2678,Project Showcase,content,4,0.22,High,Link to live projects or case studies when possible
2679,Action Verb Usage,content,80,0.61,Medium,Choose action verbs that demonstrate leadership and impact
2680,Experience Date Format,formatting,3,0.12,Medium,Include both start and end dates for each role
2681,Gap Analysis,timeline,3,0.88,High,Be prepared to explain gaps in interviews
2682,Hyperlink Validation,formatting,2,0.19,Low,"Include LinkedIn, portfolio, or GitHub links"
2683,Experience Date Format,formatting,3,0.57,Medium,Avoid listing only years — include months for precision
2684,Spelling and Grammar,grammar,100,0.92,High,Have a peer review your resume before submitting
2685,Tense Consistency,grammar,98,0.4,Medium,Use present tense only for current role
2686,Personal Pronoun Usage,grammar,2,0.07,Medium,Avoid third-person references as well
2687,Action Verb Usage,content,99,0.33,Medium,Start every bullet point with a strong action verb
2688,Acronym Expansion,content,3,0.47,Low,Use industry-standard acronyms without expansion
2689,Certification Listing,content,2,0.35,Low,Prioritize industry-recognized certifications
2690,Spelling and Grammar,grammar,98,0.78,Critical,Pay special attention to company and technology names
2691,Keyword Density,content,5,0.44,High,Distribute keywords naturally throughout the resume
2692,Action Verb Usage,content,68,0.05,High,Avoid repeating the same action verb within a role
2693,Section Order,structure,2,0.83,Medium,Place Experience section before Education for 3+ years experience
2694,Bullet Point Length,formatting,19,0.42,Medium,Keep bullet points between 1-2 lines for scannability
2695,Quantified Achievements,content,79,0.24,Critical,"Quantify impact with percentages, dollars, or timeframes"
2696,Project Showcase,content,2,0.69,High,Link to live projects or case studies when possible
2697,Font Consistency,formatting,1,0.52,Low,Avoid decorative or script fonts
2698,Certification Listing,content,10,0.41,Low,Include certification ID or verification link
2699,Education Section Detail,content,4,0.88,Medium,List certifications separately from formal education
2700,Relevance Score,content,48,0.92,Medium,Highlight transferable skills from unrelated roles
2701,Quantified Achievements,content,66,0.16,Critical,Include at least 2-3 metrics per role
2702,Experience Date Format,formatting,2,0.78,Medium,Use 'Present' for current positions
2703,Section Order,structure,5,0.1,Medium,Order sections by relevance to target role
2704,File Naming Convention,formatting,1,0.9,Low,Name file: FirstName_LastName_Resume.pdf
2705,Resume Length,formatting,2,0.38,Medium,Prioritize recent and relevant experience
2706,Personal Pronoun Usage,grammar,5,0.26,Medium,"Remove all first-person pronouns (I, me, my)"
2707,Personal Pronoun Usage,grammar,5,0.29,Medium,Resume should use implied first person
2708,Section Order,structure,1,0.31,High,Place Experience section before Education for 3+ years experience
2709,Section Order,structure,3,0.9,High,Put Skills section near the top for ATS optimization
2710,Education Section Detail,content,2,0.23,Low,"Include honors, Dean's List, or academic awards"
2711,File Naming Convention,formatting,3,0.54,Low,Include target role in filename for organization
2712,Experience Date Format,formatting,4,0.35,Medium,Avoid listing only years — include months for precision
2713,Personal Pronoun Usage,grammar,0,0.64,Medium,"Remove all first-person pronouns (I, me, my)"
2714,Bullet Point Count Per Role,formatting,3,0.41,Medium,Add more bullet points to fully describe your contributions
2715,Keyword Density,content,8,0.57,High,Match exact phrases from the job posting when possible
2716,Bullet Point Length,formatting,12,0.89,Low,Keep bullet points between 1-2 lines for scannability
2717,Hyperlink Validation,formatting,0,0.51,Medium,"Include LinkedIn, portfolio, or GitHub links"
2718,Contact Information Completeness,content,6,0.4,High,"Include full name, email, phone, LinkedIn, and location"
2719,Font Consistency,formatting,2,0.13,Medium,Use no more than 2 font families throughout
2720,Gap Analysis,timeline,15,0.39,High,Be prepared to explain gaps in interviews
2721,Certification Listing,content,8,0.2,Low,Include certification ID or verification link
2722,Section Order,structure,4,0.87,Medium,Order sections by relevance to target role
2723,Education Section Detail,content,3,0.29,Medium,Add relevant coursework for entry-level candidates
2724,File Naming Convention,formatting,3,0.45,Low,Include target role in filename for organization
2725,Keyword Density,content,27,0.28,Medium,Don't keyword-stuff — maintain readability
2726,Action Verb Usage,content,75,0.2,Medium,"Use past tense for previous roles, present for current"
2727,Font Consistency,formatting,3,0.49,Low,Use no more than 2 font families throughout
2728,Project Showcase,content,4,0.11,High,Include 2-3 key projects with measurable outcomes
2729,Education Section Detail,content,4,0.57,Medium,List certifications separately from formal education
2730,Relevance Score,content,95,0.82,Medium,Tailor resume content to match the target role by 70%+
2731,Project Showcase,content,2,0.8,Medium,Describe your specific role and contribution
2732,Education Section Detail,content,3,0.22,Low,List certifications separately from formal education
2733,Project Showcase,content,4,0.29,High,Describe your specific role and contribution
2734,Section Order,structure,6,0.21,High,Place Experience section before Education for 3+ years experience
2735,Summary Section Length,formatting,63,0.46,Medium,Avoid generic summaries — tailor to each application
2736,Action Verb Usage,content,60,0.94,High,Avoid repeating the same action verb within a role
2737,Bullet Point Count Per Role,formatting,7,0.17,High,Consolidate similar bullets into stronger impact statements
2738,Certification Listing,content,0,0.58,Medium,Include certification ID or verification link
2739,Spelling and Grammar,grammar,96,0.5,Critical,Pay special attention to company and technology names
2740,Certification Listing,content,1,0.18,Low,Prioritize industry-recognized certifications
2741,Summary Section Length,formatting,74,0.24,Medium,Include 2-3 key achievements in your summary
2742,Project Showcase,content,5,0.47,Medium,Include 2-3 key projects with measurable outcomes
2743,Section Order,structure,2,0.84,Medium,Place Experience section before Education for 3+ years experience
2744,Spelling and Grammar,grammar,97,0.33,High,Use Grammarly or similar tools for final review
2745,Resume Length,formatting,2,0.38,Medium,Keep resume to 1 page for less than 10 years experience
2746,Hyperlink Validation,formatting,3,0.14,Medium,Use shortened URLs for cleaner formatting
2747,Relevance Score,content,93,0.69,High,Tailor resume content to match the target role by 70%+
2748,Gap Analysis,timeline,20,0.41,High,Address employment gaps longer than 6 months
2749,Spelling and Grammar,grammar,99,0.78,Critical,Have a peer review your resume before submitting
2750,Font Consistency,formatting,2,0.09,Medium,"Use 14-16pt for name, 12-14pt for section headers"
2751,Relevance Score,content,86,0.24,High,Remove irrelevant experience for focused applications
2752,Project Showcase,content,3,0.63,Medium,Include 2-3 key projects with measurable outcomes
2753,White Space Ratio,formatting,24,0.95,Low,Use consistent spacing between sections
2754,Hyperlink Validation,formatting,3,0.79,Medium,"Include LinkedIn, portfolio, or GitHub links"
2755,Relevance Score,content,52,0.85,Medium,Remove irrelevant experience for focused applications
2756,Gap Analysis,timeline,2,0.98,High,Use functional format if gaps are significant
2757,Spelling and Grammar,grammar,95,0.39,Critical,Proofread thoroughly — spelling errors are automatic rejections
2758,Resume Length,formatting,2,0.1,Medium,Prioritize recent and relevant experience
2759,Contact Information Completeness,content,5,0.13,Critical,"Include full name, email, phone, LinkedIn, and location"
2760,Education Section Detail,content,2,0.12,Low,"Include degree, institution, graduation year, and GPA if above 3.5"
2761,Spelling and Grammar,grammar,96,0.08,Critical,Proofread thoroughly — spelling errors are automatic rejections
2762,Bullet Point Length,formatting,14,0.58,Medium,Shorten overly long bullets to focus on key results
2763,Spelling and Grammar,grammar,96,0.91,Critical,Pay special attention to company and technology names
2764,Relevance Score,content,69,0.35,Medium,Remove irrelevant experience for focused applications
2765,Personal Pronoun Usage,grammar,4,0.52,Medium,Resume should use implied first person
2766,Section Order,structure,5,0.32,Medium,Place Experience section before Education for 3+ years experience
2767,Font Consistency,formatting,2,0.42,Low,"Use 14-16pt for name, 12-14pt for section headers"
