mapping_id,role_id,skill_id,importance_weight,required_level,is_mandatory,experience_required_years,recency_required_years,certification_required,priority_rank
18183,18294,11510,0.92,Basic,No,6,3,No,7
18184,11874,24115,0.48,Intermediate,No,3,5,No,10
18185,17775,10623,0.92,Advanced,Yes,9,4,Yes,6
18186,36766,45587,0.39,Basic,Yes,8,1,No,7
18187,29898,46795,0.31,Advanced,No,1,5,Yes,9
18188,15849,36728,0.76,Advanced,No,1,2,No,1
18189,37197,23433,0.35,Intermediate,No,7,5,Yes,10
18190,8844,36875,0.54,Basic,Yes,4,5,No,1
18191,48195,13,0.97,Intermediate,Yes,10,3,Yes,4
18192,10084,12909,0.44,Basic,Yes,9,5,No,5
18193,35114,12014,0.08,Advanced,Yes,8,2,Yes,2
18194,23658,42550,0.28,Basic,Yes,9,2,No,6
18195,7865,45033,0.19,Intermediate,No,10,1,Yes,4
18196,13533,35126,0.62,Intermediate,Yes,3,5,Yes,6
18197,32275,24555,0.69,Basic,No,9,3,No,10
18198,35966,36985,0.27,Advanced,Yes,3,4,No,3
18199,31560,45265,0.48,Intermediate,No,2,3,Yes,1
18200,17216,9997,0.9,Intermediate,No,0,2,No,9
18201,9790,47145,0.61,Advanced,Yes,7,4,Yes,2
18202,31410,36326,0.98,Advanced,Yes,1,3,No,1
18203,14817,7973,0.87,Advanced,Yes,7,2,No,5
18204,47711,47426,0.51,Advanced,Yes,0,5,No,3
18205,10140,29518,0.23,Intermediate,Yes,4,4,No,8
18206,21600,21062,0.08,Basic,Yes,1,1,No,1
18207,31952,17563,0.24,Basic,Yes,8,2,Yes,7
18208,21615,40,0.8,Advanced,Yes,8,1,Yes,4
18209,22451,19285,0.69,Advanced,Yes,0,4,Yes,2
18210,37140,25575,0.81,Basic,No,1,1,No,9
18211,7668,20184,0.37,Intermediate,Yes,8,3,Yes,1
18212,26967,3557,0.96,Advanced,No,3,1,Yes,5
18213,49727,23192,0.29,Advanced,Yes,7,4,Yes,8
18214,44111,27296,0.78,Advanced,Yes,1,1,Yes,5
18215,6982,18174,0.93,Basic,No,6,2,Yes,4
18216,7852,19028,0.71,Advanced,Yes,7,5,No,9
18217,17622,13353,0.74,Intermediate,No,10,2,Yes,3
18218,40119,18331,0.24,Basic,Yes,7,1,No,4
18219,47595,42343,0.58,Basic,No,9,1,Yes,1
18220,14482,3934,0.17,Advanced,Yes,10,4,No,5
18221,16796,46528,0.3,Basic,Yes,5,2,Yes,5
18222,4858,28341,0.13,Intermediate,No,10,3,Yes,7
18223,12048,18186,0.06,Intermediate,No,6,1,No,5
18224,48231,28670,0.09,Basic,Yes,0,2,Yes,9
18225,37040,10142,0.46,Intermediate,No,0,2,No,9
18226,6891,30514,0.73,Basic,No,8,3,No,3
18227,34390,27176,0.19,Basic,Yes,7,5,Yes,10
18228,26062,30766,0.44,Advanced,Yes,7,1,Yes,7
18229,20118,14748,0.22,Intermediate,No,2,1,No,5
18230,25130,35180,0.92,Advanced,Yes,1,5,No,5
18231,38882,42932,0.37,Basic,No,2,5,Yes,2
18232,3412,6456,0.65,Intermediate,No,9,4,No,3
18233,2265,6420,0.37,Intermediate,Yes,3,1,No,2
18234,19426,46258,0.07,Basic,No,4,3,Yes,3
18235,42091,3258,0.32,Basic,No,0,1,Yes,10
18236,15026,43729,0.71,Intermediate,No,1,4,Yes,3
18237,30071,29163,0.34,Advanced,No,2,1,Yes,5
18238,7469,42975,0.02,Basic,No,9,3,Yes,5
18239,43586,46320,0.41,Basic,Yes,4,3,Yes,3
18240,28733,37845,0.0,Advanced,Yes,7,3,No,7
18241,30859,19124,0.39,Basic,No,5,5,Yes,9
18242,29132,41577,0.16,Advanced,No,10,1,Yes,2
18243,39496,15107,0.95,Intermediate,No,7,1,No,2
18244,11316,32457,0.49,Basic,No,0,5,Yes,1
18245,21131,2930,0.96,Advanced,No,1,3,Yes,9
18246,35994,38591,0.95,Advanced,Yes,3,1,Yes,2
18247,35102,33455,0.64,Intermediate,Yes,3,5,No,1
18248,11349,48136,0.2,Advanced,Yes,2,4,No,4
18249,1894,36357,0.65,Intermediate,Yes,7,4,Yes,1
18250,18232,23702,0.4,Basic,No,0,3,Yes,1
18251,33195,10074,0.9,Intermediate,Yes,9,1,No,4
18252,36517,32057,0.62,Intermediate,No,2,1,Yes,6
18253,15521,5106,0.32,Basic,No,8,2,Yes,5
18254,36186,13755,0.25,Intermediate,No,3,3,Yes,3
18255,2960,9386,0.88,Intermediate,No,2,3,No,4
18256,49233,38379,0.04,Advanced,Yes,7,1,No,10
18257,14483,26884,0.72,Intermediate,Yes,3,3,No,3
18258,33383,45748,0.41,Basic,Yes,7,5,Yes,3
18259,5143,8638,0.57,Basic,No,4,2,No,9
18260,26740,45588,0.01,Advanced,No,8,5,Yes,1
18261,27915,28146,0.05,Intermediate,No,1,4,No,3
18262,44572,15977,0.97,Advanced,Yes,9,2,No,1
18263,32089,4207,0.53,Advanced,No,8,5,Yes,6
18264,28345,11940,0.75,Advanced,No,7,5,No,8
18265,18117,30640,0.4,Advanced,No,9,4,Yes,6
18266,19232,37438,0.62,Advanced,No,4,3,Yes,3
18267,37112,38724,0.21,Intermediate,Yes,3,5,No,2
18268,43703,33765,0.59,Intermediate,Yes,2,3,No,4
18269,10157,46478,0.21,Advanced,Yes,7,2,Yes,9
18270,30377,11900,0.27,Advanced,No,2,5,Yes,7
18271,10028,7950,0.29,Intermediate,No,5,5,Yes,6
18272,25056,44340,0.27,Intermediate,Yes,3,2,Yes,9
18273,45887,15625,0.37,Basic,Yes,10,5,Yes,3
18274,8968,31063,0.38,Basic,Yes,9,4,No,1
18275,10402,18690,0.24,Advanced,Yes,10,3,Yes,5
18276,49114,24474,0.31,Intermediate,Yes,0,3,Yes,7
18277,33710,38119,0.23,Intermediate,Yes,2,5,Yes,1
18278,43614,18263,0.93,Advanced,No,2,4,No,8
18279,27207,7420,0.46,Advanced,No,0,2,Yes,7
18280,9597,20277,0.81,Intermediate,Yes,1,3,Yes,7
18281,42062,48048,0.35,Intermediate,No,10,3,No,7
18282,33412,22382,0.13,Intermediate,Yes,5,5,Yes,1
18283,12218,37245,0.87,Intermediate,Yes,9,5,No,10
18284,18050,30511,0.35,Advanced,Yes,2,4,Yes,8
18285,41082,28490,0.04,Advanced,Yes,8,3,Yes,6
18286,46398,19756,0.61,Intermediate,Yes,8,2,Yes,5
18287,26467,14908,0.68,Advanced,Yes,3,4,Yes,4
18288,43509,22371,0.41,Intermediate,No,9,4,Yes,4
18289,32041,15012,0.69,Advanced,No,3,2,No,2
18290,35558,9167,0.94,Intermediate,No,0,4,Yes,4
18291,7703,4353,0.97,Intermediate,Yes,6,3,Yes,6
18292,45188,34519,0.49,Basic,No,0,4,No,10
18293,7446,3758,0.61,Basic,Yes,2,3,No,7
18294,34719,29030,0.34,Advanced,Yes,1,3,Yes,1
18295,38799,31769,0.22,Intermediate,No,7,4,Yes,6
18296,38729,11200,0.8,Advanced,No,8,5,No,6
18297,41086,19122,0.99,Basic,No,9,4,No,1
18298,20792,46149,0.63,Basic,No,3,2,Yes,6
18299,13876,12339,0.1,Basic,No,9,2,Yes,7
18300,47651,26622,0.3,Advanced,No,8,1,Yes,10
18301,3896,44027,0.44,Basic,Yes,1,4,No,7
18302,35410,1335,0.49,Advanced,No,9,3,No,2
18303,23758,14803,0.85,Basic,No,9,5,No,8
18304,24599,41432,0.01,Advanced,No,7,2,No,6
18305,43621,4318,0.52,Basic,Yes,9,3,Yes,10
18306,16454,2224,0.07,Basic,No,2,4,No,2
18307,25644,25849,0.47,Basic,No,7,3,Yes,5
18308,4808,33568,0.69,Intermediate,Yes,5,4,No,10
18309,31096,35055,0.63,Basic,Yes,7,4,Yes,8
18310,35321,17140,0.06,Basic,No,10,3,Yes,10
18311,19514,9251,0.13,Basic,No,5,1,No,9
18312,28501,10517,0.92,Intermediate,No,3,5,Yes,10
18313,6258,16629,0.47,Basic,Yes,9,3,No,10
18314,48361,49394,0.66,Advanced,Yes,3,5,Yes,5
18315,9783,1639,0.26,Intermediate,No,9,4,No,7
18316,8570,48301,0.08,Basic,Yes,8,4,No,1
18317,3530,37363,0.4,Advanced,Yes,4,4,Yes,5
18318,25948,6289,0.66,Intermediate,Yes,4,2,No,2
18319,8134,47417,0.7,Intermediate,No,2,3,Yes,5
18320,13464,16838,0.4,Advanced,No,10,5,No,1
18321,3947,5435,0.77,Advanced,No,8,2,Yes,8
18322,35349,44188,0.08,Advanced,Yes,9,1,No,10
18323,21581,28455,0.72,Basic,Yes,9,5,Yes,9
18324,18348,14023,0.59,Advanced,Yes,3,4,Yes,10
18325,10711,15945,0.62,Basic,Yes,7,5,Yes,9
18326,12002,3288,0.82,Basic,No,9,1,Yes,7
18327,17540,33825,0.46,Basic,Yes,10,3,No,1
18328,13939,54,0.59,Advanced,No,1,1,No,3
18329,37244,26125,0.59,Basic,No,10,4,No,1
18330,20444,5833,0.55,Intermediate,No,8,2,Yes,9
18331,49550,12300,0.45,Advanced,No,3,3,Yes,5
18332,40508,6866,0.61,Basic,Yes,4,3,No,6
18333,13907,26390,0.58,Basic,Yes,7,5,No,9
18334,33147,30194,0.77,Advanced,No,9,3,No,2
18335,18918,19074,0.75,Intermediate,No,10,1,No,6
18336,24288,47012,0.11,Basic,No,4,2,Yes,10
18337,29810,47751,0.87,Basic,Yes,7,2,Yes,8
18338,39645,3187,0.26,Basic,Yes,9,4,No,10
18339,46977,48050,0.93,Advanced,Yes,3,1,No,3
18340,36236,47896,0.73,Intermediate,No,1,2,No,6
18341,29971,38626,0.89,Advanced,Yes,9,1,No,9
18342,48125,16337,0.8,Advanced,Yes,9,2,Yes,7
18343,32257,16424,0.79,Basic,Yes,4,4,No,9
18344,34091,28232,0.47,Intermediate,No,4,4,No,5
18345,47978,6648,0.52,Basic,No,10,2,No,1
18346,29943,11758,0.26,Intermediate,No,6,5,Yes,2
18347,2992,16161,0.13,Intermediate,Yes,4,3,Yes,1
18348,1034,27403,0.04,Advanced,No,6,5,No,2
18349,35455,24008,0.57,Advanced,Yes,6,5,Yes,7
18350,37133,30206,0.26,Basic,No,3,1,Yes,5
18351,26257,22377,0.51,Advanced,Yes,1,3,Yes,1
18352,495,37042,0.33,Intermediate,Yes,7,1,No,7
18353,39099,19226,0.36,Advanced,Yes,6,2,Yes,2
18354,3581,44035,0.72,Basic,Yes,8,2,No,7
18355,13838,18756,0.94,Basic,No,8,2,Yes,1
18356,30485,11913,0.84,Basic,No,10,3,Yes,5
18357,47946,39741,0.09,Basic,No,5,4,Yes,6
18358,28085,28573,0.65,Advanced,No,3,1,Yes,9
18359,48743,17713,0.71,Advanced,No,3,5,No,3
18360,40359,5244,0.26,Basic,No,3,3,No,4
18361,5403,23239,0.03,Basic,Yes,1,2,Yes,3
18362,32967,30472,0.52,Basic,Yes,6,4,No,6
18363,16739,3744,0.22,Basic,Yes,6,4,No,6
18364,27771,41875,0.27,Advanced,No,6,1,Yes,2
18365,5918,45330,0.82,Intermediate,No,3,5,No,5
18366,41290,25911,0.28,Intermediate,Yes,1,1,No,1
18367,49278,47279,0.46,Advanced,Yes,1,3,Yes,2
18368,41363,30177,1.0,Advanced,Yes,1,2,No,6
18369,35796,49060,0.65,Basic,Yes,1,5,Yes,1
18370,23899,36184,0.46,Advanced,Yes,10,1,No,7
18371,19136,4447,0.72,Intermediate,Yes,2,3,Yes,7
18372,17877,37805,0.57,Advanced,No,6,3,Yes,5
18373,31893,29669,0.75,Advanced,No,3,4,Yes,7
18374,3419,2954,0.9,Intermediate,No,0,2,No,3
18375,4353,588,0.23,Intermediate,No,6,1,No,5
18376,49301,9133,0.06,Basic,Yes,6,5,No,6
18377,48871,27484,0.8,Advanced,Yes,7,5,No,9
18378,21443,38610,0.63,Advanced,No,9,1,No,8
18379,46486,26058,0.13,Basic,No,1,2,Yes,7
18380,43745,21726,0.5,Advanced,No,5,3,No,8
18381,12562,8668,0.13,Intermediate,Yes,2,1,No,9
18382,5394,35621,0.21,Intermediate,No,3,3,No,6
18383,27915,19516,0.2,Intermediate,No,1,3,Yes,5
18384,38095,28941,0.04,Advanced,Yes,1,1,Yes,3
18385,22269,6084,0.94,Basic,Yes,7,1,No,5
18386,5828,40376,0.48,Intermediate,No,0,4,No,4
18387,6874,26919,0.56,Advanced,No,4,4,No,1
18388,14423,29660,0.65,Basic,Yes,4,4,Yes,5
18389,39633,1092,0.22,Basic,Yes,1,4,No,1
18390,41930,42491,0.74,Advanced,Yes,6,2,No,1
18391,28750,9348,0.86,Advanced,No,2,4,No,5
18392,40927,12835,0.37,Advanced,No,1,5,No,3
18393,14739,46285,0.24,Advanced,Yes,1,3,No,2
18394,43422,37256,0.28,Intermediate,Yes,8,1,Yes,2
18395,47530,4428,0.11,Basic,Yes,0,3,No,1
18396,40814,40653,0.45,Basic,Yes,10,1,No,2
18397,4726,27201,0.41,Intermediate,Yes,4,5,No,4
18398,16783,46874,0.82,Intermediate,No,6,1,No,10
18399,360,48980,0.4,Advanced,No,6,1,No,2
18400,11561,18376,0.23,Advanced,No,4,2,Yes,6
18401,25283,28253,0.69,Basic,No,10,3,No,4
18402,15173,8265,0.33,Basic,No,7,3,Yes,5
18403,1439,33563,0.76,Basic,No,7,1,Yes,5
18404,29951,49390,0.01,Intermediate,No,7,4,No,6
18405,37935,32975,0.99,Basic,No,5,3,No,9
18406,27494,14461,0.77,Advanced,Yes,2,4,Yes,7
18407,18550,15964,0.21,Intermediate,Yes,3,4,No,2
18408,24402,907,0.75,Advanced,Yes,8,4,No,10
18409,23086,10287,0.57,Advanced,No,6,1,Yes,3
18410,19966,31210,0.87,Advanced,No,2,4,Yes,10
18411,25622,22765,0.34,Advanced,No,1,4,Yes,8
18412,27372,49896,0.63,Intermediate,Yes,5,1,Yes,2
18413,23568,7452,0.33,Intermediate,Yes,9,1,No,1
18414,42018,33688,0.84,Intermediate,No,1,2,Yes,8
18415,11969,810,0.98,Intermediate,Yes,5,1,No,6
18416,41908,20946,0.56,Basic,No,4,3,Yes,5
18417,1109,16171,0.3,Intermediate,Yes,0,1,Yes,1
18418,46814,1881,0.92,Advanced,Yes,7,5,No,9
18419,8138,29722,0.52,Advanced,Yes,1,2,Yes,8
18420,15531,17425,0.0,Intermediate,Yes,5,3,No,2
18421,46655,336,0.42,Advanced,Yes,7,2,No,9
18422,31721,24427,0.02,Advanced,No,6,3,No,3
18423,21424,48544,0.21,Advanced,Yes,9,4,No,5
18424,11423,3460,0.73,Intermediate,Yes,0,1,Yes,9
18425,35971,33312,0.09,Basic,Yes,4,2,Yes,10
18426,16264,12213,0.04,Basic,Yes,4,1,Yes,2
18427,45429,1943,0.5,Advanced,Yes,6,5,No,5
18428,23759,31816,0.01,Advanced,No,10,2,No,5
18429,26138,39757,0.37,Basic,No,0,2,Yes,10
18430,44725,3782,0.61,Basic,No,0,5,No,9
18431,29294,47397,0.48,Basic,No,2,4,No,1
18432,37706,31119,0.21,Intermediate,No,3,3,Yes,4
18433,11121,10438,0.99,Basic,Yes,10,3,No,2
18434,28892,34210,0.14,Intermediate,No,9,4,No,1
18435,584,42235,0.63,Intermediate,Yes,10,1,Yes,7
18436,27993,31203,0.2,Intermediate,No,5,5,Yes,10
18437,1213,15300,0.47,Intermediate,Yes,0,2,Yes,3
18438,7622,4731,0.78,Intermediate,Yes,8,1,Yes,4
18439,48936,7512,0.27,Intermediate,No,0,5,Yes,4
18440,20220,24821,0.2,Intermediate,No,4,5,Yes,4
18441,44089,5997,0.52,Intermediate,No,7,1,Yes,5
18442,22106,6623,0.56,Intermediate,Yes,6,3,No,10
18443,36944,23439,0.61,Intermediate,Yes,5,3,Yes,6
18444,26947,4688,0.51,Advanced,No,7,5,Yes,3
18445,39423,44953,0.87,Basic,Yes,1,5,No,6
18446,26119,44862,0.51,Intermediate,Yes,9,5,Yes,2
18447,69,28774,0.8,Basic,No,9,2,Yes,5
18448,2868,9409,0.65,Advanced,Yes,4,5,No,8
18449,42837,17885,0.62,Advanced,Yes,4,4,No,8
18450,16518,30976,0.76,Basic,No,3,4,Yes,4
18451,46353,10908,0.89,Intermediate,No,0,3,No,1
18452,46830,38259,0.35,Advanced,Yes,9,5,Yes,9
18453,17587,16184,0.01,Advanced,Yes,1,3,Yes,5
18454,38534,8101,0.38,Basic,Yes,7,2,No,6
18455,4589,14377,0.01,Basic,Yes,8,1,No,7
18456,17720,2488,0.17,Basic,Yes,10,4,No,4
18457,17409,13619,0.08,Advanced,Yes,0,4,Yes,5
18458,38611,43200,0.99,Intermediate,Yes,3,3,No,5
18459,46937,33051,0.06,Basic,Yes,4,4,No,5
18460,5381,7575,0.61,Basic,No,8,4,No,5
18461,4909,49592,0.28,Intermediate,Yes,4,4,No,9
18462,31526,16148,0.43,Intermediate,Yes,3,5,No,4
18463,38850,33997,0.81,Advanced,Yes,5,4,Yes,3
18464,35643,13765,0.29,Basic,No,6,5,Yes,6
18465,15362,2701,0.76,Intermediate,Yes,7,3,No,8
18466,30244,2475,0.32,Advanced,Yes,5,1,No,3
18467,1526,46448,0.49,Intermediate,No,2,2,No,5
18468,22732,45160,0.34,Intermediate,No,2,2,No,5
18469,14778,1169,0.83,Basic,Yes,8,1,Yes,2
18470,17856,49624,0.63,Intermediate,Yes,1,1,Yes,3
18471,18309,12927,0.91,Intermediate,Yes,7,2,No,1
18472,7987,35242,0.96,Basic,No,6,2,No,8
18473,39424,46233,0.35,Basic,No,4,4,No,6
18474,9449,6311,0.41,Basic,Yes,10,4,Yes,6
18475,25419,42589,0.69,Advanced,No,5,1,No,10
18476,9199,11290,0.22,Intermediate,Yes,3,4,Yes,3
18477,31741,17315,0.26,Basic,No,3,4,No,7
18478,37106,47144,0.02,Basic,No,6,4,Yes,4
18479,39699,31457,0.59,Advanced,Yes,2,4,Yes,10
18480,45829,12124,0.41,Intermediate,Yes,4,2,No,4
18481,36616,49636,0.03,Advanced,Yes,1,5,No,10
18482,13547,6702,0.93,Advanced,Yes,3,5,No,6
18483,25496,20697,0.49,Basic,Yes,7,2,No,8
18484,45664,8188,0.42,Intermediate,No,4,1,Yes,1
18485,26131,30031,0.92,Intermediate,Yes,9,1,No,10
18486,21025,31660,0.87,Advanced,No,7,2,Yes,4
18487,4450,1370,0.66,Advanced,Yes,0,5,No,4
18488,42152,46947,0.55,Intermediate,No,10,1,Yes,6
18489,425,34774,0.61,Intermediate,Yes,1,5,No,3
18490,29840,29879,0.65,Advanced,No,4,5,Yes,10
18491,15926,48453,0.04,Basic,Yes,0,3,No,8
18492,23784,15973,0.55,Advanced,Yes,10,2,Yes,5
18493,9939,19878,0.17,Intermediate,No,5,5,No,3
18494,35206,2472,0.05,Intermediate,No,5,4,Yes,6
18495,33444,24878,0.49,Intermediate,No,3,1,No,10
18496,3569,14503,0.56,Basic,No,7,2,No,10
18497,2650,41222,0.04,Advanced,No,7,1,No,1
18498,34691,12697,0.58,Intermediate,Yes,0,5,No,5
18499,41444,16827,0.59,Advanced,Yes,5,1,Yes,10
18500,33260,9225,0.75,Basic,Yes,2,3,No,4
18501,29602,2266,0.7,Intermediate,No,4,3,No,2
18502,26343,11902,0.29,Basic,Yes,5,5,Yes,9
18503,35465,39674,0.88,Basic,No,1,5,Yes,4
18504,12909,25004,0.53,Intermediate,No,1,4,No,2
18505,14763,43958,0.07,Intermediate,No,5,3,No,10
18506,6481,49656,0.58,Intermediate,Yes,7,4,No,2
18507,20344,39133,0.07,Basic,Yes,6,2,No,6
18508,38327,20658,0.54,Advanced,No,1,1,No,4
18509,3241,15734,0.94,Intermediate,No,3,4,No,5
18510,6272,46697,0.73,Intermediate,No,4,2,No,8
18511,15425,49831,0.41,Advanced,No,6,3,No,2
18512,1651,37453,0.65,Advanced,No,2,5,No,8
18513,11848,5800,0.22,Basic,Yes,3,3,No,7
18514,43919,4008,0.29,Advanced,Yes,0,4,No,3
18515,16901,28550,0.25,Basic,No,3,5,No,4
18516,37976,18184,0.24,Intermediate,No,1,4,Yes,2
18517,43024,24446,0.83,Advanced,No,7,2,Yes,8
18518,3395,16888,0.18,Basic,Yes,3,1,No,5
18519,43894,9047,0.45,Basic,No,3,4,No,6
18520,4952,16876,0.66,Intermediate,No,7,3,Yes,1
18521,26085,15407,0.34,Basic,Yes,0,1,Yes,8
18522,47752,1239,0.16,Intermediate,No,5,4,No,9
18523,14821,33537,0.9,Intermediate,Yes,10,1,Yes,7
18524,17,30999,0.43,Advanced,No,8,5,Yes,5
18525,35511,24483,0.3,Advanced,Yes,3,1,No,2
18526,39584,19821,0.83,Basic,Yes,5,3,Yes,10
18527,40566,27199,0.43,Advanced,Yes,1,4,No,9
18528,6691,32987,0.34,Intermediate,No,7,5,No,10
18529,43617,44120,0.49,Intermediate,No,8,3,No,6
18530,46535,33186,0.54,Basic,No,4,4,Yes,9
18531,3935,48456,0.64,Advanced,No,7,5,Yes,6
18532,35093,11932,0.67,Advanced,Yes,2,5,No,9
18533,26993,31778,0.35,Basic,Yes,5,2,No,9
18534,31468,7296,0.88,Basic,Yes,4,5,No,6
18535,22575,15494,0.26,Advanced,No,7,3,No,7
18536,49556,28298,0.74,Intermediate,Yes,10,3,Yes,4
18537,6314,13448,0.61,Basic,No,9,1,No,7
18538,19569,23906,0.06,Basic,Yes,3,2,Yes,7
18539,9328,6428,0.95,Intermediate,No,6,5,No,6
18540,48579,36770,0.08,Intermediate,Yes,1,4,Yes,7
18541,5892,8050,0.05,Basic,Yes,2,3,Yes,6
18542,39868,23854,0.08,Intermediate,No,7,5,No,6
18543,37796,39130,0.75,Advanced,Yes,9,3,Yes,2
18544,23106,29453,0.62,Intermediate,No,1,3,Yes,8
18545,20522,36460,0.38,Basic,Yes,2,1,Yes,1
18546,42141,42685,0.2,Intermediate,No,6,2,Yes,2
18547,41166,47414,0.9,Advanced,No,0,2,Yes,5
18548,25483,27225,0.47,Intermediate,No,1,3,No,2
18549,25559,35580,0.92,Intermediate,Yes,5,1,No,3
18550,10119,46976,0.51,Basic,No,2,2,Yes,8
18551,32374,25100,0.26,Basic,No,5,3,No,7
18552,46044,3163,0.72,Basic,Yes,9,5,No,4
18553,4851,8690,0.94,Advanced,Yes,9,5,No,4
18554,34606,42203,0.92,Basic,Yes,4,4,No,4
18555,15199,13639,0.53,Intermediate,No,2,2,No,8
18556,48152,6795,0.4,Intermediate,Yes,6,2,No,2
18557,36315,36411,0.27,Intermediate,Yes,8,2,Yes,2
18558,40509,25464,0.42,Basic,Yes,5,5,Yes,6
18559,48003,47467,0.79,Intermediate,No,5,2,Yes,6
18560,2233,27923,0.14,Basic,No,2,4,No,4
18561,2656,24196,0.82,Advanced,No,0,4,Yes,10
18562,19047,28721,0.01,Basic,No,6,3,No,9
18563,23692,45864,0.84,Advanced,No,0,3,No,2
18564,43129,48646,0.44,Intermediate,No,4,3,No,3
18565,5619,43730,0.29,Basic,No,0,4,Yes,4
18566,31061,45721,0.29,Basic,Yes,10,1,Yes,3
18567,10598,39714,0.11,Advanced,No,10,3,No,6
18568,21497,37913,0.32,Basic,No,8,5,No,7
18569,30787,11516,0.51,Basic,Yes,8,1,No,6
18570,29441,37537,0.44,Advanced,Yes,5,2,Yes,1
18571,37750,42027,0.07,Intermediate,No,7,3,No,4
18572,38615,15896,1.0,Advanced,No,3,3,No,3
18573,14099,42383,0.53,Advanced,Yes,0,3,Yes,1
18574,23680,45364,0.03,Intermediate,Yes,9,3,No,6
18575,10936,36608,0.16,Intermediate,Yes,0,4,Yes,9
18576,39694,29341,0.25,Intermediate,No,7,3,No,1
18577,34255,16917,0.94,Basic,No,6,3,No,7
18578,20192,12463,0.13,Intermediate,Yes,4,5,No,2
18579,31153,38118,0.01,Advanced,No,7,3,No,5
18580,3105,22766,0.16,Basic,No,6,5,No,4
18581,38481,31013,0.26,Intermediate,No,2,3,No,8
18582,15029,20052,0.23,Basic,Yes,9,3,Yes,6
18583,39979,25798,0.05,Advanced,Yes,7,2,Yes,8
18584,5526,28979,0.43,Basic,No,7,4,Yes,6
18585,25484,12762,0.74,Basic,Yes,8,3,No,6
18586,46363,49607,0.54,Advanced,No,7,2,No,1
18587,5671,4931,0.08,Basic,No,3,3,No,7
18588,33002,5295,0.89,Intermediate,No,8,2,No,2
18589,17669,6171,0.76,Basic,Yes,8,1,Yes,6
18590,5790,23180,0.99,Advanced,No,3,5,No,9
18591,41812,42401,0.16,Intermediate,Yes,8,5,Yes,4
18592,30506,10442,0.36,Basic,No,5,5,Yes,2
18593,36487,41964,0.01,Advanced,No,2,4,Yes,10
18594,24967,46190,0.17,Advanced,No,8,3,Yes,5
18595,36520,20570,0.02,Basic,No,1,1,Yes,2
18596,48222,15922,0.72,Basic,Yes,6,2,Yes,6
18597,14329,42433,0.0,Basic,No,2,3,Yes,7
18598,29881,49733,0.92,Basic,No,8,3,Yes,6
18599,20317,20298,0.1,Intermediate,No,2,5,Yes,5
18600,21647,28768,0.62,Intermediate,Yes,0,4,Yes,7
18601,41963,36401,0.97,Basic,No,3,2,No,4
18602,35397,42300,0.17,Advanced,Yes,3,3,Yes,5
18603,23881,27455,0.88,Basic,Yes,5,4,No,6
18604,16829,4339,0.09,Advanced,Yes,6,5,Yes,10
18605,2448,33086,0.12,Basic,No,3,3,No,1
18606,38287,3392,0.71,Advanced,No,0,2,Yes,5
18607,46703,27285,0.07,Basic,Yes,6,2,No,6
18608,814,33475,0.92,Advanced,Yes,1,5,Yes,2
18609,12764,17959,0.4,Intermediate,No,8,1,Yes,2
18610,29582,3303,0.97,Intermediate,No,3,3,No,8
18611,40855,10707,0.76,Intermediate,No,1,2,No,10
18612,16596,7870,0.53,Advanced,Yes,10,5,Yes,8
18613,33212,47385,0.9,Advanced,Yes,3,2,No,9
18614,24303,30178,0.37,Basic,Yes,9,5,No,2
18615,31388,44100,0.61,Intermediate,No,4,2,No,6
18616,15540,15939,0.86,Basic,Yes,5,2,No,1
18617,29696,28642,0.19,Basic,No,8,2,Yes,2
18618,24108,41454,0.86,Intermediate,Yes,9,3,Yes,1
18619,36354,33448,0.57,Intermediate,No,2,2,Yes,4
18620,27188,49779,0.3,Intermediate,Yes,3,5,Yes,7
18621,21101,26231,0.07,Advanced,Yes,9,5,Yes,8
18622,18732,39744,0.75,Advanced,Yes,7,1,Yes,6
18623,9763,27055,0.21,Advanced,No,7,2,No,6
18624,17257,16346,0.97,Intermediate,No,3,4,No,6
18625,1893,30389,0.72,Intermediate,Yes,4,3,No,1
18626,18909,5991,0.39,Basic,No,10,4,Yes,7
18627,9487,9493,0.79,Advanced,No,5,4,No,10
18628,41548,28145,0.9,Advanced,No,9,4,Yes,5
18629,44410,24770,0.83,Intermediate,Yes,7,5,No,6
18630,44767,29859,0.8,Advanced,No,9,5,Yes,3
18631,14861,47924,0.85,Intermediate,Yes,7,4,No,10
18632,29798,45792,0.88,Intermediate,Yes,7,4,Yes,10
18633,44816,9085,0.5,Advanced,Yes,6,5,Yes,1
18634,3534,18554,0.68,Advanced,No,3,1,No,8
18635,12127,13292,0.53,Advanced,Yes,3,4,Yes,4
18636,2288,9493,0.31,Advanced,Yes,10,2,Yes,9
18637,19917,4045,0.22,Basic,No,5,4,No,10
18638,12431,49104,0.6,Advanced,Yes,2,3,No,3
18639,26639,42205,0.46,Intermediate,Yes,0,5,No,5
18640,23353,4345,0.34,Advanced,Yes,1,5,Yes,8
18641,43788,24657,0.46,Intermediate,Yes,2,3,No,3
18642,8454,28318,0.07,Basic,No,5,3,No,7
18643,914,33178,0.66,Advanced,No,2,1,Yes,3
18644,24413,28346,0.4,Basic,No,5,3,No,7
18645,46589,18271,0.98,Advanced,Yes,7,2,No,2
18646,29005,15707,0.66,Intermediate,No,2,1,No,2
18647,6522,43966,0.72,Basic,Yes,10,5,Yes,5
