certification_id,certification_name,provider,related_skill_id,difficulty_level,average_cost,duration_months,global_recognition_score,renewal_required,validity_years
22417,AWS Solutions Architect,ProviderX,18,Beginner,439,2,0.43,Yes,4
22418,Azure Administrator,ProviderX,575,Advanced,50,4,0.12,No,3
22419,AWS Solutions Architect,ProviderX,537,Beginner,449,7,0.78,No,4
22420,Azure Administrator,ProviderX,409,Beginner,317,3,0.8,No,1
22421,Oracle Java SE,ProviderX,631,Beginner,453,9,0.28,No,5
22422,Oracle Java SE,ProviderX,966,Intermediate,324,4,0.2,No,1
22423,Oracle Java SE,ProviderX,872,Intermediate,310,6,0.33,No,1
22424,Google Cloud Engineer,ProviderX,575,Beginner,335,2,0.22,No,5
22425,Azure Administrator,ProviderX,508,Advanced,155,9,0.47,No,1
22426,Google Cloud Engineer,ProviderX,259,Beginner,149,9,1.0,No,2
22427,AWS Solutions Architect,ProviderX,494,Advanced,80,3,0.49,No,5
22428,TensorFlow Developer,ProviderX,537,Beginner,118,7,0.29,Yes,2
22429,Google Cloud Engineer,ProviderX,271,Beginner,212,5,0.5,No,3
22430,Oracle Java SE,ProviderX,799,Intermediate,50,12,0.09,Yes,3
22431,AWS Solutions Architect,ProviderX,604,Advanced,452,10,0.21,No,5
22432,Google Cloud Engineer,ProviderX,649,Advanced,109,3,0.64,No,2
22433,Google Cloud Engineer,ProviderX,966,Beginner,261,3,0.99,No,3
22434,TensorFlow Developer,ProviderX,483,Beginner,281,12,0.53,No,4
22435,Azure Administrator,ProviderX,902,Intermediate,134,6,0.22,No,5
22436,Oracle Java SE,ProviderX,580,Advanced,247,12,0.2,No,5
22437,Google Cloud Engineer,ProviderX,173,Intermediate,436,10,0.55,No,3
22438,Oracle Java SE,ProviderX,720,Beginner,316,3,0.34,No,1
22439,Oracle Java SE,ProviderX,587,Advanced,392,12,0.71,Yes,2
22440,AWS Solutions Architect,ProviderX,144,Intermediate,50,8,0.48,Yes,5
22441,AWS Solutions Architect,ProviderX,233,Advanced,403,5,0.75,No,5
22442,AWS Solutions Architect,ProviderX,237,Intermediate,106,1,0.91,No,2
22443,Google Cloud Engineer,ProviderX,314,Beginner,375,6,0.91,No,5
22444,Google Cloud Engineer,ProviderX,604,Advanced,299,5,0.47,Yes,1
22445,Azure Administrator,ProviderX,239,Advanced,417,1,0.98,No,2
22446,AWS Solutions Architect,ProviderX,861,Intermediate,321,8,0.36,Yes,5
22447,AWS Solutions Architect,ProviderX,183,Advanced,489,6,0.71,No,4
22448,Oracle Java SE,ProviderX,870,Intermediate,206,8,0.1,Yes,1
22449,Azure Administrator,ProviderX,961,Advanced,428,9,0.37,Yes,2
22450,Oracle Java SE,ProviderX,74,Beginner,279,12,0.33,No,1
22451,Google Cloud Engineer,ProviderX,861,Intermediate,293,11,0.58,No,1
22452,TensorFlow Developer,ProviderX,162,Beginner,382,7,0.28,No,3
22453,TensorFlow Developer,ProviderX,723,Advanced,50,1,0.28,No,4
22454,TensorFlow Developer,ProviderX,545,Beginner,461,3,0.76,Yes,2
22455,AWS Solutions Architect,ProviderX,423,Beginner,418,3,0.92,Yes,5
22456,AWS Solutions Architect,ProviderX,465,Beginner,341,2,0.38,No,3
22457,Oracle Java SE,ProviderX,137,Intermediate,145,5,0.82,No,5
22458,AWS Solutions Architect,ProviderX,28,Advanced,59,4,0.46,No,1
22459,Oracle Java SE,ProviderX,635,Intermediate,251,2,0.35,No,3
22460,TensorFlow Developer,ProviderX,365,Intermediate,371,6,0.75,Yes,2
22461,Azure Administrator,ProviderX,497,Advanced,462,8,0.6,Yes,1
22462,Azure Administrator,ProviderX,116,Advanced,197,5,0.96,No,3
22463,Google Cloud Engineer,ProviderX,623,Beginner,195,9,0.59,No,1
22464,Azure Administrator,ProviderX,651,Intermediate,261,6,0.96,No,5
22465,Oracle Java SE,ProviderX,856,Beginner,70,6,0.88,No,5
22466,AWS Solutions Architect,ProviderX,419,Intermediate,456,3,0.89,No,3
22467,TensorFlow Developer,ProviderX,658,Beginner,272,8,0.22,Yes,3
22468,Google Cloud Engineer,ProviderX,716,Intermediate,402,3,0.13,Yes,3
22469,Azure Administrator,ProviderX,52,Intermediate,233,12,0.65,No,3
22470,Google Cloud Engineer,ProviderX,642,Advanced,476,10,0.13,No,3
22471,AWS Solutions Architect,ProviderX,245,Advanced,187,7,0.27,No,4
22472,Google Cloud Engineer,ProviderX,351,Intermediate,442,11,0.87,Yes,2
22473,Google Cloud Engineer,ProviderX,216,Advanced,390,11,0.87,No,1
22474,Oracle Java SE,ProviderX,516,Advanced,490,12,0.35,Yes,3
22475,Google Cloud Engineer,ProviderX,765,Intermediate,484,9,0.76,Yes,4
22476,Azure Administrator,ProviderX,703,Beginner,224,6,0.39,Yes,4
22477,TensorFlow Developer,ProviderX,198,Advanced,331,11,0.45,No,4
22478,TensorFlow Developer,ProviderX,959,Beginner,229,2,0.56,Yes,5
22479,TensorFlow Developer,ProviderX,816,Advanced,276,2,0.15,Yes,1
22480,Azure Administrator,ProviderX,391,Advanced,460,8,0.12,Yes,3
22481,AWS Solutions Architect,ProviderX,27,Beginner,170,5,0.24,No,3
22482,Azure Administrator,ProviderX,810,Intermediate,244,5,0.06,No,4
22483,TensorFlow Developer,ProviderX,769,Intermediate,315,8,0.49,Yes,3
22484,Oracle Java SE,ProviderX,496,Beginner,103,5,0.94,Yes,3
22485,Azure Administrator,ProviderX,399,Advanced,482,2,0.36,No,5
22486,TensorFlow Developer,ProviderX,36,Intermediate,220,7,0.6,Yes,1
22487,TensorFlow Developer,ProviderX,314,Beginner,145,12,0.55,Yes,2
22488,TensorFlow Developer,ProviderX,787,Advanced,439,3,0.11,Yes,2
22489,AWS Solutions Architect,ProviderX,705,Advanced,407,1,0.55,Yes,1
22490,AWS Solutions Architect,ProviderX,22,Beginner,88,7,0.59,No,3
22491,TensorFlow Developer,ProviderX,682,Beginner,85,4,0.38,Yes,3
22492,AWS Solutions Architect,ProviderX,378,Advanced,257,2,0.97,Yes,4
22493,Google Cloud Engineer,ProviderX,922,Intermediate,303,3,0.4,Yes,5
22494,TensorFlow Developer,ProviderX,715,Intermediate,105,12,0.78,Yes,3
22495,Google Cloud Engineer,ProviderX,600,Intermediate,229,8,0.34,No,5
22496,Azure Administrator,ProviderX,671,Advanced,461,12,0.6,No,5
22497,AWS Solutions Architect,ProviderX,41,Intermediate,299,5,0.46,No,1
22498,Oracle Java SE,ProviderX,701,Intermediate,185,4,0.94,No,2
22499,AWS Solutions Architect,ProviderX,314,Intermediate,93,11,0.8,Yes,3
22500,Oracle Java SE,ProviderX,900,Beginner,277,2,0.54,No,4
22501,TensorFlow Developer,ProviderX,530,Intermediate,273,7,0.36,No,3
22502,Google Cloud Engineer,ProviderX,63,Advanced,307,5,0.81,Yes,2
22503,TensorFlow Developer,ProviderX,122,Advanced,464,12,0.83,Yes,3
22504,Google Cloud Engineer,ProviderX,225,Beginner,171,8,0.05,Yes,3
22505,Google Cloud Engineer,ProviderX,212,Intermediate,305,10,0.81,Yes,5
22506,Azure Administrator,ProviderX,677,Advanced,421,10,0.28,Yes,5
22507,Azure Administrator,ProviderX,648,Intermediate,211,4,0.64,No,1
22508,AWS Solutions Architect,ProviderX,564,Beginner,118,3,0.01,No,5
22509,TensorFlow Developer,ProviderX,335,Intermediate,384,2,0.9,No,4
22510,Google Cloud Engineer,ProviderX,217,Beginner,289,3,0.48,No,4
22511,TensorFlow Developer,ProviderX,747,Advanced,441,7,0.66,Yes,1
22512,Azure Administrator,ProviderX,6,Advanced,98,3,0.41,No,2
22513,Google Cloud Engineer,ProviderX,209,Intermediate,371,3,0.75,No,2
22514,Azure Administrator,ProviderX,501,Intermediate,305,11,0.27,Yes,1
22515,Oracle Java SE,ProviderX,921,Beginner,116,2,0.49,No,4
22516,Google Cloud Engineer,ProviderX,370,Advanced,277,8,0.36,No,3
22517,Google Cloud Engineer,ProviderX,986,Advanced,161,7,0.16,Yes,3
22518,Oracle Java SE,ProviderX,96,Advanced,120,1,0.6,No,5
22519,Oracle Java SE,ProviderX,859,Advanced,101,5,0.02,No,4
22520,Google Cloud Engineer,ProviderX,835,Advanced,413,8,0.83,No,2
22521,Google Cloud Engineer,ProviderX,597,Intermediate,115,7,0.17,Yes,3
22522,Azure Administrator,ProviderX,884,Intermediate,168,9,0.18,No,2
22523,Oracle Java SE,ProviderX,966,Beginner,146,11,0.08,Yes,5
22524,Azure Administrator,ProviderX,380,Intermediate,128,12,0.55,No,5
22525,TensorFlow Developer,ProviderX,681,Beginner,363,9,0.14,Yes,1
22526,Azure Administrator,ProviderX,199,Beginner,356,11,0.91,Yes,4
22527,Google Cloud Engineer,ProviderX,416,Intermediate,379,12,0.56,No,4
22528,Azure Administrator,ProviderX,331,Intermediate,333,6,0.53,Yes,4
22529,Google Cloud Engineer,ProviderX,480,Beginner,230,2,0.45,No,4
22530,Oracle Java SE,ProviderX,392,Intermediate,324,11,0.4,Yes,2
22531,Azure Administrator,ProviderX,236,Intermediate,496,9,0.88,Yes,4
22532,AWS Solutions Architect,ProviderX,539,Beginner,321,6,0.97,Yes,5
22533,TensorFlow Developer,ProviderX,512,Beginner,242,11,0.74,Yes,2
22534,Oracle Java SE,ProviderX,270,Advanced,361,9,0.76,Yes,4
22535,Oracle Java SE,ProviderX,543,Intermediate,351,9,0.27,Yes,2
22536,AWS Solutions Architect,ProviderX,914,Advanced,87,4,0.34,Yes,2
22537,Oracle Java SE,ProviderX,903,Advanced,200,12,0.37,Yes,2
22538,TensorFlow Developer,ProviderX,771,Intermediate,399,3,0.1,No,1
22539,Google Cloud Engineer,ProviderX,176,Advanced,256,6,0.56,Yes,5
22540,Oracle Java SE,ProviderX,709,Intermediate,446,7,0.79,Yes,2
22541,Azure Administrator,ProviderX,709,Beginner,218,7,0.43,Yes,3
22542,Azure Administrator,ProviderX,719,Beginner,330,2,0.56,Yes,1
22543,AWS Solutions Architect,ProviderX,184,Beginner,50,2,0.72,Yes,3
22544,AWS Solutions Architect,ProviderX,56,Intermediate,438,6,0.77,No,2
22545,TensorFlow Developer,ProviderX,318,Advanced,175,3,0.98,No,4
22546,TensorFlow Developer,ProviderX,892,Intermediate,496,10,0.2,No,1
22547,AWS Solutions Architect,ProviderX,246,Beginner,195,7,0.28,Yes,2
22548,Google Cloud Engineer,ProviderX,132,Advanced,151,10,0.98,Yes,2
22549,Google Cloud Engineer,ProviderX,522,Intermediate,493,8,0.91,Yes,2
22550,Google Cloud Engineer,ProviderX,412,Advanced,128,7,0.9,No,2
22551,TensorFlow Developer,ProviderX,912,Intermediate,254,4,0.19,Yes,2
22552,Azure Administrator,ProviderX,618,Advanced,353,9,0.62,Yes,5
22553,Google Cloud Engineer,ProviderX,73,Intermediate,277,7,0.09,Yes,4
22554,AWS Solutions Architect,ProviderX,959,Advanced,346,2,0.02,Yes,3
22555,TensorFlow Developer,ProviderX,807,Beginner,284,6,0.38,Yes,3
22556,Oracle Java SE,ProviderX,736,Intermediate,110,8,0.86,No,5
22557,Google Cloud Engineer,ProviderX,188,Intermediate,273,8,0.2,No,4
22558,Oracle Java SE,ProviderX,846,Intermediate,334,2,0.76,Yes,4
22559,Azure Administrator,ProviderX,705,Beginner,265,4,0.55,Yes,5
22560,Oracle Java SE,ProviderX,282,Intermediate,66,8,0.56,No,4
22561,Oracle Java SE,ProviderX,908,Intermediate,212,7,0.95,Yes,2
22562,TensorFlow Developer,ProviderX,821,Intermediate,343,4,0.47,No,1
22563,TensorFlow Developer,ProviderX,985,Advanced,411,10,0.74,Yes,2
22564,Google Cloud Engineer,ProviderX,748,Intermediate,306,9,0.22,No,4
22565,AWS Solutions Architect,ProviderX,784,Intermediate,434,6,0.03,No,4
22566,Azure Administrator,ProviderX,972,Advanced,234,8,0.39,Yes,4
22567,Azure Administrator,ProviderX,490,Advanced,425,11,0.51,Yes,4
22568,TensorFlow Developer,ProviderX,672,Advanced,128,1,0.57,Yes,3
22569,Google Cloud Engineer,ProviderX,719,Advanced,321,4,0.24,No,3
22570,Oracle Java SE,ProviderX,45,Advanced,415,9,0.98,Yes,4
22571,Azure Administrator,ProviderX,157,Beginner,236,10,0.39,No,4
22572,Oracle Java SE,ProviderX,370,Advanced,157,5,0.38,Yes,4
22573,AWS Solutions Architect,ProviderX,162,Beginner,419,3,0.22,Yes,3
22574,Oracle Java SE,ProviderX,43,Beginner,247,7,0.65,Yes,4
22575,Oracle Java SE,ProviderX,880,Advanced,274,9,0.54,No,3
22576,Google Cloud Engineer,ProviderX,244,Advanced,184,2,0.98,No,5
22577,AWS Solutions Architect,ProviderX,929,Advanced,471,10,0.86,No,1
22578,AWS Solutions Architect,ProviderX,167,Intermediate,64,10,0.01,No,2
22579,TensorFlow Developer,ProviderX,964,Beginner,122,11,0.95,No,5
22580,Google Cloud Engineer,ProviderX,335,Intermediate,151,6,0.04,No,4
22581,Oracle Java SE,ProviderX,440,Beginner,78,5,0.96,No,1
22582,AWS Solutions Architect,ProviderX,369,Intermediate,302,9,0.69,Yes,4
22583,AWS Solutions Architect,ProviderX,722,Beginner,456,10,0.08,Yes,3
22584,TensorFlow Developer,ProviderX,705,Beginner,125,5,0.72,Yes,5
22585,AWS Solutions Architect,ProviderX,538,Advanced,405,1,0.07,Yes,2
22586,Azure Administrator,ProviderX,673,Beginner,215,7,0.63,Yes,4
22587,Oracle Java SE,ProviderX,285,Beginner,377,8,0.45,No,4
22588,Oracle Java SE,ProviderX,273,Advanced,175,10,0.73,Yes,2
22589,AWS Solutions Architect,ProviderX,631,Advanced,214,4,0.3,Yes,2
22590,Oracle Java SE,ProviderX,525,Advanced,195,2,0.65,Yes,1
22591,AWS Solutions Architect,ProviderX,560,Beginner,99,11,0.67,No,1
22592,Azure Administrator,ProviderX,828,Beginner,186,9,0.09,No,1
22593,Google Cloud Engineer,ProviderX,958,Intermediate,431,12,0.82,Yes,2
22594,AWS Solutions Architect,ProviderX,426,Beginner,388,3,0.84,No,5
22595,Google Cloud Engineer,ProviderX,692,Intermediate,157,12,0.76,Yes,4
22596,Azure Administrator,ProviderX,659,Advanced,418,3,0.38,No,3
22597,Google Cloud Engineer,ProviderX,975,Beginner,50,9,0.71,Yes,2
22598,TensorFlow Developer,ProviderX,224,Intermediate,324,6,0.3,No,3
22599,AWS Solutions Architect,ProviderX,618,Beginner,450,3,0.42,No,2
22600,Oracle Java SE,ProviderX,294,Advanced,302,5,0.9,No,1
22601,Azure Administrator,ProviderX,961,Intermediate,386,5,0.75,Yes,5
22602,Google Cloud Engineer,ProviderX,890,Beginner,438,1,0.79,No,3
22603,TensorFlow Developer,ProviderX,852,Beginner,423,6,0.58,Yes,4
22604,TensorFlow Developer,ProviderX,645,Intermediate,291,7,0.4,No,2
22605,Azure Administrator,ProviderX,374,Intermediate,330,4,0.77,Yes,5
22606,TensorFlow Developer,ProviderX,844,Intermediate,162,6,0.44,Yes,2
22607,Azure Administrator,ProviderX,390,Advanced,162,12,0.29,No,1
22608,AWS Solutions Architect,ProviderX,360,Intermediate,94,11,0.64,No,1
22609,Azure Administrator,ProviderX,214,Intermediate,498,6,0.71,No,2
22610,Google Cloud Engineer,ProviderX,298,Advanced,154,12,0.25,No,5
22611,AWS Solutions Architect,ProviderX,287,Beginner,191,8,0.61,No,3
22612,TensorFlow Developer,ProviderX,436,Intermediate,350,6,0.6,Yes,4
22613,Google Cloud Engineer,ProviderX,337,Intermediate,173,12,0.11,Yes,5
22614,AWS Solutions Architect,ProviderX,0,Intermediate,348,7,0.01,No,3
22615,Google Cloud Engineer,ProviderX,652,Intermediate,274,2,0.04,No,2
22616,TensorFlow Developer,ProviderX,708,Intermediate,393,11,0.46,Yes,2
22617,AWS Solutions Architect,ProviderX,803,Intermediate,58,12,0.24,No,1
22618,Google Cloud Engineer,ProviderX,617,Advanced,245,12,0.79,Yes,2
22619,Oracle Java SE,ProviderX,127,Advanced,277,6,0.98,Yes,1
22620,Azure Administrator,ProviderX,188,Beginner,437,8,0.1,No,1
22621,Google Cloud Engineer,ProviderX,395,Advanced,498,8,0.16,Yes,4
22622,Oracle Java SE,ProviderX,517,Advanced,412,8,0.48,No,1
22623,Oracle Java SE,ProviderX,754,Advanced,309,11,0.65,No,1
22624,AWS Solutions Architect,ProviderX,674,Advanced,378,5,0.8,Yes,1
22625,Azure Administrator,ProviderX,721,Advanced,500,8,0.61,No,4
22626,Oracle Java SE,ProviderX,712,Intermediate,365,9,0.59,Yes,4
22627,Google Cloud Engineer,ProviderX,878,Advanced,482,7,0.69,No,3
22628,Azure Administrator,ProviderX,746,Advanced,386,8,0.39,Yes,4
22629,Oracle Java SE,ProviderX,209,Advanced,142,9,0.38,No,4
22630,Google Cloud Engineer,ProviderX,750,Beginner,480,12,0.63,No,3
22631,Google Cloud Engineer,ProviderX,759,Advanced,134,12,0.03,No,3
22632,AWS Solutions Architect,ProviderX,719,Beginner,431,10,0.99,No,3
22633,Google Cloud Engineer,ProviderX,107,Intermediate,372,12,0.44,No,3
22634,TensorFlow Developer,ProviderX,592,Advanced,299,12,0.29,Yes,3
22635,TensorFlow Developer,ProviderX,163,Intermediate,118,10,0.33,Yes,5
22636,Azure Administrator,ProviderX,627,Intermediate,459,4,0.93,No,2
22637,AWS Solutions Architect,ProviderX,716,Advanced,128,6,0.45,No,3
22638,TensorFlow Developer,ProviderX,785,Intermediate,497,5,0.08,Yes,2
22639,Azure Administrator,ProviderX,697,Beginner,195,11,0.63,No,4
22640,Google Cloud Engineer,ProviderX,280,Advanced,192,4,0.42,No,3
22641,Google Cloud Engineer,ProviderX,236,Beginner,245,12,0.58,Yes,1
22642,Oracle Java SE,ProviderX,731,Beginner,158,9,0.35,Yes,4
22643,Google Cloud Engineer,ProviderX,987,Intermediate,463,12,0.31,No,2
22644,Oracle Java SE,ProviderX,688,Intermediate,406,3,0.91,No,1
22645,TensorFlow Developer,ProviderX,767,Intermediate,496,11,0.71,No,1
22646,Google Cloud Engineer,ProviderX,57,Beginner,204,2,0.7,No,2
22647,Oracle Java SE,ProviderX,958,Intermediate,77,1,0.01,Yes,3
22648,AWS Solutions Architect,ProviderX,687,Advanced,199,1,0.39,Yes,2
22649,TensorFlow Developer,ProviderX,428,Intermediate,57,6,0.88,No,5
22650,AWS Solutions Architect,ProviderX,380,Advanced,423,3,0.64,No,5
22651,TensorFlow Developer,ProviderX,222,Intermediate,162,7,0.04,Yes,4
22652,Azure Administrator,ProviderX,643,Intermediate,224,1,0.91,No,3
22653,Google Cloud Engineer,ProviderX,263,Beginner,201,6,0.89,No,2
22654,AWS Solutions Architect,ProviderX,233,Beginner,159,2,0.34,No,2
22655,Oracle Java SE,ProviderX,533,Beginner,163,6,0.22,No,2
22656,TensorFlow Developer,ProviderX,447,Beginner,377,11,0.85,No,3
22657,Oracle Java SE,ProviderX,13,Advanced,133,4,0.4,Yes,3
22658,Oracle Java SE,ProviderX,298,Beginner,267,8,0.69,Yes,4
22659,Azure Administrator,ProviderX,938,Intermediate,263,3,0.24,No,1
22660,AWS Solutions Architect,ProviderX,886,Beginner,469,1,0.23,Yes,5
22661,Oracle Java SE,ProviderX,530,Advanced,279,2,0.75,Yes,2
22662,Google Cloud Engineer,ProviderX,746,Beginner,434,1,0.69,Yes,5
22663,AWS Solutions Architect,ProviderX,852,Advanced,381,5,0.18,No,2
22664,TensorFlow Developer,ProviderX,462,Intermediate,196,6,0.94,No,3
22665,AWS Solutions Architect,ProviderX,250,Beginner,495,12,0.33,Yes,3
22666,TensorFlow Developer,ProviderX,907,Beginner,485,10,0.59,No,3
22667,TensorFlow Developer,ProviderX,920,Advanced,245,1,0.01,Yes,4
22668,TensorFlow Developer,ProviderX,277,Intermediate,70,4,0.42,Yes,4
22669,Oracle Java SE,ProviderX,229,Intermediate,169,7,0.19,Yes,2
22670,TensorFlow Developer,ProviderX,751,Intermediate,124,9,0.7,No,5
22671,TensorFlow Developer,ProviderX,136,Beginner,394,11,0.05,No,4
22672,AWS Solutions Architect,ProviderX,49,Intermediate,204,5,0.84,No,4
22673,Oracle Java SE,ProviderX,292,Intermediate,87,10,0.61,No,2
22674,Azure Administrator,ProviderX,178,Intermediate,442,9,0.43,No,5
22675,Azure Administrator,ProviderX,749,Advanced,268,8,0.8,No,1
22676,AWS Solutions Architect,ProviderX,340,Intermediate,443,4,0.08,Yes,3
22677,TensorFlow Developer,ProviderX,123,Beginner,151,10,0.36,Yes,1
22678,Google Cloud Engineer,ProviderX,35,Intermediate,371,10,0.99,No,5
22679,Azure Administrator,ProviderX,524,Advanced,261,7,0.36,No,2
22680,Oracle Java SE,ProviderX,733,Advanced,313,6,0.46,No,4
22681,AWS Solutions Architect,ProviderX,176,Intermediate,346,4,0.87,Yes,1
22682,TensorFlow Developer,ProviderX,68,Beginner,210,10,0.85,Yes,5
22683,TensorFlow Developer,ProviderX,460,Advanced,253,12,0.25,No,4
22684,Azure Administrator,ProviderX,530,Beginner,258,7,0.77,No,1
22685,AWS Solutions Architect,ProviderX,517,Beginner,466,12,0.11,Yes,2
22686,TensorFlow Developer,ProviderX,106,Beginner,315,8,0.58,Yes,1
22687,Azure Administrator,ProviderX,259,Intermediate,484,3,0.38,Yes,4
22688,Azure Administrator,ProviderX,124,Advanced,276,5,0.31,Yes,4
22689,AWS Solutions Architect,ProviderX,992,Advanced,267,6,0.9,Yes,4
22690,TensorFlow Developer,ProviderX,25,Beginner,161,2,0.84,Yes,1
22691,Google Cloud Engineer,ProviderX,733,Intermediate,248,3,0.16,Yes,5
22692,Google Cloud Engineer,ProviderX,344,Intermediate,192,11,0.99,No,4
22693,TensorFlow Developer,ProviderX,772,Advanced,477,2,0.65,No,5
22694,Google Cloud Engineer,ProviderX,635,Advanced,291,7,0.09,No,5
22695,TensorFlow Developer,ProviderX,777,Advanced,196,8,0.96,Yes,3
22696,Oracle Java SE,ProviderX,492,Intermediate,467,11,0.41,No,4
22697,Azure Administrator,ProviderX,928,Advanced,386,7,0.25,Yes,4
22698,Azure Administrator,ProviderX,220,Intermediate,389,1,0.1,No,2
22699,Oracle Java SE,ProviderX,156,Intermediate,96,9,0.86,No,2
22700,AWS Solutions Architect,ProviderX,733,Beginner,257,4,0.78,Yes,5
22701,Oracle Java SE,ProviderX,225,Advanced,425,7,0.28,Yes,3
22702,Azure Administrator,ProviderX,275,Intermediate,73,7,0.59,No,1
22703,AWS Solutions Architect,ProviderX,810,Advanced,333,11,0.62,Yes,1
22704,Oracle Java SE,ProviderX,23,Beginner,135,1,0.38,No,4
22705,Google Cloud Engineer,ProviderX,583,Intermediate,181,12,0.3,Yes,3
22706,TensorFlow Developer,ProviderX,253,Beginner,269,5,0.74,No,5
22707,TensorFlow Developer,ProviderX,396,Beginner,187,11,0.24,No,4
22708,Google Cloud Engineer,ProviderX,297,Beginner,119,1,0.99,No,3
22709,AWS Solutions Architect,ProviderX,337,Beginner,116,6,0.72,No,1
22710,Oracle Java SE,ProviderX,420,Intermediate,377,4,0.52,Yes,1
22711,Azure Administrator,ProviderX,948,Intermediate,412,7,0.63,No,5
22712,TensorFlow Developer,ProviderX,33,Beginner,439,10,0.64,No,5
22713,Google Cloud Engineer,ProviderX,716,Beginner,60,12,0.29,No,3
22714,Azure Administrator,ProviderX,866,Advanced,280,1,0.3,Yes,4
22715,AWS Solutions Architect,ProviderX,862,Beginner,489,1,0.96,Yes,5
22716,Google Cloud Engineer,ProviderX,844,Advanced,88,8,0.79,Yes,2
22717,Oracle Java SE,ProviderX,32,Intermediate,217,8,0.87,Yes,2
22718,Oracle Java SE,ProviderX,198,Beginner,104,12,0.3,Yes,4
22719,AWS Solutions Architect,ProviderX,780,Beginner,405,7,0.05,Yes,3
22720,TensorFlow Developer,ProviderX,684,Intermediate,260,11,0.95,No,2
22721,Google Cloud Engineer,ProviderX,930,Advanced,248,5,0.27,No,4
22722,AWS Solutions Architect,ProviderX,875,Intermediate,123,9,0.33,No,3
22723,Azure Administrator,ProviderX,30,Beginner,103,7,0.54,Yes,1
22724,TensorFlow Developer,ProviderX,896,Advanced,191,8,0.04,Yes,2
22725,Google Cloud Engineer,ProviderX,768,Advanced,386,10,0.94,No,5
22726,Oracle Java SE,ProviderX,612,Intermediate,115,2,0.52,Yes,1
22727,Google Cloud Engineer,ProviderX,655,Advanced,441,10,0.06,Yes,1
22728,AWS Solutions Architect,ProviderX,1,Advanced,149,4,0.5,No,4
22729,Google Cloud Engineer,ProviderX,874,Beginner,467,12,0.23,Yes,2
22730,AWS Solutions Architect,ProviderX,275,Advanced,228,10,0.44,No,3
22731,TensorFlow Developer,ProviderX,14,Beginner,322,9,0.22,No,3
22732,TensorFlow Developer,ProviderX,288,Advanced,403,9,0.7,No,4
22733,Oracle Java SE,ProviderX,944,Beginner,56,12,0.29,No,4
22734,TensorFlow Developer,ProviderX,550,Advanced,351,3,0.42,Yes,5
22735,AWS Solutions Architect,ProviderX,131,Intermediate,495,5,0.12,No,4
22736,Oracle Java SE,ProviderX,592,Intermediate,457,9,0.52,No,2
22737,Google Cloud Engineer,ProviderX,923,Beginner,51,5,0.36,No,3
22738,Azure Administrator,ProviderX,309,Beginner,393,6,0.53,Yes,5
22739,TensorFlow Developer,ProviderX,340,Advanced,60,4,0.4,Yes,4
22740,AWS Solutions Architect,ProviderX,661,Beginner,454,8,0.81,Yes,4
22741,Google Cloud Engineer,ProviderX,676,Intermediate,213,6,0.01,Yes,2
22742,Google Cloud Engineer,ProviderX,717,Advanced,387,5,0.47,Yes,5
22743,Google Cloud Engineer,ProviderX,190,Advanced,248,7,0.43,Yes,4
22744,TensorFlow Developer,ProviderX,539,Intermediate,156,4,0.63,No,2
22745,TensorFlow Developer,ProviderX,521,Intermediate,448,4,0.75,No,2
22746,AWS Solutions Architect,ProviderX,848,Beginner,215,4,0.22,Yes,2
22747,Google Cloud Engineer,ProviderX,892,Intermediate,188,4,0.25,Yes,4
22748,Google Cloud Engineer,ProviderX,703,Intermediate,293,10,0.81,Yes,2
22749,AWS Solutions Architect,ProviderX,373,Intermediate,298,2,0.94,Yes,4
22750,TensorFlow Developer,ProviderX,955,Beginner,420,9,0.08,No,2
22751,Google Cloud Engineer,ProviderX,490,Advanced,471,7,0.75,Yes,5
22752,Oracle Java SE,ProviderX,533,Advanced,159,6,0.77,Yes,5
22753,Oracle Java SE,ProviderX,671,Advanced,183,6,0.52,Yes,1
22754,TensorFlow Developer,ProviderX,82,Advanced,373,12,0.38,Yes,3
22755,Azure Administrator,ProviderX,134,Advanced,473,1,0.46,No,3
22756,AWS Solutions Architect,ProviderX,986,Beginner,292,7,0.62,No,2
22757,TensorFlow Developer,ProviderX,856,Beginner,200,11,0.62,No,2
22758,Google Cloud Engineer,ProviderX,289,Intermediate,473,10,0.61,Yes,1
22759,TensorFlow Developer,ProviderX,885,Beginner,317,2,0.71,Yes,1
22760,AWS Solutions Architect,ProviderX,194,Advanced,455,6,0.35,Yes,4
22761,AWS Solutions Architect,ProviderX,654,Advanced,225,8,0.24,No,1
22762,Azure Administrator,ProviderX,532,Advanced,499,9,0.57,Yes,5
22763,AWS Solutions Architect,ProviderX,403,Intermediate,156,3,0.81,Yes,4
22764,Oracle Java SE,ProviderX,703,Beginner,153,4,1.0,Yes,5
22765,AWS Solutions Architect,ProviderX,196,Beginner,191,3,0.93,Yes,3
22766,TensorFlow Developer,ProviderX,388,Beginner,53,9,0.78,No,2
22767,Azure Administrator,ProviderX,138,Beginner,347,7,0.4,No,4
22768,Azure Administrator,ProviderX,161,Intermediate,309,11,0.11,Yes,5
22769,Google Cloud Engineer,ProviderX,973,Intermediate,233,5,0.65,Yes,3
22770,Oracle Java SE,ProviderX,424,Intermediate,185,5,0.99,Yes,4
22771,Oracle Java SE,ProviderX,86,Intermediate,438,4,0.64,Yes,1
