indicator_id,phrase_pattern,soft_skill_type,weight,polarity,confidence_score
26062,handled pressure,Leadership,0.99,negative,0.92
26063,managed deadlines,Communication,0.58,negative,0.9
26064,collaborated with team,Adaptability,0.95,negative,0.65
26065,handled pressure,Leadership,0.72,positive,0.71
26066,communicated effectively,Leadership,0.17,positive,0.83
26067,resolved conflicts,Problem Solving,0.5,positive,0.64
26068,handled pressure,Teamwork,0.12,positive,0.86
26069,handled pressure,Adaptability,0.46,positive,0.61
26070,communicated effectively,Problem Solving,0.21,positive,0.83
26071,collaborated with team,Teamwork,0.84,positive,0.81
26072,resolved conflicts,Leadership,0.13,positive,0.97
26073,managed deadlines,Teamwork,0.85,positive,0.99
26074,resolved conflicts,Adaptability,0.15,negative,0.74
26075,communicated effectively,Adaptability,0.04,positive,0.73
26076,handled pressure,Communication,0.13,positive,0.62
26077,managed deadlines,Adaptability,0.27,positive,0.87
26078,handled pressure,Problem Solving,0.42,positive,0.88
26079,managed deadlines,Leadership,0.04,positive,0.88
26080,managed deadlines,Teamwork,0.09,positive,0.88
26081,managed deadlines,Leadership,0.41,negative,0.8
26082,handled pressure,Adaptability,0.42,positive,0.97
26083,handled pressure,Teamwork,0.45,positive,0.89
26084,managed deadlines,Adaptability,0.08,negative,0.75
26085,resolved conflicts,Communication,0.14,positive,0.84
26086,collaborated with team,Adaptability,0.53,negative,0.95
26087,collaborated with team,Problem Solving,0.31,positive,0.93
26088,managed deadlines,Adaptability,0.49,positive,0.73
26089,managed deadlines,Problem Solving,0.91,negative,0.87
26090,collaborated with team,Problem Solving,0.1,positive,0.78
26091,communicated effectively,Teamwork,0.86,positive,0.95
26092,handled pressure,Communication,0.74,positive,0.64
26093,communicated effectively,Teamwork,0.74,positive,0.84
26094,managed deadlines,Communication,0.75,positive,0.9
26095,resolved conflicts,Leadership,0.65,negative,0.91
26096,managed deadlines,Communication,0.33,positive,0.72
26097,handled pressure,Leadership,0.46,positive,0.64
26098,collaborated with team,Leadership,0.84,negative,0.67
26099,managed deadlines,Problem Solving,0.87,positive,0.77
26100,collaborated with team,Problem Solving,0.64,negative,0.77
26101,handled pressure,Communication,0.31,negative,0.74
26102,collaborated with team,Leadership,0.56,negative,0.73
26103,handled pressure,Problem Solving,0.31,negative,0.82
26104,collaborated with team,Communication,0.15,positive,0.93
26105,handled pressure,Teamwork,0.04,positive,0.64
26106,collaborated with team,Leadership,0.49,positive,0.97
26107,communicated effectively,Adaptability,0.75,positive,0.87
26108,collaborated with team,Problem Solving,0.29,negative,0.82
26109,communicated effectively,Teamwork,0.31,negative,0.65
26110,resolved conflicts,Leadership,0.75,negative,0.73
26111,collaborated with team,Problem Solving,0.15,positive,0.95
26112,managed deadlines,Problem Solving,0.54,positive,0.66
26113,collaborated with team,Leadership,0.69,positive,0.87
26114,resolved conflicts,Teamwork,0.29,negative,0.63
26115,managed deadlines,Teamwork,0.22,negative,0.88
26116,handled pressure,Problem Solving,0.36,positive,0.85
26117,collaborated with team,Teamwork,0.48,negative,0.72
26118,communicated effectively,Problem Solving,0.63,positive,0.62
26119,communicated effectively,Adaptability,0.98,negative,0.95
26120,collaborated with team,Adaptability,0.53,negative,0.81
26121,collaborated with team,Communication,0.94,negative,0.91
26122,collaborated with team,Problem Solving,0.46,negative,0.86
26123,communicated effectively,Teamwork,0.39,negative,0.82
26124,handled pressure,Leadership,0.8,negative,0.81
26125,communicated effectively,Adaptability,0.48,negative,0.84
26126,communicated effectively,Communication,0.05,positive,0.96
26127,managed deadlines,Teamwork,0.57,positive,0.88
26128,resolved conflicts,Teamwork,0.28,negative,0.66
26129,communicated effectively,Problem Solving,0.75,positive,0.73
26130,collaborated with team,Leadership,0.12,negative,0.75
26131,communicated effectively,Adaptability,1.0,positive,0.68
26132,resolved conflicts,Problem Solving,0.18,negative,0.87
26133,handled pressure,Teamwork,0.1,positive,0.83
26134,resolved conflicts,Communication,0.24,negative,0.89
26135,communicated effectively,Problem Solving,0.95,positive,0.62
26136,resolved conflicts,Communication,0.7,negative,0.91
26137,managed deadlines,Problem Solving,0.02,positive,0.9
26138,collaborated with team,Problem Solving,0.28,negative,0.98
26139,communicated effectively,Adaptability,0.99,negative,0.73
26140,collaborated with team,Communication,0.88,negative,0.69
26141,managed deadlines,Problem Solving,0.4,positive,0.67
26142,collaborated with team,Teamwork,0.3,positive,0.94
26143,collaborated with team,Communication,0.77,positive,0.68
26144,communicated effectively,Leadership,0.15,positive,0.98
26145,communicated effectively,Communication,0.4,negative,0.62
26146,managed deadlines,Communication,0.11,negative,0.91
26147,handled pressure,Problem Solving,0.21,negative,0.71
26148,collaborated with team,Teamwork,0.59,positive,0.82
26149,managed deadlines,Problem Solving,0.53,positive,0.85
26150,communicated effectively,Teamwork,0.14,positive,0.99
26151,resolved conflicts,Leadership,0.6,negative,0.79
26152,communicated effectively,Teamwork,0.48,positive,0.98
26153,handled pressure,Communication,0.35,negative,0.83
26154,communicated effectively,Problem Solving,0.33,positive,0.62
26155,collaborated with team,Teamwork,0.18,negative,0.81
26156,managed deadlines,Adaptability,0.43,positive,0.8
26157,handled pressure,Teamwork,0.86,negative,0.73
26158,communicated effectively,Adaptability,0.41,positive,0.99
26159,collaborated with team,Problem Solving,0.42,positive,0.9
26160,communicated effectively,Teamwork,0.35,positive,0.67
26161,resolved conflicts,Problem Solving,0.46,positive,0.91
26162,communicated effectively,Leadership,0.09,positive,0.81
26163,communicated effectively,Problem Solving,0.35,negative,0.76
26164,collaborated with team,Teamwork,0.17,negative,0.7
26165,collaborated with team,Leadership,0.66,negative,0.93
26166,managed deadlines,Communication,0.15,negative,0.8
26167,handled pressure,Communication,0.38,negative,0.73
26168,communicated effectively,Adaptability,0.07,negative,0.96
26169,handled pressure,Communication,0.27,negative,0.86
26170,collaborated with team,Leadership,0.77,negative,0.82
26171,handled pressure,Teamwork,0.68,positive,0.92
26172,handled pressure,Adaptability,0.99,positive,0.79
26173,communicated effectively,Problem Solving,0.15,negative,0.93
26174,resolved conflicts,Teamwork,0.1,positive,0.74
26175,communicated effectively,Adaptability,0.66,negative,0.65
26176,collaborated with team,Leadership,0.75,negative,0.61
26177,communicated effectively,Leadership,0.2,positive,0.87
26178,resolved conflicts,Communication,0.3,negative,0.97
26179,collaborated with team,Leadership,0.93,positive,0.77
26180,managed deadlines,Adaptability,0.09,positive,0.8
26181,managed deadlines,Teamwork,0.4,positive,0.94
26182,resolved conflicts,Adaptability,0.35,negative,0.77
26183,handled pressure,Communication,0.19,negative,0.75
26184,resolved conflicts,Leadership,0.6,positive,0.88
26185,managed deadlines,Teamwork,0.68,positive,0.81
26186,collaborated with team,Problem Solving,0.56,negative,0.81
26187,communicated effectively,Leadership,0.6,positive,0.72
26188,communicated effectively,Leadership,0.86,positive,0.64
26189,communicated effectively,Problem Solving,0.51,positive,0.92
26190,handled pressure,Communication,0.71,positive,0.63
26191,resolved conflicts,Adaptability,0.72,positive,0.9
26192,collaborated with team,Communication,0.27,positive,0.68
26193,collaborated with team,Adaptability,0.84,positive,0.83
26194,handled pressure,Problem Solving,0.27,negative,0.78
26195,communicated effectively,Teamwork,0.49,negative,0.98
26196,communicated effectively,Leadership,0.1,negative,0.9
26197,resolved conflicts,Teamwork,0.34,positive,0.77
26198,collaborated with team,Teamwork,0.16,negative,0.68
26199,resolved conflicts,Problem Solving,0.19,negative,0.85
26200,resolved conflicts,Communication,0.99,negative,0.73
26201,communicated effectively,Problem Solving,0.6,positive,0.75
26202,communicated effectively,Teamwork,0.83,positive,0.77
26203,managed deadlines,Teamwork,0.61,negative,0.82
26204,resolved conflicts,Problem Solving,0.68,positive,0.7
26205,communicated effectively,Teamwork,0.94,positive,0.8
26206,communicated effectively,Communication,0.93,positive,0.91
26207,handled pressure,Leadership,0.22,positive,0.67
26208,resolved conflicts,Communication,0.26,positive,0.92
26209,collaborated with team,Leadership,0.6,positive,0.94
26210,communicated effectively,Teamwork,0.97,negative,0.83
26211,resolved conflicts,Leadership,0.03,negative,0.79
26212,managed deadlines,Leadership,0.61,negative,0.88
26213,collaborated with team,Teamwork,0.32,negative,0.69
26214,handled pressure,Teamwork,0.92,positive,0.95
26215,handled pressure,Adaptability,0.42,negative,0.96
26216,collaborated with team,Adaptability,0.06,negative,0.6
26217,handled pressure,Adaptability,0.21,positive,0.77
26218,communicated effectively,Adaptability,0.69,negative,0.89
26219,handled pressure,Problem Solving,0.09,positive,0.81
26220,communicated effectively,Teamwork,0.65,negative,0.63
26221,resolved conflicts,Leadership,0.64,positive,0.62
26222,managed deadlines,Communication,0.13,negative,0.99
26223,managed deadlines,Communication,0.89,negative,0.96
26224,collaborated with team,Teamwork,0.66,negative,0.9
26225,communicated effectively,Problem Solving,0.15,positive,0.65
26226,collaborated with team,Communication,0.32,positive,0.89
26227,communicated effectively,Communication,0.1,positive,0.75
26228,communicated effectively,Teamwork,0.31,positive,0.81
26229,resolved conflicts,Problem Solving,0.67,negative,0.87
26230,resolved conflicts,Adaptability,0.79,positive,0.73
26231,collaborated with team,Problem Solving,0.81,positive,0.79
26232,managed deadlines,Communication,0.56,negative,0.95
26233,communicated effectively,Adaptability,0.49,positive,0.64
26234,handled pressure,Communication,0.67,positive,0.7
26235,collaborated with team,Leadership,0.83,negative,0.96
26236,communicated effectively,Adaptability,0.36,positive,0.61
26237,communicated effectively,Communication,0.5,negative,0.76
26238,collaborated with team,Teamwork,0.47,positive,0.81
26239,handled pressure,Adaptability,0.75,positive,0.94
26240,handled pressure,Communication,0.62,negative,0.72
26241,managed deadlines,Adaptability,0.15,positive,0.8
26242,resolved conflicts,Adaptability,0.17,negative,0.94
26243,managed deadlines,Communication,0.83,positive,0.73
26244,collaborated with team,Communication,0.26,negative,0.84
26245,collaborated with team,Communication,0.28,negative,0.69
26246,managed deadlines,Adaptability,0.47,negative,0.83
26247,collaborated with team,Teamwork,0.4,negative,0.6
26248,managed deadlines,Adaptability,0.74,positive,0.87
26249,handled pressure,Leadership,0.23,negative,0.68
26250,managed deadlines,Communication,0.45,positive,0.82
26251,collaborated with team,Communication,0.65,positive,0.66
26252,resolved conflicts,Teamwork,0.54,negative,0.91
26253,managed deadlines,Adaptability,0.96,positive,0.67
26254,handled pressure,Communication,0.87,positive,0.9
26255,collaborated with team,Problem Solving,0.01,positive,0.64
26256,handled pressure,Problem Solving,0.16,negative,0.9
26257,communicated effectively,Leadership,0.87,positive,0.74
26258,communicated effectively,Leadership,0.86,negative,0.97
26259,managed deadlines,Teamwork,0.24,negative,0.66
26260,handled pressure,Adaptability,0.6,negative,0.97
26261,communicated effectively,Problem Solving,0.49,negative,0.87
26262,handled pressure,Problem Solving,0.93,negative,0.85
26263,managed deadlines,Teamwork,0.7,positive,0.91
26264,communicated effectively,Adaptability,0.7,positive,0.65
26265,handled pressure,Adaptability,0.62,negative,0.93
26266,communicated effectively,Teamwork,0.01,positive,0.83
26267,resolved conflicts,Problem Solving,0.32,negative,0.77
26268,handled pressure,Adaptability,0.56,positive,0.77
26269,communicated effectively,Problem Solving,0.35,positive,0.78
26270,handled pressure,Problem Solving,0.84,positive,0.92
26271,managed deadlines,Communication,0.69,negative,0.91
26272,collaborated with team,Teamwork,0.52,negative,0.87
26273,resolved conflicts,Communication,0.51,negative,0.91
26274,collaborated with team,Communication,0.34,negative,0.93
26275,resolved conflicts,Teamwork,0.09,positive,0.9
26276,managed deadlines,Problem Solving,0.16,positive,0.77
26277,collaborated with team,Communication,0.27,positive,0.72
26278,communicated effectively,Problem Solving,0.62,negative,0.79
26279,resolved conflicts,Communication,0.05,negative,0.93
26280,handled pressure,Communication,0.2,positive,0.87
26281,handled pressure,Adaptability,0.27,negative,0.89
26282,managed deadlines,Problem Solving,0.75,positive,0.83
26283,managed deadlines,Adaptability,0.03,negative,0.64
26284,collaborated with team,Communication,0.06,negative,0.65
26285,resolved conflicts,Adaptability,0.48,negative,0.69
26286,handled pressure,Teamwork,0.15,negative,0.68
26287,resolved conflicts,Teamwork,0.39,positive,0.81
26288,handled pressure,Problem Solving,0.34,negative,0.63
26289,resolved conflicts,Leadership,0.19,positive,0.67
26290,collaborated with team,Communication,0.63,negative,0.83
26291,communicated effectively,Teamwork,0.94,negative,0.95
26292,resolved conflicts,Leadership,0.0,positive,0.75
26293,managed deadlines,Leadership,0.89,negative,0.75
26294,managed deadlines,Communication,0.9,negative,0.67
26295,collaborated with team,Adaptability,0.16,negative,0.92
26296,communicated effectively,Teamwork,0.87,negative,0.86
26297,managed deadlines,Teamwork,0.16,negative,0.92
26298,resolved conflicts,Communication,0.94,negative,0.69
26299,handled pressure,Adaptability,0.78,positive,0.75
26300,handled pressure,Problem Solving,0.68,negative,0.72
26301,handled pressure,Adaptability,0.16,negative,0.86
26302,handled pressure,Teamwork,0.77,negative,0.89
26303,collaborated with team,Communication,0.88,positive,0.88
26304,resolved conflicts,Teamwork,0.07,positive,0.65
26305,collaborated with team,Teamwork,0.37,negative,0.61
26306,handled pressure,Adaptability,0.48,negative,0.99
26307,resolved conflicts,Communication,0.18,positive,0.88
26308,managed deadlines,Leadership,0.52,negative,0.86
26309,resolved conflicts,Problem Solving,0.21,positive,0.88
26310,managed deadlines,Teamwork,0.01,negative,0.77
26311,collaborated with team,Adaptability,0.7,negative,0.78
26312,handled pressure,Teamwork,0.95,positive,0.72
26313,collaborated with team,Adaptability,0.25,negative,0.98
26314,communicated effectively,Communication,0.82,negative,0.9
26315,collaborated with team,Communication,0.98,positive,0.68
26316,collaborated with team,Teamwork,0.82,positive,0.75
26317,communicated effectively,Leadership,0.03,positive,0.75
26318,collaborated with team,Adaptability,0.22,negative,0.7
26319,communicated effectively,Leadership,0.64,positive,0.91
26320,resolved conflicts,Problem Solving,0.76,negative,0.86
26321,handled pressure,Leadership,0.96,positive,0.62
26322,managed deadlines,Communication,0.83,positive,0.88
26323,handled pressure,Problem Solving,0.61,positive,0.61
26324,collaborated with team,Adaptability,0.75,positive,0.92
26325,resolved conflicts,Communication,0.03,positive,0.98
26326,collaborated with team,Teamwork,0.54,negative,0.76
26327,communicated effectively,Problem Solving,0.3,negative,0.87
26328,handled pressure,Teamwork,0.74,negative,0.96
26329,resolved conflicts,Leadership,0.06,negative,0.74
26330,communicated effectively,Teamwork,0.88,positive,0.85
26331,collaborated with team,Teamwork,0.81,negative,0.94
26332,collaborated with team,Leadership,0.82,positive,0.67
26333,communicated effectively,Leadership,0.07,negative,0.79
26334,managed deadlines,Adaptability,0.43,negative,0.65
26335,communicated effectively,Teamwork,0.4,negative,0.6
26336,managed deadlines,Leadership,0.57,negative,0.96
26337,communicated effectively,Leadership,0.29,positive,0.66
26338,resolved conflicts,Communication,0.87,positive,0.72
26339,collaborated with team,Leadership,0.87,negative,0.68
26340,communicated effectively,Adaptability,0.11,positive,0.78
26341,resolved conflicts,Leadership,0.28,negative,0.75
26342,managed deadlines,Communication,0.9,negative,0.93
26343,managed deadlines,Communication,0.09,positive,0.65
26344,communicated effectively,Communication,0.87,positive,0.84
26345,resolved conflicts,Teamwork,0.57,positive,0.96
26346,collaborated with team,Problem Solving,0.89,negative,0.79
26347,resolved conflicts,Leadership,0.25,negative,0.81
26348,communicated effectively,Teamwork,0.56,positive,0.84
26349,communicated effectively,Problem Solving,0.9,positive,0.9
26350,communicated effectively,Problem Solving,0.28,negative,0.77
26351,communicated effectively,Leadership,0.78,positive,0.86
26352,collaborated with team,Problem Solving,0.23,positive,0.61
26353,communicated effectively,Adaptability,0.93,positive,0.8
26354,collaborated with team,Adaptability,0.58,positive,0.73
26355,collaborated with team,Leadership,0.79,negative,0.64
26356,managed deadlines,Teamwork,0.22,negative,0.83
26357,managed deadlines,Leadership,0.08,negative,0.93
26358,managed deadlines,Teamwork,0.44,positive,0.67
26359,collaborated with team,Leadership,0.75,positive,0.67
26360,collaborated with team,Problem Solving,0.1,positive,0.98
26361,resolved conflicts,Problem Solving,0.81,negative,0.93
26362,managed deadlines,Problem Solving,0.41,negative,0.77
26363,collaborated with team,Teamwork,0.25,positive,0.7
26364,handled pressure,Leadership,0.4,negative,0.93
26365,handled pressure,Problem Solving,0.68,positive,0.64
26366,collaborated with team,Leadership,0.82,positive,0.65
26367,collaborated with team,Leadership,0.23,negative,0.93
26368,collaborated with team,Adaptability,0.94,positive,0.91
26369,communicated effectively,Leadership,0.89,positive,0.68
26370,managed deadlines,Adaptability,0.35,positive,0.64
26371,collaborated with team,Teamwork,0.52,positive,0.86
26372,handled pressure,Communication,0.42,positive,0.79
26373,communicated effectively,Problem Solving,0.32,negative,0.82
26374,managed deadlines,Adaptability,0.69,positive,0.63
26375,collaborated with team,Teamwork,0.5,negative,0.63
26376,resolved conflicts,Communication,0.44,positive,0.65
26377,managed deadlines,Leadership,0.17,positive,0.76
26378,collaborated with team,Leadership,0.35,negative,0.88
26379,communicated effectively,Adaptability,0.37,negative,0.92
26380,managed deadlines,Adaptability,0.94,negative,0.73
26381,collaborated with team,Adaptability,0.05,positive,0.98
26382,collaborated with team,Problem Solving,0.03,negative,0.67
26383,handled pressure,Leadership,0.49,positive,0.97
26384,communicated effectively,Adaptability,0.49,positive,0.67
26385,collaborated with team,Teamwork,0.72,positive,0.77
26386,handled pressure,Communication,0.13,negative,0.68
26387,collaborated with team,Teamwork,0.91,negative,0.81
26388,managed deadlines,Adaptability,0.34,negative,0.71
26389,collaborated with team,Adaptability,0.91,positive,0.92
26390,resolved conflicts,Problem Solving,0.14,positive,0.87
26391,managed deadlines,Problem Solving,0.17,negative,0.85
26392,collaborated with team,Communication,0.16,positive,0.82
26393,managed deadlines,Problem Solving,0.91,negative,0.89
26394,resolved conflicts,Leadership,0.58,positive,0.61
26395,collaborated with team,Leadership,0.57,positive,0.99
26396,resolved conflicts,Problem Solving,0.55,negative,0.69
26397,resolved conflicts,Teamwork,0.09,negative,0.79
26398,resolved conflicts,Communication,0.39,negative,0.96
26399,handled pressure,Adaptability,0.32,positive,0.86
26400,managed deadlines,Communication,0.66,negative,0.64
26401,resolved conflicts,Problem Solving,0.37,positive,0.96
26402,managed deadlines,Leadership,0.91,positive,0.87
26403,managed deadlines,Communication,0.36,negative,0.88
26404,handled pressure,Leadership,0.58,positive,0.92
26405,handled pressure,Adaptability,0.54,positive,0.94
26406,collaborated with team,Leadership,0.35,positive,0.92
26407,collaborated with team,Problem Solving,0.58,negative,0.85
26408,collaborated with team,Communication,0.93,positive,0.61
26409,resolved conflicts,Problem Solving,0.2,negative,0.98
26410,resolved conflicts,Adaptability,0.46,positive,0.71
26411,resolved conflicts,Communication,0.23,positive,0.68
26412,managed deadlines,Adaptability,0.98,positive,0.9
26413,managed deadlines,Communication,0.42,negative,0.89
26414,managed deadlines,Communication,0.32,negative,0.69
26415,resolved conflicts,Communication,0.51,positive,0.7
26416,handled pressure,Problem Solving,0.64,negative,0.92
26417,managed deadlines,Teamwork,0.69,negative,0.92
26418,managed deadlines,Leadership,0.81,negative,0.73
26419,communicated effectively,Communication,0.26,positive,0.76
26420,managed deadlines,Adaptability,0.33,negative,0.64
26421,collaborated with team,Problem Solving,0.42,negative,0.98
26422,collaborated with team,Communication,0.61,positive,0.85
26423,resolved conflicts,Adaptability,0.53,negative,0.62
26424,handled pressure,Adaptability,0.21,negative,0.8
26425,resolved conflicts,Adaptability,0.14,negative,0.88
26426,handled pressure,Adaptability,0.84,positive,0.86
26427,handled pressure,Teamwork,0.59,positive,0.69
26428,communicated effectively,Communication,0.59,positive,0.64
26429,resolved conflicts,Teamwork,0.11,negative,0.75
26430,managed deadlines,Communication,0.59,positive,0.89
26431,communicated effectively,Problem Solving,0.01,negative,0.88
26432,resolved conflicts,Problem Solving,0.98,negative,0.69
26433,collaborated with team,Communication,0.13,negative,0.7
26434,resolved conflicts,Communication,0.24,positive,0.95
26435,handled pressure,Teamwork,0.54,negative,0.85
26436,collaborated with team,Communication,0.55,negative,0.95
26437,handled pressure,Leadership,0.82,positive,0.76
26438,collaborated with team,Leadership,0.99,negative,0.86
26439,collaborated with team,Adaptability,0.06,negative,0.89
26440,communicated effectively,Communication,0.63,negative,0.9
26441,handled pressure,Problem Solving,0.03,positive,0.75
26442,resolved conflicts,Problem Solving,0.99,positive,0.85
26443,collaborated with team,Leadership,0.08,negative,0.95
26444,handled pressure,Problem Solving,0.69,positive,0.68
26445,handled pressure,Teamwork,0.74,negative,0.87
26446,handled pressure,Communication,0.91,positive,0.79
26447,communicated effectively,Adaptability,0.29,negative,0.83
26448,managed deadlines,Teamwork,0.07,negative,0.95
26449,collaborated with team,Adaptability,0.5,positive,0.93
26450,collaborated with team,Leadership,0.09,negative,0.68
26451,collaborated with team,Problem Solving,0.29,positive,0.93
26452,collaborated with team,Adaptability,0.14,positive,0.69
26453,collaborated with team,Problem Solving,0.52,positive,0.95
26454,resolved conflicts,Communication,0.9,negative,0.92
26455,managed deadlines,Problem Solving,0.92,positive,0.68
26456,collaborated with team,Leadership,0.66,positive,0.81
26457,managed deadlines,Leadership,0.13,negative,0.94
26458,resolved conflicts,Leadership,0.04,negative,0.85
26459,collaborated with team,Teamwork,0.69,negative,0.97
26460,resolved conflicts,Communication,0.06,positive,0.81
26461,handled pressure,Problem Solving,0.79,negative,0.86
26462,communicated effectively,Adaptability,0.3,positive,0.71
26463,handled pressure,Problem Solving,0.68,negative,0.93
26464,handled pressure,Teamwork,0.41,positive,0.9
26465,resolved conflicts,Problem Solving,0.94,positive,0.87
26466,handled pressure,Adaptability,0.44,negative,0.68
26467,communicated effectively,Teamwork,0.69,negative,0.74
26468,managed deadlines,Communication,0.7,positive,0.69
26469,managed deadlines,Communication,0.37,positive,0.75
26470,managed deadlines,Communication,0.24,positive,0.86
26471,managed deadlines,Adaptability,0.85,positive,0.96
26472,communicated effectively,Problem Solving,0.97,positive,0.89
26473,handled pressure,Adaptability,0.23,positive,0.62
26474,collaborated with team,Leadership,0.22,positive,0.97
26475,collaborated with team,Adaptability,0.09,positive,0.9
26476,resolved conflicts,Teamwork,0.12,negative,0.64
26477,resolved conflicts,Problem Solving,0.28,negative,0.91
26478,communicated effectively,Problem Solving,0.21,positive,0.94
26479,resolved conflicts,Teamwork,0.68,negative,0.82
26480,collaborated with team,Problem Solving,0.36,negative,0.98
26481,resolved conflicts,Adaptability,0.92,negative,0.7
26482,communicated effectively,Teamwork,0.87,positive,0.66
26483,resolved conflicts,Communication,0.83,positive,0.87
26484,collaborated with team,Teamwork,0.61,negative,0.9
26485,managed deadlines,Communication,0.14,negative,0.66
26486,communicated effectively,Adaptability,0.41,negative,0.78
26487,communicated effectively,Adaptability,0.52,positive,0.89
26488,resolved conflicts,Teamwork,0.51,negative,0.89
26489,resolved conflicts,Adaptability,0.06,negative,0.84
26490,managed deadlines,Teamwork,0.23,negative,0.72
26491,communicated effectively,Communication,0.09,positive,0.73
26492,communicated effectively,Adaptability,0.4,negative,0.88
26493,resolved conflicts,Leadership,0.96,positive,0.94
26494,handled pressure,Teamwork,0.31,negative,0.69
26495,communicated effectively,Problem Solving,0.65,negative,0.64
26496,resolved conflicts,Problem Solving,0.47,negative,0.99
26497,resolved conflicts,Leadership,0.61,positive,0.68
26498,handled pressure,Leadership,0.31,negative,0.87
26499,managed deadlines,Adaptability,0.49,positive,0.63
26500,handled pressure,Problem Solving,0.44,positive,0.87
26501,resolved conflicts,Communication,0.46,negative,0.88
26502,collaborated with team,Leadership,0.7,negative,0.63
26503,communicated effectively,Problem Solving,0.8,negative,0.81
26504,collaborated with team,Leadership,0.06,negative,0.79
26505,collaborated with team,Communication,0.52,positive,0.91
26506,managed deadlines,Leadership,0.58,positive,0.83
26507,resolved conflicts,Teamwork,0.84,positive,0.89
26508,communicated effectively,Adaptability,0.39,negative,0.74
26509,handled pressure,Problem Solving,0.71,positive,0.81
26510,managed deadlines,Leadership,0.78,negative,0.66
26511,managed deadlines,Leadership,0.27,negative,0.88
26512,collaborated with team,Communication,0.63,negative,0.71
26513,collaborated with team,Teamwork,0.61,negative,0.7
26514,collaborated with team,Problem Solving,0.16,negative,0.82
26515,collaborated with team,Communication,0.74,positive,0.84
26516,resolved conflicts,Problem Solving,0.37,positive,0.77
26517,collaborated with team,Teamwork,0.42,negative,0.95
26518,collaborated with team,Adaptability,0.87,negative,0.94
26519,resolved conflicts,Teamwork,0.16,negative,0.88
26520,collaborated with team,Teamwork,0.66,negative,0.95
26521,collaborated with team,Teamwork,0.12,positive,0.66
26522,collaborated with team,Leadership,0.12,negative,0.97
26523,communicated effectively,Teamwork,0.8,positive,0.6
26524,managed deadlines,Leadership,0.78,positive,0.88
26525,managed deadlines,Leadership,0.73,positive,0.85
26526,handled pressure,Adaptability,0.68,negative,0.8
26527,handled pressure,Leadership,0.02,negative,0.77
26528,communicated effectively,Adaptability,0.9,positive,0.95
26529,collaborated with team,Communication,0.75,negative,0.85
26530,handled pressure,Problem Solving,0.4,negative,0.63
26531,managed deadlines,Teamwork,0.98,positive,0.61
26532,handled pressure,Teamwork,0.08,negative,0.76
26533,managed deadlines,Problem Solving,0.79,negative,0.91
26534,resolved conflicts,Adaptability,0.0,positive,0.63
26535,managed deadlines,Problem Solving,0.62,positive,0.84
26536,managed deadlines,Teamwork,0.0,positive,0.95
26537,managed deadlines,Adaptability,0.26,negative,0.84
26538,handled pressure,Problem Solving,0.32,positive,0.87
26539,handled pressure,Leadership,0.78,negative,0.79
26540,collaborated with team,Adaptability,0.16,negative,0.62
26541,collaborated with team,Leadership,0.67,positive,0.63
26542,resolved conflicts,Problem Solving,0.25,positive,0.73
26543,collaborated with team,Leadership,0.34,negative,0.63
26544,communicated effectively,Problem Solving,0.12,negative,0.61
26545,collaborated with team,Teamwork,0.8,negative,0.98
26546,handled pressure,Problem Solving,0.71,positive,0.67
26547,resolved conflicts,Adaptability,0.4,positive,0.71
26548,handled pressure,Teamwork,0.86,negative,0.84
26549,collaborated with team,Communication,0.85,negative,0.83
26550,resolved conflicts,Leadership,0.56,negative,0.71
26551,managed deadlines,Problem Solving,0.35,positive,0.67
26552,collaborated with team,Teamwork,0.05,negative,0.64
26553,handled pressure,Problem Solving,0.94,negative,0.67
26554,handled pressure,Problem Solving,0.95,negative,0.97
26555,resolved conflicts,Leadership,0.84,positive,0.79
26556,resolved conflicts,Leadership,0.82,negative,0.69
26557,handled pressure,Teamwork,0.23,negative,0.82
26558,communicated effectively,Adaptability,0.44,negative,0.77
26559,communicated effectively,Adaptability,0.19,positive,0.72
26560,communicated effectively,Leadership,0.32,positive,0.67
26561,communicated effectively,Leadership,0.49,negative,0.98
26562,handled pressure,Leadership,0.37,negative,0.88
26563,resolved conflicts,Teamwork,0.79,negative,0.74
26564,handled pressure,Adaptability,0.53,positive,0.8
26565,managed deadlines,Teamwork,0.37,positive,0.63
26566,communicated effectively,Adaptability,0.42,negative,0.9
26567,managed deadlines,Communication,0.8,positive,0.68
26568,collaborated with team,Teamwork,0.64,positive,0.66
26569,managed deadlines,Adaptability,0.33,negative,0.85
26570,handled pressure,Problem Solving,0.91,positive,0.64
26571,handled pressure,Problem Solving,0.05,positive,0.7
26572,managed deadlines,Adaptability,1.0,negative,0.91
26573,managed deadlines,Adaptability,0.9,negative,0.69
26574,managed deadlines,Leadership,0.0,negative,0.86
26575,managed deadlines,Teamwork,0.08,negative,0.73
26576,collaborated with team,Teamwork,0.31,negative,0.9
26577,communicated effectively,Leadership,0.32,negative,0.93
26578,communicated effectively,Problem Solving,1.0,negative,0.94
26579,handled pressure,Leadership,0.29,negative,0.86
26580,collaborated with team,Teamwork,0.36,positive,0.76
26581,collaborated with team,Communication,0.77,positive,0.81
26582,resolved conflicts,Problem Solving,0.51,positive,0.61
26583,collaborated with team,Adaptability,0.82,positive,0.83
26584,resolved conflicts,Problem Solving,0.63,positive,0.84
26585,communicated effectively,Problem Solving,0.54,positive,0.96
