config_id,role_id,skill_weight,experience_weight,keyword_weight,structure_weight,soft_skill_weight,industry_alignment_weight,version,last_updated
30245,382,0.49,0.09,0.13,0.21,0.03,0.08,v1,2026-02-19
30246,429,0.18,0.73,0.76,0.18,0.51,0.96,v1,2026-02-19
30247,696,0.17,0.19,0.67,0.06,0.68,0.78,v1,2026-02-19
30248,873,0.53,0.9,0.53,0.7,0.66,0.88,v1,2026-02-19
30249,801,0.87,0.58,0.25,0.14,0.28,0.42,v1,2026-02-19
30250,16,0.72,0.4,0.55,0.21,0.61,0.46,v1,2026-02-19
30251,161,0.62,0.77,0.82,0.53,0.91,0.16,v1,2026-02-19
30252,340,0.27,0.26,0.47,0.0,0.51,0.18,v1,2026-02-19
30253,841,0.94,0.63,0.71,0.84,0.09,0.7,v1,2026-02-19
30254,978,0.93,0.25,0.37,0.98,0.86,0.8,v1,2026-02-19
30255,783,0.58,0.84,0.08,0.82,0.83,0.63,v1,2026-02-19
30256,139,0.51,0.21,0.33,0.84,0.16,0.96,v1,2026-02-19
30257,793,0.1,0.41,0.87,0.84,0.43,0.66,v1,2026-02-19
30258,597,0.23,0.13,0.2,0.85,0.57,0.95,v1,2026-02-19
30259,339,0.68,0.46,0.03,0.39,0.87,0.38,v1,2026-02-19
30260,599,0.19,0.98,0.99,0.51,0.73,0.17,v1,2026-02-19
30261,87,0.88,0.24,0.39,0.8,0.48,0.55,v1,2026-02-19
30262,868,0.2,0.61,0.07,0.9,0.43,0.64,v1,2026-02-19
30263,30,0.27,0.74,0.37,0.18,0.05,0.72,v1,2026-02-19
30264,23,0.28,0.36,0.23,0.05,0.71,0.94,v1,2026-02-19
30265,951,0.66,0.31,0.33,0.37,0.55,0.01,v1,2026-02-19
30266,874,0.48,0.37,0.9,0.41,0.31,0.43,v1,2026-02-19
30267,452,0.27,0.71,0.34,0.45,0.87,0.85,v1,2026-02-19
30268,975,0.91,0.52,0.67,0.42,0.02,0.19,v1,2026-02-19
30269,241,0.62,0.57,0.43,0.82,0.1,0.11,v1,2026-02-19
30270,405,0.01,0.35,0.71,0.8,0.95,0.26,v1,2026-02-19
30271,44,0.14,0.92,0.6,0.58,0.1,0.38,v1,2026-02-19
30272,818,0.86,0.4,0.4,0.72,0.83,0.82,v1,2026-02-19
30273,938,0.88,0.05,0.2,0.34,0.72,0.81,v1,2026-02-19
30274,621,0.49,0.7,0.26,0.44,0.26,0.66,v1,2026-02-19
30275,259,0.32,0.22,0.93,0.97,0.1,0.78,v1,2026-02-19
30276,613,0.64,0.29,0.99,0.98,0.41,0.61,v1,2026-02-19
30277,77,0.34,0.12,0.53,0.48,0.75,0.78,v1,2026-02-19
30278,690,0.23,0.61,0.98,0.97,0.99,0.58,v1,2026-02-19
30279,289,0.41,0.35,0.44,0.51,0.42,0.15,v1,2026-02-19
30280,250,0.87,0.75,0.34,0.99,0.65,0.99,v1,2026-02-19
30281,514,0.97,0.16,0.36,0.74,0.94,0.95,v1,2026-02-19
30282,771,0.62,0.42,0.52,0.19,0.81,0.52,v1,2026-02-19
30283,779,0.94,0.56,0.32,0.44,0.83,0.83,v1,2026-02-19
30284,633,0.6,0.45,0.97,0.73,0.08,0.03,v1,2026-02-19
30285,721,0.91,0.56,0.97,0.83,0.43,0.36,v1,2026-02-19
30286,780,0.81,0.97,0.55,0.48,0.05,0.04,v1,2026-02-19
30287,124,0.02,0.76,0.5,0.2,0.79,0.2,v1,2026-02-19
30288,663,0.85,0.89,0.95,0.81,0.2,0.11,v1,2026-02-19
30289,481,0.36,0.6,0.08,0.29,0.17,0.42,v1,2026-02-19
30290,634,0.78,0.7,0.11,0.88,0.53,0.9,v1,2026-02-19
30291,318,0.05,0.63,0.45,0.85,0.98,0.64,v1,2026-02-19
30292,319,0.49,0.14,0.93,0.87,0.44,0.34,v1,2026-02-19
30293,327,0.23,0.58,0.58,0.11,0.69,0.71,v1,2026-02-19
30294,915,0.99,0.57,0.57,0.52,0.4,0.21,v1,2026-02-19
30295,928,0.97,0.46,0.81,0.02,0.15,0.86,v1,2026-02-19
30296,406,0.79,0.36,0.26,0.24,0.26,0.36,v1,2026-02-19
30297,432,0.39,0.51,0.62,0.81,0.91,0.68,v1,2026-02-19
30298,279,0.38,0.07,0.93,0.05,0.09,0.67,v1,2026-02-19
30299,499,0.53,0.36,0.68,0.08,0.54,0.75,v1,2026-02-19
30300,849,0.24,0.91,0.09,0.69,0.39,0.15,v1,2026-02-19
30301,412,0.49,0.93,0.3,0.67,0.62,0.3,v1,2026-02-19
30302,286,0.43,0.18,0.33,0.62,0.09,0.11,v1,2026-02-19
30303,944,0.14,0.49,0.28,0.97,0.62,0.57,v1,2026-02-19
30304,14,0.29,0.26,0.54,0.6,0.7,0.24,v1,2026-02-19
30305,181,0.87,0.68,0.15,0.16,0.18,0.52,v1,2026-02-19
30306,609,0.82,0.33,0.42,0.72,0.84,0.1,v1,2026-02-19
30307,608,0.51,0.7,0.59,0.01,0.36,0.72,v1,2026-02-19
30308,596,0.68,0.37,0.55,0.09,0.64,0.07,v1,2026-02-19
30309,141,0.98,0.9,0.18,0.35,0.37,0.13,v1,2026-02-19
30310,412,0.3,0.91,0.69,0.55,0.38,0.22,v1,2026-02-19
30311,974,0.73,0.87,0.21,0.59,0.32,0.65,v1,2026-02-19
30312,276,0.37,0.58,0.7,0.68,0.9,0.5,v1,2026-02-19
30313,583,0.33,0.69,0.71,0.45,0.71,0.03,v1,2026-02-19
30314,502,0.64,0.34,0.41,0.31,0.7,0.38,v1,2026-02-19
30315,128,0.58,0.8,0.63,0.44,0.78,0.29,v1,2026-02-19
30316,622,0.89,0.65,0.56,0.93,0.97,0.5,v1,2026-02-19
30317,93,0.49,0.18,0.32,0.17,0.3,0.71,v1,2026-02-19
30318,820,0.44,0.61,0.75,0.27,0.9,0.87,v1,2026-02-19
30319,773,0.76,0.0,0.99,0.48,0.17,0.11,v1,2026-02-19
30320,831,0.81,0.47,0.14,0.96,0.8,0.74,v1,2026-02-19
30321,275,0.38,0.02,0.67,0.44,0.9,0.58,v1,2026-02-19
30322,520,0.5,0.02,0.15,0.33,0.37,0.85,v1,2026-02-19
30323,439,0.33,0.33,0.41,0.25,0.57,0.03,v1,2026-02-19
30324,529,0.54,0.37,0.63,0.69,0.18,0.23,v1,2026-02-19
30325,748,0.12,0.23,0.21,0.25,0.87,0.01,v1,2026-02-19
30326,991,0.87,0.73,0.19,0.36,0.39,0.13,v1,2026-02-19
30327,412,0.1,0.62,0.17,0.95,0.2,0.99,v1,2026-02-19
30328,53,0.67,0.15,0.77,0.59,0.62,0.76,v1,2026-02-19
30329,492,0.81,0.45,0.65,0.35,0.42,0.38,v1,2026-02-19
30330,800,0.69,0.13,0.89,0.45,0.23,0.48,v1,2026-02-19
30331,711,0.65,0.73,0.22,0.09,0.66,0.9,v1,2026-02-19
30332,27,0.45,0.54,0.14,0.83,0.38,0.96,v1,2026-02-19
30333,25,0.24,0.86,0.64,0.26,0.2,0.79,v1,2026-02-19
30334,503,0.21,0.12,0.46,0.87,0.17,0.04,v1,2026-02-19
30335,806,0.46,0.32,0.34,0.82,0.39,0.77,v1,2026-02-19
30336,246,0.84,0.88,0.99,0.35,0.57,0.25,v1,2026-02-19
30337,675,0.16,0.73,0.85,0.11,0.29,0.19,v1,2026-02-19
30338,314,0.72,0.2,0.2,0.64,0.08,0.05,v1,2026-02-19
30339,889,0.19,0.22,0.95,0.12,0.22,0.23,v1,2026-02-19
30340,453,0.28,0.42,0.15,0.09,0.63,0.14,v1,2026-02-19
30341,902,0.84,0.08,0.5,0.51,0.2,0.66,v1,2026-02-19
30342,745,0.17,0.11,0.13,0.09,0.03,0.53,v1,2026-02-19
30343,506,0.98,0.17,0.09,0.97,0.45,0.5,v1,2026-02-19
30344,392,0.72,0.06,0.48,0.81,0.21,0.52,v1,2026-02-19
30345,203,0.71,0.98,0.64,0.37,0.16,0.24,v1,2026-02-19
30346,779,0.85,0.19,0.96,0.68,0.21,0.54,v1,2026-02-19
30347,406,0.03,0.74,0.76,0.4,0.35,0.47,v1,2026-02-19
30348,475,0.51,0.7,0.78,0.27,0.78,0.46,v1,2026-02-19
30349,298,0.98,0.54,0.37,0.47,0.8,0.07,v1,2026-02-19
30350,314,0.04,0.23,0.07,0.96,0.51,0.54,v1,2026-02-19
30351,806,0.77,0.07,0.2,0.47,0.33,0.22,v1,2026-02-19
30352,433,0.28,0.29,0.11,0.09,0.04,0.37,v1,2026-02-19
30353,552,0.07,0.26,0.4,0.89,0.17,0.35,v1,2026-02-19
30354,979,0.07,0.73,0.26,0.14,0.02,0.22,v1,2026-02-19
30355,291,0.38,0.28,0.46,0.83,0.28,0.93,v1,2026-02-19
30356,908,0.72,0.23,0.79,0.12,0.5,0.13,v1,2026-02-19
30357,313,0.04,0.74,0.1,0.39,0.44,0.87,v1,2026-02-19
30358,425,0.4,0.67,0.14,0.09,0.48,0.44,v1,2026-02-19
30359,227,0.61,0.01,0.68,0.47,0.25,0.51,v1,2026-02-19
30360,404,0.31,0.26,0.24,0.49,0.65,0.97,v1,2026-02-19
30361,838,0.51,0.22,0.79,0.08,0.88,0.24,v1,2026-02-19
30362,637,0.75,0.35,0.42,0.94,0.17,0.65,v1,2026-02-19
30363,492,0.54,0.19,0.24,0.84,0.94,0.18,v1,2026-02-19
30364,79,0.9,0.03,0.6,0.39,0.28,0.72,v1,2026-02-19
30365,249,0.17,0.37,0.75,0.44,0.81,0.81,v1,2026-02-19
30366,543,0.26,0.01,0.14,0.56,0.91,0.58,v1,2026-02-19
30367,936,0.83,0.38,0.82,0.41,0.4,0.76,v1,2026-02-19
30368,240,0.3,0.32,0.32,0.16,0.28,0.76,v1,2026-02-19
30369,450,0.15,0.5,0.39,0.87,0.75,0.31,v1,2026-02-19
30370,705,0.35,0.05,0.11,0.47,0.58,0.57,v1,2026-02-19
30371,909,0.54,0.52,0.21,0.46,0.33,0.88,v1,2026-02-19
30372,214,0.87,0.2,0.74,0.54,0.08,0.21,v1,2026-02-19
30373,472,0.05,0.06,0.4,0.77,0.18,0.26,v1,2026-02-19
30374,904,0.6,0.86,0.88,0.66,0.83,0.72,v1,2026-02-19
30375,634,0.77,0.81,0.91,0.87,0.67,0.35,v1,2026-02-19
30376,488,0.23,0.49,0.4,0.89,0.62,0.04,v1,2026-02-19
30377,29,0.29,0.05,0.99,0.99,0.35,0.69,v1,2026-02-19
30378,393,0.14,0.98,0.96,0.32,0.17,0.39,v1,2026-02-19
30379,871,0.18,0.33,0.25,0.22,0.77,0.63,v1,2026-02-19
30380,226,0.17,0.82,0.75,0.51,0.08,0.34,v1,2026-02-19
30381,367,0.47,0.57,0.49,0.6,0.8,0.84,v1,2026-02-19
30382,653,0.46,0.15,0.28,0.21,0.34,0.47,v1,2026-02-19
30383,106,0.75,0.42,0.81,0.02,0.61,0.18,v1,2026-02-19
30384,960,1.0,0.59,0.28,0.99,0.51,0.56,v1,2026-02-19
30385,348,0.83,0.73,0.69,0.71,0.04,0.93,v1,2026-02-19
30386,507,0.06,0.23,0.21,0.12,0.27,0.46,v1,2026-02-19
30387,404,0.95,0.12,0.59,0.67,0.76,0.78,v1,2026-02-19
30388,376,0.43,0.56,0.47,0.87,0.57,0.84,v1,2026-02-19
30389,817,0.94,0.08,0.1,0.18,0.93,0.32,v1,2026-02-19
30390,39,0.39,0.73,0.58,0.33,0.19,0.21,v1,2026-02-19
30391,17,0.56,0.58,0.91,0.58,0.07,0.35,v1,2026-02-19
30392,57,0.5,0.49,0.52,0.15,0.2,0.53,v1,2026-02-19
30393,787,0.45,0.36,0.56,0.64,0.3,0.88,v1,2026-02-19
30394,804,0.63,0.06,0.14,0.98,0.25,0.75,v1,2026-02-19
30395,23,0.35,0.57,0.4,0.64,0.8,0.29,v1,2026-02-19
30396,232,0.35,0.64,0.95,0.19,0.55,0.15,v1,2026-02-19
30397,519,0.68,0.11,0.72,0.66,0.21,0.9,v1,2026-02-19
30398,776,0.69,0.47,0.57,0.24,0.99,0.63,v1,2026-02-19
30399,132,0.93,0.25,0.39,0.05,0.4,0.38,v1,2026-02-19
30400,626,0.97,0.53,0.69,0.05,0.11,0.62,v1,2026-02-19
30401,973,0.83,0.15,0.01,0.53,0.74,0.53,v1,2026-02-19
30402,236,0.05,0.22,0.67,0.22,0.96,0.21,v1,2026-02-19
30403,180,0.37,0.94,0.81,0.63,0.38,0.65,v1,2026-02-19
30404,645,0.34,0.85,0.7,0.56,0.67,0.66,v1,2026-02-19
30405,297,0.59,0.35,0.33,0.99,0.52,0.84,v1,2026-02-19
30406,661,0.17,0.59,0.95,0.24,0.82,0.71,v1,2026-02-19
30407,56,0.52,0.46,0.51,0.56,0.37,0.13,v1,2026-02-19
30408,684,0.11,0.44,0.25,0.07,0.96,0.75,v1,2026-02-19
30409,85,0.62,0.52,0.86,0.6,0.8,0.2,v1,2026-02-19
30410,296,0.54,0.61,0.33,0.43,0.26,0.62,v1,2026-02-19
30411,332,0.53,0.33,0.65,0.56,0.95,0.08,v1,2026-02-19
30412,374,0.42,0.57,0.66,0.95,0.98,0.46,v1,2026-02-19
30413,94,0.31,0.23,0.3,0.84,0.74,0.29,v1,2026-02-19
30414,837,0.27,0.18,0.33,0.79,0.12,0.87,v1,2026-02-19
30415,504,0.19,0.88,0.95,0.85,0.71,0.19,v1,2026-02-19
30416,610,0.65,0.26,0.52,0.21,0.26,0.14,v1,2026-02-19
30417,54,0.25,0.82,0.98,0.36,0.63,0.15,v1,2026-02-19
30418,398,0.11,0.01,1.0,0.5,0.96,0.56,v1,2026-02-19
30419,272,0.71,0.44,0.4,0.25,0.77,0.42,v1,2026-02-19
30420,969,0.23,0.67,0.41,0.98,0.66,0.11,v1,2026-02-19
30421,698,0.06,0.84,0.79,0.94,0.93,0.93,v1,2026-02-19
30422,228,0.29,0.68,0.07,0.87,0.57,0.25,v1,2026-02-19
30423,910,0.18,0.73,0.81,0.27,0.4,0.99,v1,2026-02-19
30424,349,0.68,0.83,0.14,0.26,0.13,0.55,v1,2026-02-19
30425,17,0.92,0.11,0.24,0.41,0.37,0.15,v1,2026-02-19
30426,613,0.69,0.84,0.13,0.79,0.21,0.06,v1,2026-02-19
30427,645,0.64,0.38,0.64,0.28,0.36,0.51,v1,2026-02-19
30428,678,0.64,0.27,0.38,0.59,0.63,0.12,v1,2026-02-19
30429,863,0.53,0.43,0.04,0.69,0.08,0.68,v1,2026-02-19
30430,538,0.28,0.22,0.51,0.35,0.55,0.5,v1,2026-02-19
30431,8,0.3,0.6,0.67,0.66,0.9,0.9,v1,2026-02-19
30432,953,0.41,0.48,0.15,0.96,0.25,0.85,v1,2026-02-19
30433,999,0.19,0.97,0.28,0.52,0.05,0.79,v1,2026-02-19
30434,607,0.49,0.94,0.12,0.49,0.75,0.56,v1,2026-02-19
30435,705,0.01,0.11,0.46,0.65,0.36,0.95,v1,2026-02-19
30436,31,0.18,0.64,0.18,0.22,0.08,0.7,v1,2026-02-19
30437,191,0.59,0.14,0.69,0.73,0.43,0.3,v1,2026-02-19
30438,925,0.2,0.35,0.86,0.56,0.33,0.7,v1,2026-02-19
30439,67,0.52,0.59,0.53,0.79,0.52,0.08,v1,2026-02-19
30440,582,0.86,0.95,0.44,0.62,0.44,0.81,v1,2026-02-19
30441,632,0.62,0.04,0.06,0.33,0.56,0.55,v1,2026-02-19
30442,714,0.19,0.38,0.49,0.97,0.98,0.63,v1,2026-02-19
30443,242,0.36,0.93,0.94,0.17,0.45,0.31,v1,2026-02-19
30444,82,0.63,0.38,0.78,0.61,0.14,0.81,v1,2026-02-19
30445,28,0.25,0.57,0.96,0.86,0.62,0.96,v1,2026-02-19
30446,872,0.14,0.17,0.26,0.13,0.75,0.13,v1,2026-02-19
30447,831,0.44,0.1,0.9,0.57,0.57,0.51,v1,2026-02-19
30448,303,0.56,0.93,0.17,0.08,0.37,0.91,v1,2026-02-19
30449,688,0.26,0.11,0.84,0.6,0.28,0.21,v1,2026-02-19
30450,921,0.5,0.42,0.56,0.31,1.0,0.31,v1,2026-02-19
30451,152,0.82,0.62,0.13,0.21,0.82,0.46,v1,2026-02-19
30452,477,0.97,0.89,0.64,0.43,0.58,0.88,v1,2026-02-19
30453,591,0.24,0.24,0.26,0.13,0.09,0.61,v1,2026-02-19
30454,68,0.33,0.53,0.3,0.99,0.27,0.18,v1,2026-02-19
30455,770,0.92,0.75,0.69,0.17,0.99,0.25,v1,2026-02-19
30456,246,0.4,0.09,0.29,0.06,0.66,0.87,v1,2026-02-19
30457,957,0.36,0.73,0.5,0.2,0.58,0.79,v1,2026-02-19
30458,550,0.97,0.01,0.01,0.31,0.73,0.69,v1,2026-02-19
30459,524,0.6,0.67,0.94,0.57,0.16,0.79,v1,2026-02-19
30460,795,0.61,0.55,0.69,0.96,0.64,0.17,v1,2026-02-19
30461,673,0.81,0.2,0.46,0.72,0.24,0.13,v1,2026-02-19
30462,419,0.28,0.7,0.61,0.65,0.66,0.01,v1,2026-02-19
30463,986,0.72,0.95,0.21,0.82,0.31,0.28,v1,2026-02-19
30464,352,0.35,0.73,0.72,0.29,0.4,0.39,v1,2026-02-19
30465,979,0.63,0.95,0.74,0.91,0.05,0.9,v1,2026-02-19
30466,957,0.17,0.84,0.39,0.74,0.48,0.1,v1,2026-02-19
30467,360,0.07,0.76,0.6,0.12,0.46,0.49,v1,2026-02-19
30468,648,0.48,0.3,0.69,0.66,0.09,0.8,v1,2026-02-19
30469,414,0.29,0.56,0.25,0.38,0.37,0.42,v1,2026-02-19
30470,936,0.69,0.29,0.49,0.86,0.08,0.57,v1,2026-02-19
30471,227,0.7,0.95,0.35,0.69,0.78,1.0,v1,2026-02-19
30472,323,0.31,0.31,0.3,0.01,0.79,0.93,v1,2026-02-19
30473,335,0.28,0.06,0.25,0.16,0.07,0.46,v1,2026-02-19
30474,312,0.44,0.72,0.01,0.75,0.96,0.51,v1,2026-02-19
30475,160,0.8,0.84,0.84,0.97,0.18,0.27,v1,2026-02-19
30476,575,0.96,0.63,0.82,0.02,0.34,0.29,v1,2026-02-19
30477,557,0.31,0.46,0.46,0.21,0.01,0.03,v1,2026-02-19
30478,475,0.41,0.98,0.2,0.65,0.66,0.19,v1,2026-02-19
30479,251,0.34,0.94,0.6,0.47,0.43,0.59,v1,2026-02-19
30480,20,0.21,0.61,0.73,0.26,0.68,0.77,v1,2026-02-19
30481,327,0.2,0.3,0.74,0.3,0.08,0.59,v1,2026-02-19
30482,265,0.42,0.95,0.38,0.14,0.58,0.74,v1,2026-02-19
30483,259,0.78,0.78,0.78,0.51,0.02,0.5,v1,2026-02-19
30484,808,0.8,0.54,0.0,0.28,0.93,0.26,v1,2026-02-19
30485,634,0.54,0.07,0.09,0.05,0.7,0.86,v1,2026-02-19
30486,340,0.79,0.16,0.94,0.62,0.04,0.92,v1,2026-02-19
30487,434,0.47,0.49,0.43,0.19,0.57,0.72,v1,2026-02-19
30488,79,0.41,0.87,0.94,0.94,0.64,0.48,v1,2026-02-19
30489,425,0.07,0.62,0.88,0.3,0.71,0.91,v1,2026-02-19
30490,474,0.67,0.81,0.98,0.21,0.68,0.3,v1,2026-02-19
30491,451,0.75,0.84,0.84,0.88,1.0,0.51,v1,2026-02-19
30492,437,0.59,0.14,0.1,0.76,0.75,0.39,v1,2026-02-19
30493,210,0.73,0.59,0.11,0.26,0.03,0.27,v1,2026-02-19
30494,313,0.65,0.61,0.33,0.59,0.73,0.68,v1,2026-02-19
30495,39,0.01,0.78,0.86,0.52,0.06,0.4,v1,2026-02-19
30496,107,0.9,0.55,0.15,0.1,0.07,0.72,v1,2026-02-19
30497,394,0.9,0.84,0.14,0.39,0.27,0.45,v1,2026-02-19
30498,230,0.64,0.14,0.88,0.53,0.41,0.65,v1,2026-02-19
30499,220,0.21,0.01,0.21,0.11,0.92,0.82,v1,2026-02-19
30500,138,0.93,0.66,0.28,0.22,0.82,0.12,v1,2026-02-19
30501,710,0.82,0.47,0.26,0.62,0.15,0.99,v1,2026-02-19
30502,473,0.15,0.2,0.86,0.2,0.74,0.51,v1,2026-02-19
30503,602,0.26,0.38,0.5,0.16,0.06,0.32,v1,2026-02-19
30504,816,0.24,0.21,0.64,0.94,0.5,0.6,v1,2026-02-19
30505,279,0.6,0.55,0.77,0.2,0.25,0.99,v1,2026-02-19
30506,203,0.42,0.49,0.7,0.45,0.25,0.42,v1,2026-02-19
30507,748,0.27,0.23,0.35,0.03,0.31,0.48,v1,2026-02-19
30508,885,0.74,0.26,0.73,0.91,0.38,0.1,v1,2026-02-19
30509,18,0.93,0.25,0.25,0.69,0.38,0.88,v1,2026-02-19
30510,31,0.85,0.66,0.7,0.24,0.98,0.41,v1,2026-02-19
30511,159,0.34,0.86,0.65,0.2,0.78,0.48,v1,2026-02-19
30512,4,0.73,0.52,0.98,0.64,0.67,0.18,v1,2026-02-19
30513,363,0.87,0.57,0.27,0.79,0.99,0.42,v1,2026-02-19
30514,574,0.91,0.96,0.4,0.03,0.79,0.83,v1,2026-02-19
30515,352,0.96,0.54,0.65,0.81,0.59,0.76,v1,2026-02-19
30516,121,0.18,0.68,0.01,0.47,0.28,0.1,v1,2026-02-19
30517,576,0.25,0.95,0.27,0.69,0.43,0.11,v1,2026-02-19
30518,84,0.23,0.82,0.26,0.74,0.42,0.22,v1,2026-02-19
30519,1000,0.36,0.94,0.7,0.26,0.09,0.99,v1,2026-02-19
30520,466,0.24,0.25,0.77,0.03,0.01,0.03,v1,2026-02-19
30521,140,0.11,0.1,0.38,0.4,0.1,0.8,v1,2026-02-19
30522,183,0.39,0.92,0.58,0.28,0.07,0.21,v1,2026-02-19
30523,539,0.39,0.3,0.1,0.37,0.73,0.75,v1,2026-02-19
30524,320,0.79,0.39,0.48,0.12,0.69,0.55,v1,2026-02-19
30525,707,0.61,0.65,0.16,0.9,0.2,0.11,v1,2026-02-19
30526,958,0.1,0.71,0.86,0.93,0.73,0.93,v1,2026-02-19
30527,440,0.71,0.45,0.94,0.22,0.2,0.22,v1,2026-02-19
30528,990,0.88,0.11,0.14,0.74,0.15,0.4,v1,2026-02-19
30529,851,0.25,0.26,0.39,0.41,0.8,0.11,v1,2026-02-19
30530,755,0.99,0.45,0.82,0.18,0.41,0.48,v1,2026-02-19
30531,596,0.58,0.69,0.55,0.48,0.87,0.95,v1,2026-02-19
30532,300,0.25,0.96,0.03,0.73,0.87,0.96,v1,2026-02-19
30533,341,0.41,0.68,0.62,0.85,0.79,0.39,v1,2026-02-19
30534,898,0.64,0.54,0.82,0.15,0.18,0.53,v1,2026-02-19
30535,33,0.52,0.47,0.41,0.0,0.99,0.54,v1,2026-02-19
30536,152,0.91,0.31,0.16,0.9,0.26,0.01,v1,2026-02-19
30537,531,0.61,0.98,0.19,0.31,0.3,0.23,v1,2026-02-19
30538,17,0.89,0.01,0.4,0.38,0.21,0.53,v1,2026-02-19
30539,917,0.57,0.68,0.54,0.75,0.91,0.32,v1,2026-02-19
30540,613,0.21,0.02,0.77,0.78,0.44,0.04,v1,2026-02-19
30541,388,0.02,0.87,0.83,0.66,0.68,0.97,v1,2026-02-19
30542,313,0.07,0.17,0.29,0.81,0.53,0.58,v1,2026-02-19
30543,876,0.2,0.84,0.71,0.63,0.51,0.75,v1,2026-02-19
30544,624,0.05,0.44,0.65,0.74,0.17,0.83,v1,2026-02-19
30545,828,0.59,0.84,0.92,0.71,0.31,0.86,v1,2026-02-19
30546,955,0.97,0.72,0.2,0.23,0.39,0.61,v1,2026-02-19
30547,993,0.44,0.73,0.87,0.48,0.09,0.98,v1,2026-02-19
30548,85,0.64,0.85,0.41,0.74,0.65,0.78,v1,2026-02-19
30549,547,0.89,0.79,0.38,0.5,0.26,0.27,v1,2026-02-19
30550,124,0.53,0.1,0.17,0.8,0.59,0.54,v1,2026-02-19
30551,906,0.92,0.81,0.95,0.65,0.06,0.16,v1,2026-02-19
30552,214,0.54,0.62,0.12,0.87,0.74,0.78,v1,2026-02-19
30553,403,0.92,0.92,0.84,0.59,0.48,0.8,v1,2026-02-19
30554,640,0.99,0.97,0.53,0.93,1.0,0.28,v1,2026-02-19
30555,468,0.71,0.7,0.48,0.88,1.0,0.71,v1,2026-02-19
30556,760,0.14,0.38,0.95,0.95,0.29,0.51,v1,2026-02-19
30557,739,0.38,0.29,0.98,0.69,0.45,0.0,v1,2026-02-19
30558,308,0.25,0.4,0.54,0.73,0.83,0.94,v1,2026-02-19
30559,972,0.42,0.73,0.16,0.59,0.38,0.94,v1,2026-02-19
30560,469,0.85,0.88,0.25,0.31,0.15,0.37,v1,2026-02-19
30561,777,0.41,0.05,0.65,0.27,0.53,0.02,v1,2026-02-19
30562,366,0.76,0.88,0.0,0.69,0.44,0.16,v1,2026-02-19
30563,115,0.87,0.06,0.2,0.5,0.96,0.15,v1,2026-02-19
30564,872,0.62,0.31,0.42,0.1,0.94,0.91,v1,2026-02-19
30565,599,0.17,0.03,0.67,0.72,0.61,0.25,v1,2026-02-19
30566,738,0.68,0.9,0.42,0.32,0.59,0.16,v1,2026-02-19
30567,892,0.87,0.13,0.65,0.31,0.55,0.01,v1,2026-02-19
30568,822,0.36,0.01,0.58,0.79,0.34,0.43,v1,2026-02-19
30569,634,0.55,0.71,0.67,0.72,0.41,0.81,v1,2026-02-19
30570,39,0.49,0.36,0.38,0.25,0.27,0.17,v1,2026-02-19
30571,517,0.08,0.59,0.23,0.64,0.91,0.39,v1,2026-02-19
30572,523,0.93,0.54,0.84,0.52,0.4,0.34,v1,2026-02-19
30573,388,0.96,0.83,0.64,0.34,0.34,0.43,v1,2026-02-19
30574,404,0.79,0.51,0.6,0.32,0.99,0.15,v1,2026-02-19
30575,482,0.63,0.43,0.16,0.87,0.66,0.04,v1,2026-02-19
30576,835,0.45,0.93,0.07,0.38,0.33,0.83,v1,2026-02-19
30577,715,0.98,0.87,0.84,0.64,0.71,0.77,v1,2026-02-19
30578,236,0.04,0.89,0.5,0.76,0.6,0.02,v1,2026-02-19
30579,102,0.76,0.57,0.38,0.85,0.57,0.32,v1,2026-02-19
30580,256,0.09,0.24,0.12,0.16,0.14,0.69,v1,2026-02-19
30581,145,0.25,0.82,0.06,0.15,0.4,0.42,v1,2026-02-19
30582,671,0.06,0.82,0.98,0.33,0.52,0.37,v1,2026-02-19
30583,840,0.64,0.27,0.24,0.59,0.48,0.89,v1,2026-02-19
30584,531,0.63,0.63,0.32,0.19,0.58,0.29,v1,2026-02-19
30585,786,0.29,0.59,0.81,0.93,0.73,0.75,v1,2026-02-19
30586,912,0.88,0.8,0.97,0.91,0.29,0.59,v1,2026-02-19
30587,203,0.14,0.67,0.79,0.14,0.28,0.67,v1,2026-02-19
30588,788,0.25,0.04,0.6,0.36,0.96,0.98,v1,2026-02-19
30589,309,0.44,0.3,0.02,0.36,0.68,0.42,v1,2026-02-19
30590,11,0.35,0.31,0.25,0.02,0.38,0.78,v1,2026-02-19
30591,533,0.11,0.44,0.93,0.11,0.76,0.33,v1,2026-02-19
30592,350,0.19,0.66,0.29,0.69,0.89,0.03,v1,2026-02-19
30593,214,0.15,0.94,0.83,0.52,0.27,0.94,v1,2026-02-19
30594,429,0.29,0.05,0.98,0.95,0.72,0.97,v1,2026-02-19
30595,412,0.56,0.18,0.26,0.48,0.55,0.45,v1,2026-02-19
30596,279,0.27,0.34,0.93,0.17,0.69,0.35,v1,2026-02-19
30597,193,0.97,0.56,0.93,0.14,0.11,0.3,v1,2026-02-19
30598,270,0.33,0.1,0.49,0.88,0.19,0.2,v1,2026-02-19
30599,558,0.03,0.96,0.14,0.74,0.28,0.09,v1,2026-02-19
30600,361,0.7,0.14,0.62,0.53,0.89,0.33,v1,2026-02-19
30601,851,0.31,0.53,0.78,0.56,0.09,0.12,v1,2026-02-19
