trend_id,skill_id,year,quarter,global_job_postings_count,india_job_postings_count,salary_average,growth_rate_percent,demand_score_normalized,industry_sector,source
29284,644,2022,3,35062,15237,499983,-1.7,0.23,IT,LinkedIn
29285,640,2025,4,31023,6494,438350,-3.15,0.73,IT,LinkedIn
29286,707,2019,3,13730,17192,1189728,17.61,0.54,IT,LinkedIn
29287,653,2019,4,43569,5513,1140318,0.24,0.57,IT,LinkedIn
29288,670,2021,1,1838,11451,1138892,-2.73,0.09,IT,LinkedIn
29289,386,2025,1,2069,12283,2023658,16.41,0.18,IT,LinkedIn
29290,290,2020,2,8079,9982,1806096,19.35,0.06,IT,LinkedIn
29291,849,2021,3,37168,13845,1636387,3.56,0.76,IT,LinkedIn
29292,312,2025,1,17838,26046,498187,-0.28,0.7,IT,LinkedIn
29293,194,2020,2,28646,14045,2454686,18.3,0.19,IT,LinkedIn
29294,714,2020,3,8195,16447,1027209,-3.88,0.65,IT,LinkedIn
29295,664,2024,1,12249,28451,1907667,-1.0,0.94,IT,LinkedIn
29296,140,2025,2,12024,4178,2436109,-2.23,0.71,IT,LinkedIn
29297,324,2021,3,11069,15593,1618777,20.81,0.85,IT,LinkedIn
29298,245,2020,3,32162,12697,402523,12.46,0.28,IT,LinkedIn
29299,323,2024,2,5695,18706,1236248,16.36,0.06,IT,LinkedIn
29300,202,2020,4,36546,16777,2108675,17.96,0.17,IT,LinkedIn
29301,109,2024,3,45702,7890,1332761,13.3,0.41,IT,LinkedIn
29302,773,2025,2,13733,643,2260588,-4.19,0.49,IT,LinkedIn
29303,819,2021,2,36977,2165,1707407,23.71,0.01,IT,LinkedIn
29304,268,2020,1,45827,26016,2310796,7.7,0.82,IT,LinkedIn
29305,498,2024,1,728,28517,1020806,9.26,0.5,IT,LinkedIn
29306,677,2020,1,11618,29669,486299,5.45,0.29,IT,LinkedIn
29307,807,2019,3,45916,18566,670673,10.31,0.41,IT,LinkedIn
29308,841,2020,1,21458,16832,1994419,11.73,0.21,IT,LinkedIn
29309,424,2024,4,10943,19211,1752919,12.93,0.43,IT,LinkedIn
29310,503,2025,3,19066,25206,1806758,22.31,0.33,IT,LinkedIn
29311,707,2025,4,15920,23730,2421482,4.54,0.92,IT,LinkedIn
29312,693,2025,4,30699,12473,1929149,17.01,0.49,IT,LinkedIn
29313,645,2019,1,1613,24043,604416,1.65,0.59,IT,LinkedIn
29314,879,2024,1,8506,17049,1429102,1.7,0.37,IT,LinkedIn
29315,767,2019,2,23382,27434,783561,8.57,0.51,IT,LinkedIn
29316,812,2024,1,17065,5936,1477688,2.14,0.97,IT,LinkedIn
29317,970,2022,4,41121,23160,1746947,19.31,0.31,IT,LinkedIn
29318,913,2020,2,34385,18392,1216088,24.6,0.54,IT,LinkedIn
29319,768,2021,3,17976,7239,2024424,5.76,0.26,IT,LinkedIn
29320,692,2020,2,46180,20942,1145944,9.59,0.11,IT,LinkedIn
29321,236,2020,1,33824,3083,1001781,4.83,0.9,IT,LinkedIn
29322,801,2024,3,3577,4006,1862128,17.43,0.61,IT,LinkedIn
29323,130,2020,1,21413,16652,1854589,18.68,0.2,IT,LinkedIn
29324,30,2019,4,42820,29496,1395616,23.5,0.55,IT,LinkedIn
29325,735,2023,2,18975,14174,2187272,21.96,0.11,IT,LinkedIn
29326,904,2023,1,31301,9096,2226118,13.58,0.86,IT,LinkedIn
29327,165,2023,2,22148,16820,1083815,20.39,0.42,IT,LinkedIn
29328,240,2024,3,13424,15864,1721833,4.4,0.57,IT,LinkedIn
29329,746,2025,4,29772,22129,1240261,10.46,0.18,IT,LinkedIn
29330,854,2025,1,47490,29409,1691638,8.41,0.87,IT,LinkedIn
29331,7,2022,2,29166,22558,724890,0.71,0.06,IT,LinkedIn
29332,4,2023,1,46449,8569,2475750,6.44,0.8,IT,LinkedIn
29333,282,2024,1,6729,7790,2390782,9.94,0.36,IT,LinkedIn
29334,521,2023,2,8561,13403,1648936,22.77,0.53,IT,LinkedIn
29335,264,2022,1,18207,6110,552949,8.7,0.97,IT,LinkedIn
29336,149,2024,1,17070,15077,2303065,24.07,0.26,IT,LinkedIn
29337,760,2021,3,39758,17241,1360167,0.4,0.46,IT,LinkedIn
29338,113,2022,2,9627,9886,1179691,20.24,0.2,IT,LinkedIn
29339,395,2020,4,40433,11982,843779,7.94,0.77,IT,LinkedIn
29340,647,2020,1,10250,25344,1966284,14.37,0.15,IT,LinkedIn
29341,122,2025,4,7484,26173,2337979,14.97,0.37,IT,LinkedIn
29342,488,2022,2,21983,9635,424619,15.98,0.88,IT,LinkedIn
29343,669,2021,4,39397,19095,879341,-4.12,0.26,IT,LinkedIn
29344,314,2020,2,28891,12151,874878,24.49,0.8,IT,LinkedIn
29345,287,2022,2,9358,10781,1385013,9.27,0.56,IT,LinkedIn
29346,374,2021,4,3173,15374,2239309,5.37,0.96,IT,LinkedIn
29347,899,2023,1,41817,29335,1960502,23.78,0.67,IT,LinkedIn
29348,510,2025,2,41083,27374,875735,7.74,0.17,IT,LinkedIn
29349,118,2023,4,3373,6179,2233532,14.41,0.73,IT,LinkedIn
29350,612,2021,2,41264,13907,699443,21.4,0.75,IT,LinkedIn
29351,777,2019,4,31122,22349,1828048,14.77,0.07,IT,LinkedIn
29352,685,2023,3,34110,866,1260124,7.8,0.55,IT,LinkedIn
29353,286,2024,3,10544,7950,534487,5.66,0.58,IT,LinkedIn
29354,506,2019,1,20087,1966,1869142,7.12,0.93,IT,LinkedIn
29355,944,2021,2,42619,28065,2156180,10.73,0.12,IT,LinkedIn
29356,660,2021,4,31053,17286,799942,17.86,0.59,IT,LinkedIn
29357,773,2024,3,5151,14167,444367,8.69,0.47,IT,LinkedIn
29358,7,2022,1,5576,24623,1859921,14.35,0.73,IT,LinkedIn
29359,20,2020,2,31923,27371,2390876,14.06,0.08,IT,LinkedIn
29360,627,2022,1,46254,13767,2208654,1.05,0.92,IT,LinkedIn
29361,384,2021,1,32573,28593,1282180,6.9,0.1,IT,LinkedIn
29362,725,2019,3,45661,6799,1257116,5.66,0.28,IT,LinkedIn
29363,208,2019,4,36263,26341,1609141,20.49,0.47,IT,LinkedIn
29364,708,2025,1,10961,22438,1856832,17.39,0.91,IT,LinkedIn
29365,800,2020,3,28746,2324,2043889,1.03,0.7,IT,LinkedIn
29366,812,2023,2,49267,19704,1635527,7.16,0.94,IT,LinkedIn
29367,443,2024,2,18552,15675,1709044,21.17,0.4,IT,LinkedIn
29368,434,2022,4,22596,249,1530021,-2.38,0.39,IT,LinkedIn
29369,573,2023,4,37902,1500,2051930,4.7,0.46,IT,LinkedIn
29370,981,2021,4,39092,4285,895495,13.28,0.39,IT,LinkedIn
29371,517,2024,4,37162,9286,2111784,16.71,0.65,IT,LinkedIn
29372,746,2019,1,28142,6020,1399968,17.32,0.47,IT,LinkedIn
29373,569,2019,2,21182,14495,482494,10.36,0.49,IT,LinkedIn
29374,927,2024,2,30237,4612,2492319,-0.85,0.16,IT,LinkedIn
29375,820,2019,1,15719,6548,2168448,3.68,0.13,IT,LinkedIn
29376,642,2021,3,3184,20096,513807,22.94,0.9,IT,LinkedIn
29377,511,2019,1,40939,20312,568804,19.36,0.02,IT,LinkedIn
29378,722,2022,3,36670,16351,1576281,0.18,0.06,IT,LinkedIn
29379,790,2020,1,31949,13863,456231,-3.34,0.18,IT,LinkedIn
29380,400,2020,2,3038,3220,1229117,18.63,0.74,IT,LinkedIn
29381,854,2025,3,24567,2958,1271068,11.57,0.81,IT,LinkedIn
29382,925,2022,2,7122,28551,1500339,23.68,0.95,IT,LinkedIn
29383,597,2020,4,32502,18869,1709141,10.2,0.52,IT,LinkedIn
29384,728,2021,4,15096,26739,1080172,11.52,0.63,IT,LinkedIn
29385,831,2019,3,26936,27481,532243,0.11,0.9,IT,LinkedIn
29386,974,2019,2,20781,25501,1705917,2.83,0.21,IT,LinkedIn
29387,670,2025,1,32667,5991,1536028,18.46,0.61,IT,LinkedIn
29388,636,2019,4,21995,4095,2134647,21.9,0.24,IT,LinkedIn
29389,254,2021,1,47807,7710,1042280,9.23,0.72,IT,LinkedIn
29390,244,2025,3,29092,29207,2234266,19.14,0.73,IT,LinkedIn
29391,563,2019,1,24012,25090,2438061,-4.53,0.34,IT,LinkedIn
29392,839,2025,4,22893,20921,649081,11.87,0.05,IT,LinkedIn
29393,767,2020,4,10669,23937,1800227,8.11,0.32,IT,LinkedIn
29394,628,2020,2,8978,4468,1426610,13.18,0.93,IT,LinkedIn
29395,466,2019,4,39790,2591,2069340,3.98,0.62,IT,LinkedIn
29396,10,2025,3,6828,16959,1730740,2.27,0.62,IT,LinkedIn
29397,210,2022,3,36667,9307,1238517,13.33,0.01,IT,LinkedIn
29398,719,2021,1,7618,23085,1592200,-0.03,0.97,IT,LinkedIn
29399,381,2025,1,21863,13309,626092,17.91,0.27,IT,LinkedIn
29400,80,2024,3,22111,23910,1648756,-3.01,0.52,IT,LinkedIn
29401,793,2022,3,34118,10800,1870164,-1.28,0.41,IT,LinkedIn
29402,127,2024,1,16234,2117,1796784,15.31,0.44,IT,LinkedIn
29403,204,2023,2,41191,13203,411905,22.27,0.35,IT,LinkedIn
29404,468,2021,2,31438,20958,2411651,12.23,0.3,IT,LinkedIn
29405,800,2023,2,15814,11983,1605270,23.58,0.45,IT,LinkedIn
29406,315,2025,2,12846,15922,835696,13.82,0.85,IT,LinkedIn
29407,491,2023,4,28875,8243,690495,-1.34,0.25,IT,LinkedIn
29408,196,2025,1,44356,17554,2130769,14.05,0.64,IT,LinkedIn
29409,461,2022,2,8774,12426,1417157,12.95,0.19,IT,LinkedIn
29410,28,2019,1,39584,4248,2193075,23.15,0.55,IT,LinkedIn
29411,483,2025,1,41356,9427,2112764,0.57,0.95,IT,LinkedIn
29412,524,2023,3,2957,6008,1063665,-2.42,0.93,IT,LinkedIn
29413,649,2024,1,14755,27723,2363038,0.6,0.4,IT,LinkedIn
29414,105,2020,3,49034,11132,1794230,22.41,0.68,IT,LinkedIn
29415,221,2021,4,27288,25926,2391034,3.6,0.96,IT,LinkedIn
29416,843,2020,1,39699,28696,1640746,10.29,0.14,IT,LinkedIn
29417,952,2025,3,47912,10821,1847112,16.23,0.94,IT,LinkedIn
29418,134,2020,4,11401,20479,1038755,10.3,0.52,IT,LinkedIn
29419,112,2020,2,8965,25840,1215357,11.88,0.03,IT,LinkedIn
29420,649,2021,4,49006,5091,932478,0.84,0.46,IT,LinkedIn
29421,342,2020,4,8745,8940,1946169,23.27,0.16,IT,LinkedIn
29422,805,2021,4,42694,15482,1650989,-1.91,0.3,IT,LinkedIn
29423,575,2025,2,37837,6493,2471511,21.5,0.88,IT,LinkedIn
29424,772,2023,4,15220,18815,2467575,6.37,0.64,IT,LinkedIn
29425,352,2019,1,11774,29896,834215,10.24,0.25,IT,LinkedIn
29426,33,2019,3,36126,8854,766245,1.45,1.0,IT,LinkedIn
29427,936,2020,2,18465,15791,1866785,16.49,0.98,IT,LinkedIn
29428,145,2019,3,4092,4792,966209,4.7,0.99,IT,LinkedIn
29429,274,2020,4,10478,23547,2263921,0.09,0.04,IT,LinkedIn
29430,613,2023,4,3876,3743,2179105,9.64,0.67,IT,LinkedIn
29431,16,2023,3,19759,13369,2135557,18.76,0.63,IT,LinkedIn
29432,374,2025,2,30379,9282,1238996,3.2,0.79,IT,LinkedIn
29433,906,2022,3,30044,7009,1970309,-2.69,0.17,IT,LinkedIn
29434,813,2022,1,2733,5631,903141,22.36,0.33,IT,LinkedIn
29435,276,2023,1,36357,3792,487600,15.98,0.61,IT,LinkedIn
29436,843,2024,2,32228,24324,1166104,23.62,0.44,IT,LinkedIn
29437,255,2019,1,571,18325,2402577,21.04,0.6,IT,LinkedIn
29438,656,2023,2,49907,13149,444342,23.44,0.53,IT,LinkedIn
29439,962,2022,4,29279,15421,540719,4.56,0.39,IT,LinkedIn
29440,378,2020,2,34868,10873,1266967,13.7,0.61,IT,LinkedIn
29441,285,2019,4,33116,21843,1607532,12.81,0.74,IT,LinkedIn
29442,18,2024,1,39494,17020,442813,-0.5,1.0,IT,LinkedIn
29443,170,2022,2,16711,10794,1144349,0.79,0.04,IT,LinkedIn
29444,871,2021,4,14281,7630,1259287,24.24,0.32,IT,LinkedIn
29445,73,2021,3,40489,1865,490512,10.45,0.83,IT,LinkedIn
29446,792,2024,2,35490,18786,1710814,10.2,0.56,IT,LinkedIn
29447,560,2020,2,23171,18810,2386288,-4.23,0.75,IT,LinkedIn
29448,106,2025,4,1870,5906,1326088,24.06,0.74,IT,LinkedIn
29449,714,2025,4,12473,8291,1714157,4.11,0.05,IT,LinkedIn
29450,738,2025,2,19392,14811,1368649,23.47,0.45,IT,LinkedIn
29451,485,2023,1,18797,23071,1599927,-4.7,0.33,IT,LinkedIn
29452,556,2022,3,43515,27886,2186573,8.22,0.63,IT,LinkedIn
29453,546,2025,1,44635,1260,705554,12.23,0.62,IT,LinkedIn
29454,622,2025,2,34214,22190,1886827,22.2,0.21,IT,LinkedIn
29455,754,2020,1,8398,16932,2483855,1.38,0.92,IT,LinkedIn
29456,542,2019,2,38617,1051,1522757,22.72,0.37,IT,LinkedIn
29457,25,2023,3,16819,27540,1042720,17.34,0.44,IT,LinkedIn
29458,610,2025,3,49725,1882,2371296,24.93,0.26,IT,LinkedIn
29459,293,2020,2,23246,19569,899170,5.17,0.97,IT,LinkedIn
29460,155,2020,4,26341,20778,2080790,6.02,0.71,IT,LinkedIn
29461,925,2023,1,37911,13509,1628394,14.11,0.73,IT,LinkedIn
29462,392,2021,3,28417,2776,1344429,16.78,0.08,IT,LinkedIn
29463,23,2020,2,42232,20441,669612,2.68,0.09,IT,LinkedIn
29464,579,2023,3,30478,14039,1880811,19.41,0.58,IT,LinkedIn
29465,398,2022,3,46709,13482,929565,20.78,0.24,IT,LinkedIn
29466,450,2023,3,12887,23533,992532,20.91,0.59,IT,LinkedIn
29467,755,2020,1,36388,14535,2309605,7.99,0.81,IT,LinkedIn
29468,752,2019,1,42144,24685,529355,-4.09,0.65,IT,LinkedIn
29469,893,2022,2,35792,13114,1797672,24.41,0.43,IT,LinkedIn
29470,499,2025,4,22440,11447,450065,-1.68,0.99,IT,LinkedIn
29471,627,2019,3,49799,9725,1243187,11.63,0.67,IT,LinkedIn
29472,165,2019,4,39825,10921,448913,23.01,0.49,IT,LinkedIn
29473,15,2022,4,12628,23547,1850406,17.04,0.98,IT,LinkedIn
29474,502,2020,3,19084,7756,814853,12.63,0.43,IT,LinkedIn
29475,501,2024,4,13103,4928,1626014,12.71,0.04,IT,LinkedIn
29476,186,2020,1,11928,10104,998927,-3.49,0.09,IT,LinkedIn
29477,118,2019,3,41248,13921,855404,-0.88,0.83,IT,LinkedIn
29478,406,2019,4,8370,10743,1081951,21.88,0.21,IT,LinkedIn
29479,414,2023,1,48434,19838,2177492,23.52,0.86,IT,LinkedIn
29480,389,2019,4,43006,28659,2480725,14.52,0.6,IT,LinkedIn
29481,110,2021,2,24197,3473,1759369,16.75,0.52,IT,LinkedIn
29482,135,2024,1,27897,406,906725,1.58,0.01,IT,LinkedIn
29483,652,2019,3,45513,4552,1216101,2.53,0.67,IT,LinkedIn
29484,168,2019,3,34983,11006,468451,14.0,0.34,IT,LinkedIn
29485,465,2024,3,33568,10394,2314694,-1.88,0.16,IT,LinkedIn
29486,695,2020,4,33901,14926,2421927,5.41,0.49,IT,LinkedIn
29487,888,2023,4,23298,8718,913432,14.22,0.73,IT,LinkedIn
29488,587,2024,1,41073,16819,727953,22.6,0.62,IT,LinkedIn
29489,125,2024,1,28978,4541,2363836,1.16,0.4,IT,LinkedIn
29490,933,2021,2,26306,4877,1859967,8.18,0.78,IT,LinkedIn
29491,383,2020,2,15322,14198,1575588,21.37,0.21,IT,LinkedIn
29492,137,2024,3,43448,22701,681742,19.73,0.26,IT,LinkedIn
29493,640,2024,3,24180,9054,1436484,-2.39,0.12,IT,LinkedIn
29494,44,2021,4,31895,28591,2235274,11.67,0.64,IT,LinkedIn
29495,445,2020,4,40701,18983,412025,1.73,0.87,IT,LinkedIn
29496,211,2023,4,39726,25076,451556,8.82,0.66,IT,LinkedIn
29497,88,2020,1,1219,9842,657828,7.13,0.07,IT,LinkedIn
29498,425,2019,3,14370,20748,1143208,23.82,0.38,IT,LinkedIn
29499,634,2025,2,36577,2571,1963810,4.21,0.8,IT,LinkedIn
29500,415,2021,4,9778,14320,938190,24.4,0.47,IT,LinkedIn
29501,983,2022,1,49115,1607,963706,2.41,0.86,IT,LinkedIn
29502,941,2025,2,35702,28687,2142878,21.26,0.07,IT,LinkedIn
29503,83,2022,2,19923,1041,2304697,-0.62,0.41,IT,LinkedIn
29504,415,2020,4,16684,8051,2410858,19.2,0.46,IT,LinkedIn
29505,90,2022,4,48792,20838,894192,4.05,0.65,IT,LinkedIn
29506,997,2023,1,16034,18282,523728,-2.08,0.08,IT,LinkedIn
29507,525,2023,3,48308,2459,896994,15.08,0.32,IT,LinkedIn
29508,917,2021,3,44583,868,1205603,-0.15,0.77,IT,LinkedIn
29509,654,2025,4,24417,2906,1745205,5.89,0.06,IT,LinkedIn
29510,282,2023,2,33376,9917,2492999,9.35,0.18,IT,LinkedIn
29511,99,2025,1,1202,1091,890293,24.71,0.17,IT,LinkedIn
29512,194,2024,4,11374,7270,629192,-4.0,0.7,IT,LinkedIn
29513,502,2019,4,49317,2962,1374689,16.81,0.25,IT,LinkedIn
29514,207,2025,1,3168,27237,1257281,6.77,0.27,IT,LinkedIn
29515,910,2024,3,27935,19025,1121595,5.79,0.3,IT,LinkedIn
29516,842,2020,3,31504,20995,1119780,2.74,0.44,IT,LinkedIn
29517,806,2022,3,8268,7523,966763,8.26,0.45,IT,LinkedIn
29518,975,2019,2,31358,7794,2478794,9.36,0.96,IT,LinkedIn
29519,766,2024,4,28629,6737,1686573,18.32,0.39,IT,LinkedIn
29520,568,2024,1,3444,13745,1644693,12.46,0.47,IT,LinkedIn
29521,423,2024,3,20474,2980,1228142,-3.79,0.23,IT,LinkedIn
29522,225,2022,3,48016,20167,925715,24.34,0.32,IT,LinkedIn
29523,344,2022,2,10024,4604,1062062,22.26,0.73,IT,LinkedIn
29524,375,2023,4,9077,14367,419513,7.3,0.32,IT,LinkedIn
29525,229,2025,1,35075,8293,2102293,7.17,0.46,IT,LinkedIn
29526,961,2020,1,26146,19365,1367648,6.94,0.89,IT,LinkedIn
29527,487,2024,3,49376,9502,1686453,12.08,0.01,IT,LinkedIn
29528,693,2025,3,928,6599,2348960,12.59,0.46,IT,LinkedIn
29529,362,2025,4,15198,4884,504404,5.25,0.46,IT,LinkedIn
29530,647,2025,2,30146,9886,2001709,18.66,0.58,IT,LinkedIn
29531,824,2024,1,6571,20563,1119478,-1.36,0.05,IT,LinkedIn
29532,160,2020,2,24327,8064,796071,9.18,0.47,IT,LinkedIn
29533,920,2020,3,45371,17014,1448061,14.02,0.93,IT,LinkedIn
29534,644,2019,4,31915,14857,2353993,11.65,0.18,IT,LinkedIn
29535,568,2019,2,22612,1789,1676295,-3.28,0.89,IT,LinkedIn
29536,80,2022,1,7499,7442,1212181,14.49,0.47,IT,LinkedIn
29537,799,2019,1,6614,28585,1104228,15.41,0.25,IT,LinkedIn
29538,845,2024,4,9983,19711,423174,20.99,1.0,IT,LinkedIn
29539,92,2025,3,42927,25161,1773781,1.02,0.97,IT,LinkedIn
29540,244,2022,3,12266,26625,2327385,4.52,0.14,IT,LinkedIn
29541,822,2019,3,25267,25659,1574544,24.79,0.23,IT,LinkedIn
29542,174,2021,1,22435,14260,1941495,-2.72,0.13,IT,LinkedIn
29543,291,2024,4,49468,9743,2367163,19.59,0.49,IT,LinkedIn
29544,347,2025,1,9876,28656,929190,-0.77,0.6,IT,LinkedIn
29545,605,2020,2,23379,18178,917364,-1.93,0.75,IT,LinkedIn
29546,538,2024,2,41273,16723,484130,12.56,0.31,IT,LinkedIn
29547,779,2025,3,30979,18126,1490223,7.51,0.42,IT,LinkedIn
29548,989,2023,3,38793,11905,518562,22.12,0.51,IT,LinkedIn
29549,121,2021,3,3930,10724,2048712,4.98,0.39,IT,LinkedIn
29550,663,2020,3,16702,20971,635155,3.7,0.85,IT,LinkedIn
29551,117,2019,3,5055,28752,464981,20.04,0.06,IT,LinkedIn
29552,309,2019,2,33163,11383,1416888,4.5,0.07,IT,LinkedIn
29553,88,2025,1,8431,6685,1034309,11.73,0.61,IT,LinkedIn
29554,522,2023,3,3710,17533,1243658,9.85,0.41,IT,LinkedIn
29555,227,2024,4,11867,9304,1316684,-3.47,0.45,IT,LinkedIn
29556,111,2023,3,30511,22032,862684,17.91,0.19,IT,LinkedIn
29557,808,2024,1,19230,22452,1275311,-0.4,0.94,IT,LinkedIn
29558,814,2023,1,12065,16850,932685,12.34,0.11,IT,LinkedIn
29559,550,2020,1,34995,24695,1075135,7.31,0.34,IT,LinkedIn
29560,20,2021,2,41140,21743,973935,-1.42,0.58,IT,LinkedIn
29561,289,2023,2,45977,26559,2427461,16.97,0.23,IT,LinkedIn
29562,507,2025,4,37970,18931,1891210,-4.05,0.7,IT,LinkedIn
29563,835,2020,3,822,20036,1323625,20.9,0.46,IT,LinkedIn
29564,385,2021,3,27860,25036,518041,9.03,0.6,IT,LinkedIn
29565,610,2022,2,7585,20021,957368,16.94,0.77,IT,LinkedIn
29566,284,2021,2,17016,10881,1769854,19.44,0.68,IT,LinkedIn
29567,680,2021,2,48613,11354,1670860,10.87,0.8,IT,LinkedIn
29568,766,2023,2,42709,3356,1943055,21.72,0.27,IT,LinkedIn
29569,353,2024,3,3284,3578,1617909,-0.67,0.98,IT,LinkedIn
29570,68,2021,3,17219,13498,655961,-0.81,0.13,IT,LinkedIn
29571,350,2023,1,47285,29308,1173824,-0.71,0.2,IT,LinkedIn
29572,153,2022,2,37955,22167,551955,23.97,0.29,IT,LinkedIn
29573,416,2020,2,7959,520,1797459,16.5,0.65,IT,LinkedIn
29574,128,2022,2,26155,12831,518491,4.74,0.8,IT,LinkedIn
29575,136,2024,4,30915,26794,502312,-0.84,0.83,IT,LinkedIn
29576,95,2019,4,34530,9658,652004,8.01,0.48,IT,LinkedIn
29577,105,2020,2,20895,13413,2103376,-1.65,0.79,IT,LinkedIn
29578,798,2025,4,10692,19922,1693807,11.81,0.48,IT,LinkedIn
29579,649,2025,1,11100,577,1400859,8.28,0.59,IT,LinkedIn
29580,736,2021,1,36506,16935,1023421,7.13,0.96,IT,LinkedIn
29581,915,2023,3,14585,1532,647263,0.13,0.92,IT,LinkedIn
29582,631,2022,3,34936,4720,1540109,-0.48,0.61,IT,LinkedIn
29583,877,2022,3,15172,10378,1419691,-0.7,0.33,IT,LinkedIn
29584,68,2021,2,25940,24254,1367282,18.17,0.67,IT,LinkedIn
29585,686,2025,3,9764,28485,891372,18.24,0.23,IT,LinkedIn
29586,691,2023,1,40725,12594,1751498,-1.13,0.94,IT,LinkedIn
29587,522,2025,2,24502,5739,2356430,18.47,0.36,IT,LinkedIn
29588,434,2019,3,5241,3423,1725916,4.86,0.1,IT,LinkedIn
29589,3,2024,4,46297,1054,1391573,9.06,0.7,IT,LinkedIn
29590,200,2019,2,6348,4524,681861,16.09,0.08,IT,LinkedIn
29591,758,2022,3,46998,26565,647756,8.73,0.39,IT,LinkedIn
29592,342,2021,3,44881,4568,1344114,15.05,0.47,IT,LinkedIn
29593,171,2020,2,13420,18336,1249848,7.41,0.44,IT,LinkedIn
29594,967,2024,2,33788,21363,2445941,-2.53,0.49,IT,LinkedIn
29595,606,2021,1,14311,14546,991161,-0.2,0.73,IT,LinkedIn
29596,0,2022,4,37667,4790,2452025,-3.05,0.11,IT,LinkedIn
29597,228,2025,4,44633,3854,1447828,9.83,0.36,IT,LinkedIn
29598,294,2025,2,28564,23408,1519039,14.8,0.28,IT,LinkedIn
29599,760,2025,3,4698,15476,1871336,6.46,0.26,IT,LinkedIn
29600,89,2020,2,38616,12419,1585167,-0.58,0.72,IT,LinkedIn
29601,702,2023,4,38488,14300,2233329,10.31,0.28,IT,LinkedIn
29602,498,2021,2,1696,25507,1927629,21.18,0.86,IT,LinkedIn
29603,6,2025,3,17596,8843,625801,2.51,0.03,IT,LinkedIn
29604,974,2021,2,1931,22868,2045891,24.22,0.31,IT,LinkedIn
29605,990,2025,3,30700,25460,1179409,16.8,0.85,IT,LinkedIn
29606,909,2019,2,37500,15020,2037154,-0.41,0.86,IT,LinkedIn
29607,457,2022,3,16905,1762,1993472,-1.31,0.06,IT,LinkedIn
29608,384,2021,4,1159,19651,509444,0.93,0.4,IT,LinkedIn
29609,977,2020,2,35797,25386,2198678,2.35,0.25,IT,LinkedIn
29610,705,2021,3,42147,22403,935603,1.19,0.67,IT,LinkedIn
29611,410,2020,2,3354,24201,509806,19.07,0.05,IT,LinkedIn
29612,115,2022,1,13346,18890,439548,20.0,0.77,IT,LinkedIn
29613,911,2024,2,42546,28434,686422,16.19,0.72,IT,LinkedIn
29614,660,2021,1,40206,13124,2418937,20.86,0.72,IT,LinkedIn
29615,214,2023,2,29165,29589,1492363,-3.42,0.11,IT,LinkedIn
29616,128,2023,1,31400,25984,945027,0.58,0.34,IT,LinkedIn
29617,697,2023,1,25341,8242,1885318,8.42,0.44,IT,LinkedIn
29618,561,2022,4,15974,15244,723963,21.28,0.6,IT,LinkedIn
29619,892,2021,2,22555,28913,1217685,3.49,0.09,IT,LinkedIn
29620,195,2023,3,7375,25756,1940836,10.57,0.13,IT,LinkedIn
29621,505,2023,3,39806,13033,2016825,14.27,0.96,IT,LinkedIn
29622,885,2025,3,2684,25759,988033,22.6,0.66,IT,LinkedIn
29623,284,2019,2,47697,20213,1786202,21.96,0.24,IT,LinkedIn
29624,119,2025,4,1033,16646,1566354,1.73,0.24,IT,LinkedIn
29625,462,2023,2,23710,24957,2010205,9.23,0.34,IT,LinkedIn
29626,729,2022,4,27331,8648,470234,-4.07,0.88,IT,LinkedIn
29627,427,2024,2,38926,11457,1928279,16.41,0.85,IT,LinkedIn
29628,993,2020,2,12167,4716,1869773,8.85,0.47,IT,LinkedIn
29629,973,2021,3,31011,20821,1026633,14.98,0.74,IT,LinkedIn
29630,806,2020,2,11914,11694,1642044,14.49,0.26,IT,LinkedIn
29631,32,2023,4,24806,19455,1985259,22.86,0.26,IT,LinkedIn
29632,117,2021,4,41031,18440,1697252,0.4,0.75,IT,LinkedIn
29633,872,2020,2,5530,659,550190,23.79,0.85,IT,LinkedIn
29634,387,2020,1,35347,9070,1147347,13.17,0.48,IT,LinkedIn
29635,425,2022,1,45119,29710,2430057,-3.34,0.3,IT,LinkedIn
29636,545,2024,1,9127,18440,1255741,15.73,0.5,IT,LinkedIn
29637,747,2025,1,22312,26431,802040,10.61,0.73,IT,LinkedIn
29638,792,2022,2,18798,25742,2314166,9.3,0.38,IT,LinkedIn
29639,433,2019,1,2833,29026,1910434,11.97,0.36,IT,LinkedIn
29640,429,2023,4,36597,19215,836186,20.14,0.02,IT,LinkedIn
29641,367,2020,3,18683,1529,885488,5.52,0.36,IT,LinkedIn
29642,445,2020,3,10402,20028,2354845,15.8,0.32,IT,LinkedIn
29643,670,2023,2,25729,8492,2123948,3.65,0.49,IT,LinkedIn
29644,606,2019,3,12090,8555,2012226,23.98,0.0,IT,LinkedIn
29645,763,2020,1,38390,25299,1418181,3.36,0.77,IT,LinkedIn
29646,834,2019,1,12681,25376,676860,15.44,0.46,IT,LinkedIn
29647,715,2020,3,35322,14714,2219807,22.67,0.93,IT,LinkedIn
29648,865,2025,3,38739,21530,1700457,-1.89,0.04,IT,LinkedIn
29649,440,2022,4,2169,1541,2118602,15.24,0.83,IT,LinkedIn
29650,800,2024,1,15735,22631,1702344,23.29,0.01,IT,LinkedIn
29651,630,2025,4,33729,12360,1197657,1.14,0.86,IT,LinkedIn
