path_id,current_role_id,next_role_id,transition_difficulty_score,required_additional_skills,required_experience_years,recommended_certifications,average_transition_time_months,salary_growth_percent,role_similarity_score
31932,609,347,0.93,"743,982,865",2,AWS Certification,9,35,0.24
31933,735,464,0.04,"453,289,145",4,AWS Certification,16,76,0.2
31934,34,569,0.08,"672,762,545",4,AWS Certification,20,74,0.82
31935,553,112,0.39,"543,65,82",4,AWS Certification,21,29,0.4
31936,71,257,0.32,"994,887,16",5,AWS Certification,20,43,0.51
31937,187,921,0.06,"247,20,166",3,AWS Certification,7,78,0.39
31938,415,125,0.27,"791,39,63",4,AWS Certification,6,63,1.0
31939,850,610,0.12,"178,293,562",1,AWS Certification,7,78,0.34
31940,847,306,0.54,"2,112,147",1,AWS Certification,13,53,0.13
31941,801,979,0.89,"681,421,865",5,AWS Certification,14,55,0.04
31942,332,478,0.98,"17,53,379",4,AWS Certification,8,68,0.84
31943,739,67,0.83,"313,186,30",4,AWS Certification,6,12,0.09
31944,233,806,0.08,"380,839,509",2,AWS Certification,24,71,0.18
31945,217,903,0.26,"50,476,954",1,AWS Certification,12,49,0.41
31946,425,958,0.01,"645,783,330",2,AWS Certification,17,71,0.72
31947,805,997,0.71,"99,758,849",2,AWS Certification,19,74,0.43
31948,925,517,0.73,"874,172,459",2,AWS Certification,12,55,0.55
31949,952,551,0.03,"351,265,48",5,AWS Certification,18,18,0.7
31950,354,772,0.32,"693,977,284",1,AWS Certification,24,24,0.32
31951,911,12,0.65,"211,420,970",3,AWS Certification,9,25,0.41
31952,36,499,0.12,"935,833,493",3,AWS Certification,10,56,0.95
31953,684,917,0.52,"112,695,310",1,AWS Certification,15,17,0.72
31954,888,758,0.62,"26,477,836",5,AWS Certification,20,64,0.21
31955,508,758,0.0,"115,221,895",3,AWS Certification,18,21,0.35
31956,625,935,0.91,"778,213,385",5,AWS Certification,18,37,0.44
31957,952,26,0.8,"516,13,807",5,AWS Certification,12,14,0.13
31958,308,979,0.43,"111,583,835",1,AWS Certification,21,36,0.02
31959,228,579,0.6,"925,310,542",2,AWS Certification,8,44,0.73
31960,344,317,0.96,"884,98,929",2,AWS Certification,19,23,0.27
31961,116,514,1.0,"157,909,97",2,AWS Certification,13,61,0.45
31962,255,571,0.08,"315,292,498",3,AWS Certification,12,33,0.42
31963,409,429,0.99,"466,405,213",2,AWS Certification,22,76,0.48
31964,59,41,0.28,"113,964,701",1,AWS Certification,14,33,0.61
31965,498,870,0.52,"718,843,747",3,AWS Certification,18,66,0.17
31966,551,624,0.96,"656,235,470",4,AWS Certification,16,44,0.7
31967,287,371,0.85,"691,511,963",1,AWS Certification,9,73,0.32
31968,600,588,0.07,"101,883,564",3,AWS Certification,19,27,0.83
31969,671,280,0.3,"342,355,392",4,AWS Certification,15,42,0.82
31970,165,482,0.14,"179,963,884",2,AWS Certification,21,24,0.63
31971,230,737,0.53,"899,29,875",1,AWS Certification,6,34,0.85
31972,1,552,0.01,"664,412,307",4,AWS Certification,6,24,0.32
31973,430,857,0.11,"615,705,408",5,AWS Certification,16,70,0.05
31974,816,712,0.69,"67,295,656",2,AWS Certification,17,46,0.08
31975,565,85,0.05,"532,808,209",4,AWS Certification,6,25,0.39
31976,567,107,0.86,"613,4,988",2,AWS Certification,16,57,0.78
31977,37,570,0.29,"629,731,67",2,AWS Certification,16,58,0.43
31978,253,969,0.51,"21,155,460",2,AWS Certification,20,59,0.27
31979,777,567,0.79,"1000,11,862",1,AWS Certification,17,80,0.5
31980,91,256,0.86,"888,151,323",3,AWS Certification,21,28,0.49
31981,621,785,0.5,"97,586,800",2,AWS Certification,22,38,0.36
31982,516,47,0.51,"10,230,340",3,AWS Certification,8,23,0.84
31983,803,542,0.82,"881,163,313",5,AWS Certification,14,41,0.03
31984,59,21,0.92,"988,238,438",2,AWS Certification,17,47,0.06
31985,134,724,0.55,"296,712,627",4,AWS Certification,10,43,0.64
31986,383,600,0.69,"99,479,689",5,AWS Certification,9,34,0.9
31987,672,670,0.35,"84,506,341",5,AWS Certification,22,77,0.2
31988,825,610,0.49,"619,342,936",1,AWS Certification,21,22,0.06
31989,395,433,0.41,"462,957,297",3,AWS Certification,16,11,0.66
31990,667,972,0.83,"692,437,761",5,AWS Certification,17,51,0.52
31991,49,526,0.53,"475,985,564",4,AWS Certification,10,41,0.72
31992,473,788,0.45,"679,696,959",5,AWS Certification,23,34,0.63
31993,456,716,0.47,"950,986,812",2,AWS Certification,17,32,0.94
31994,929,510,0.95,"148,528,328",3,AWS Certification,9,61,0.2
31995,744,536,0.83,"889,946,304",3,AWS Certification,7,15,0.92
31996,815,865,0.73,"771,825,697",3,AWS Certification,11,64,0.1
31997,249,552,0.75,"131,197,158",4,AWS Certification,14,13,0.1
31998,280,306,0.18,"622,99,21",4,AWS Certification,7,75,0.56
31999,590,899,0.99,"742,273,397",3,AWS Certification,9,19,0.26
32000,417,762,0.62,"146,198,603",3,AWS Certification,14,48,0.92
32001,10,635,0.95,"269,946,968",5,AWS Certification,23,35,0.32
32002,726,761,0.16,"382,681,925",4,AWS Certification,13,44,0.91
32003,241,633,0.94,"457,903,635",5,AWS Certification,7,26,0.25
32004,527,718,0.36,"630,480,331",2,AWS Certification,7,52,0.75
32005,905,546,0.46,"600,537,919",3,AWS Certification,8,43,0.84
32006,433,714,0.11,"839,78,150",2,AWS Certification,12,80,0.94
32007,240,357,0.56,"186,402,834",1,AWS Certification,14,55,0.24
32008,359,874,0.84,"607,780,710",2,AWS Certification,7,47,0.18
32009,227,778,0.98,"637,218,131",4,AWS Certification,8,36,0.17
32010,558,635,0.07,"381,797,749",2,AWS Certification,14,78,0.01
32011,985,785,0.67,"206,422,860",1,AWS Certification,24,19,0.69
32012,361,951,0.06,"241,178,302",1,AWS Certification,17,40,0.59
32013,480,756,0.73,"9,748,203",4,AWS Certification,16,34,0.68
32014,528,603,0.26,"683,241,244",2,AWS Certification,24,31,0.56
32015,647,81,0.42,"798,882,231",1,AWS Certification,18,18,0.89
32016,891,162,0.41,"510,23,420",1,AWS Certification,7,74,0.0
32017,628,918,0.92,"957,820,782",1,AWS Certification,23,77,0.94
32018,837,133,0.77,"341,689,883",5,AWS Certification,17,43,0.12
32019,178,428,0.54,"576,606,890",2,AWS Certification,15,23,0.83
32020,573,671,0.49,"845,259,59",1,AWS Certification,15,22,0.45
32021,175,694,0.43,"732,969,979",3,AWS Certification,17,12,0.04
32022,416,903,0.57,"167,897,433",4,AWS Certification,14,21,0.3
32023,709,898,0.77,"136,922,838",5,AWS Certification,8,44,0.43
32024,672,434,0.75,"153,257,211",2,AWS Certification,18,59,0.96
32025,164,958,0.89,"751,113,72",5,AWS Certification,12,45,0.85
32026,884,197,0.07,"71,87,781",5,AWS Certification,23,76,0.82
32027,580,777,0.16,"485,392,873",4,AWS Certification,22,50,0.37
32028,343,616,0.4,"395,437,936",1,AWS Certification,21,72,0.73
32029,229,445,0.06,"887,126,236",2,AWS Certification,16,25,0.95
32030,380,323,0.21,"185,61,553",4,AWS Certification,9,76,0.24
32031,215,833,0.45,"941,929,524",5,AWS Certification,24,73,0.77
32032,488,735,0.2,"66,495,801",1,AWS Certification,18,14,0.23
32033,984,908,0.32,"448,713,929",5,AWS Certification,17,49,0.97
32034,373,57,0.53,"960,337,963",1,AWS Certification,20,14,0.52
32035,511,531,0.21,"603,468,895",2,AWS Certification,12,42,0.45
32036,604,36,0.93,"898,242,337",2,AWS Certification,9,38,0.22
32037,130,569,0.56,"215,276,569",4,AWS Certification,9,39,0.16
32038,838,890,0.33,"412,98,415",4,AWS Certification,6,78,0.82
32039,648,869,0.36,"638,602,308",1,AWS Certification,8,77,0.14
32040,668,427,0.79,"91,108,99",1,AWS Certification,18,74,0.33
32041,493,238,0.91,"893,292,768",5,AWS Certification,11,38,0.02
32042,349,965,0.95,"697,884,952",5,AWS Certification,12,40,0.93
32043,176,699,0.32,"469,945,263",3,AWS Certification,9,70,0.0
32044,343,870,0.45,"531,808,268",2,AWS Certification,6,29,0.99
32045,401,146,0.27,"966,936,792",2,AWS Certification,13,53,0.35
32046,337,961,0.76,"659,587,710",2,AWS Certification,20,31,0.81
32047,247,520,0.95,"855,493,496",5,AWS Certification,24,70,0.82
32048,184,337,0.41,"737,136,169",4,AWS Certification,18,32,0.46
32049,957,549,0.39,"437,610,934",1,AWS Certification,12,51,0.5
32050,295,805,0.8,"153,274,589",4,AWS Certification,9,66,0.11
32051,83,195,0.07,"447,60,266",4,AWS Certification,13,27,0.31
32052,71,770,0.89,"376,196,327",2,AWS Certification,13,77,0.62
32053,906,592,0.06,"219,630,699",2,AWS Certification,12,67,0.96
32054,689,89,0.83,"495,205,27",3,AWS Certification,11,31,0.94
32055,603,660,0.24,"25,821,693",1,AWS Certification,22,79,0.01
32056,798,219,0.69,"47,161,810",3,AWS Certification,17,53,0.36
32057,44,551,0.76,"693,444,116",3,AWS Certification,14,30,0.05
32058,85,971,0.76,"163,815,335",2,AWS Certification,21,60,0.96
32059,893,615,0.65,"644,836,830",5,AWS Certification,9,17,0.5
32060,666,196,0.35,"876,777,137",2,AWS Certification,10,13,0.32
32061,814,325,0.13,"110,594,763",4,AWS Certification,6,42,0.64
32062,647,750,0.29,"535,362,34",5,AWS Certification,21,27,0.84
32063,885,682,0.76,"0,533,400",2,AWS Certification,14,25,0.11
32064,321,191,0.64,"501,700,158",2,AWS Certification,20,22,0.26
32065,623,38,0.78,"561,804,114",1,AWS Certification,6,40,0.5
32066,981,813,0.79,"880,211,916",2,AWS Certification,9,48,0.18
32067,851,683,0.13,"49,721,549",5,AWS Certification,8,64,0.5
32068,368,733,0.62,"98,719,122",5,AWS Certification,6,50,0.3
32069,879,35,0.96,"648,365,904",5,AWS Certification,11,58,0.78
32070,253,336,0.67,"833,494,451",5,AWS Certification,15,11,0.49
32071,380,302,0.68,"8,217,518",4,AWS Certification,17,13,0.48
32072,761,379,0.85,"919,308,794",2,AWS Certification,13,25,0.28
32073,265,424,0.54,"349,549,462",5,AWS Certification,9,51,0.85
32074,425,662,0.48,"0,786,244",5,AWS Certification,19,20,0.79
32075,965,620,0.73,"200,412,740",2,AWS Certification,17,34,0.62
32076,922,520,0.02,"455,665,848",2,AWS Certification,8,19,0.72
32077,700,583,0.93,"336,752,410",1,AWS Certification,24,36,0.52
32078,155,131,0.37,"353,377,393",3,AWS Certification,16,25,0.75
32079,783,741,0.93,"998,448,297",5,AWS Certification,20,60,0.88
32080,180,460,0.47,"99,83,716",1,AWS Certification,13,43,0.6
32081,25,933,0.5,"811,926,609",4,AWS Certification,24,24,0.62
32082,417,132,0.06,"166,215,807",4,AWS Certification,6,69,0.94
32083,600,658,0.95,"985,992,331",4,AWS Certification,21,80,0.58
32084,588,779,0.68,"2,470,79",1,AWS Certification,10,32,0.27
32085,892,145,0.8,"795,819,147",5,AWS Certification,22,23,0.73
32086,299,829,0.29,"411,859,504",4,AWS Certification,11,25,0.32
32087,1,432,0.53,"457,738,618",5,AWS Certification,13,42,0.1
32088,726,660,0.31,"269,132,633",2,AWS Certification,20,65,0.41
32089,754,458,0.81,"166,720,487",2,AWS Certification,13,57,0.57
32090,489,133,0.7,"725,206,453",5,AWS Certification,10,48,0.25
32091,840,441,0.93,"605,523,900",1,AWS Certification,6,79,0.42
32092,393,801,0.51,"784,713,667",3,AWS Certification,23,26,0.09
32093,901,314,0.39,"116,267,922",1,AWS Certification,9,32,0.87
32094,778,96,0.58,"444,781,234",3,AWS Certification,20,15,0.35
32095,852,785,0.2,"282,269,571",5,AWS Certification,21,57,0.87
32096,570,232,0.72,"117,81,648",1,AWS Certification,18,44,0.3
32097,57,715,0.54,"648,342,195",3,AWS Certification,22,56,0.64
32098,855,531,0.68,"133,639,905",5,AWS Certification,16,52,0.17
32099,453,410,0.74,"635,923,486",2,AWS Certification,18,18,0.66
32100,699,182,0.31,"624,404,229",1,AWS Certification,17,26,0.66
32101,364,530,0.29,"42,914,502",3,AWS Certification,11,65,0.53
32102,178,153,0.86,"817,903,395",4,AWS Certification,16,69,0.21
32103,936,295,0.45,"501,480,114",5,AWS Certification,24,60,0.9
32104,489,422,0.5,"996,571,377",5,AWS Certification,22,21,0.81
32105,265,128,0.13,"374,857,700",5,AWS Certification,10,40,0.18
32106,515,368,0.89,"750,776,835",2,AWS Certification,23,55,0.27
32107,123,188,0.27,"548,510,705",2,AWS Certification,10,50,0.02
32108,20,655,0.93,"97,47,399",4,AWS Certification,8,14,0.91
32109,316,105,0.27,"932,367,536",3,AWS Certification,20,56,0.91
32110,287,641,0.73,"930,23,501",2,AWS Certification,9,48,0.67
32111,605,854,0.47,"509,424,994",3,AWS Certification,19,23,0.84
32112,744,317,0.48,"184,509,833",4,AWS Certification,17,55,0.91
32113,681,290,0.6,"338,926,425",4,AWS Certification,12,28,0.16
32114,303,989,0.72,"42,522,332",4,AWS Certification,8,42,0.38
32115,421,295,0.37,"887,368,415",1,AWS Certification,15,60,0.96
32116,817,563,0.29,"353,736,552",3,AWS Certification,6,80,0.05
32117,940,125,0.47,"331,111,490",5,AWS Certification,18,35,0.59
32118,506,142,0.9,"791,110,530",5,AWS Certification,12,47,0.07
32119,229,978,0.87,"671,532,509",2,AWS Certification,15,28,0.81
32120,750,40,0.92,"225,669,802",4,AWS Certification,24,24,0.08
32121,738,529,0.33,"876,295,424",3,AWS Certification,8,49,0.79
32122,115,501,0.42,"177,694,834",4,AWS Certification,14,68,0.71
32123,965,278,0.54,"158,366,437",4,AWS Certification,15,10,0.62
32124,175,137,0.62,"385,367,334",1,AWS Certification,23,32,0.98
32125,56,882,0.98,"105,65,288",2,AWS Certification,17,34,0.12
32126,292,480,0.98,"424,314,99",2,AWS Certification,7,19,0.4
32127,961,928,0.19,"686,481,930",2,AWS Certification,22,25,0.09
32128,761,458,0.06,"38,509,550",5,AWS Certification,17,68,0.14
32129,406,986,0.41,"20,195,167",2,AWS Certification,8,10,0.05
32130,112,624,0.34,"419,291,16",5,AWS Certification,11,47,0.98
32131,454,41,0.18,"853,471,546",3,AWS Certification,8,18,0.42
32132,626,867,0.51,"302,593,658",2,AWS Certification,7,77,0.81
32133,865,768,0.84,"373,366,823",3,AWS Certification,18,26,0.27
32134,812,323,0.69,"60,449,872",2,AWS Certification,11,57,0.91
32135,91,596,0.41,"705,655,185",4,AWS Certification,14,45,0.6
32136,513,796,0.71,"84,607,555",4,AWS Certification,15,63,0.06
32137,449,842,0.93,"614,458,533",4,AWS Certification,23,15,0.93
32138,439,794,0.81,"431,211,449",5,AWS Certification,14,70,0.57
32139,746,39,0.65,"294,449,167",1,AWS Certification,9,52,0.51
32140,870,812,0.35,"542,796,600",3,AWS Certification,7,11,0.72
32141,834,138,0.68,"868,335,112",3,AWS Certification,22,72,0.31
32142,389,311,0.38,"126,992,200",4,AWS Certification,24,53,0.81
32143,637,363,0.19,"141,468,153",4,AWS Certification,6,79,0.23
32144,836,393,0.82,"161,241,416",3,AWS Certification,11,40,0.84
32145,272,434,0.48,"313,645,563",1,AWS Certification,24,42,0.88
32146,418,333,0.71,"80,31,790",2,AWS Certification,7,57,0.85
32147,820,127,0.98,"314,136,452",4,AWS Certification,24,24,0.36
32148,445,201,0.37,"726,316,809",5,AWS Certification,22,13,0.35
32149,327,120,0.8,"0,212,412",1,AWS Certification,21,66,0.81
32150,33,287,0.52,"387,395,192",5,AWS Certification,20,30,0.71
32151,199,799,0.56,"429,751,617",1,AWS Certification,15,58,0.54
32152,330,361,0.02,"132,420,252",3,AWS Certification,20,29,0.52
32153,450,916,0.04,"868,307,700",5,AWS Certification,19,60,0.88
32154,602,297,0.07,"205,463,422",4,AWS Certification,16,46,0.47
32155,281,85,0.01,"135,214,841",4,AWS Certification,17,61,0.44
32156,761,946,0.78,"704,158,475",1,AWS Certification,20,42,0.97
32157,100,9,0.91,"374,772,124",2,AWS Certification,20,33,0.5
32158,245,441,0.28,"251,824,766",1,AWS Certification,18,51,0.61
32159,353,773,0.39,"53,813,500",1,AWS Certification,24,23,0.9
32160,95,847,0.97,"316,240,94",1,AWS Certification,7,74,0.61
32161,953,546,0.52,"257,713,845",4,AWS Certification,15,61,0.48
32162,999,899,0.83,"803,262,576",5,AWS Certification,13,67,0.04
32163,591,860,0.93,"86,384,688",1,AWS Certification,20,67,0.76
32164,526,582,0.67,"967,95,586",1,AWS Certification,12,23,0.27
32165,922,467,0.18,"179,313,219",2,AWS Certification,17,18,0.02
32166,479,289,0.97,"842,419,337",2,AWS Certification,6,34,0.54
32167,336,382,0.14,"587,664,489",4,AWS Certification,22,63,0.72
32168,215,296,0.27,"61,301,750",1,AWS Certification,19,51,0.06
32169,276,134,0.6,"194,33,493",3,AWS Certification,9,67,0.39
32170,112,941,0.46,"780,597,528",4,AWS Certification,14,61,0.98
32171,814,362,0.54,"140,317,103",2,AWS Certification,11,32,0.23
32172,152,293,0.78,"181,943,277",5,AWS Certification,7,39,0.49
32173,503,865,0.82,"103,217,279",3,AWS Certification,7,35,0.24
32174,85,820,0.53,"219,387,105",1,AWS Certification,19,70,0.61
32175,981,146,0.22,"845,477,666",4,AWS Certification,22,47,0.66
32176,748,121,0.05,"180,738,848",4,AWS Certification,20,27,0.31
32177,800,516,0.23,"198,966,946",1,AWS Certification,6,68,0.9
32178,436,796,0.61,"262,135,359",4,AWS Certification,19,61,0.16
32179,788,311,0.47,"967,865,381",5,AWS Certification,24,35,0.87
32180,144,909,0.58,"786,337,508",4,AWS Certification,17,79,0.21
32181,970,155,0.58,"138,9,134",3,AWS Certification,13,21,0.66
32182,604,188,0.6,"440,119,76",1,AWS Certification,9,21,0.44
32183,272,636,0.61,"466,776,250",5,AWS Certification,22,58,0.89
32184,919,20,0.62,"721,794,800",2,AWS Certification,16,56,0.39
32185,302,800,0.01,"737,223,408",1,AWS Certification,6,20,0.48
32186,159,619,0.86,"254,677,701",3,AWS Certification,11,25,0.73
32187,470,231,0.1,"302,781,237",3,AWS Certification,19,18,0.04
32188,480,59,0.24,"245,829,426",5,AWS Certification,20,77,0.08
32189,529,976,0.13,"782,284,695",1,AWS Certification,16,18,0.45
32190,928,593,0.39,"696,353,236",5,AWS Certification,12,19,0.46
32191,51,63,0.16,"880,475,462",1,AWS Certification,17,45,0.74
32192,539,157,0.39,"717,581,822",2,AWS Certification,8,27,0.75
32193,301,672,0.81,"251,954,485",5,AWS Certification,24,52,0.66
32194,612,198,0.99,"191,79,677",1,AWS Certification,10,15,0.17
32195,439,241,0.06,"734,203,690",5,AWS Certification,12,45,0.5
32196,450,418,0.19,"415,951,711",2,AWS Certification,19,19,0.29
32197,130,226,0.74,"231,883,458",2,AWS Certification,10,29,0.94
32198,295,104,0.6,"924,127,691",3,AWS Certification,22,42,0.74
32199,20,460,0.95,"687,851,754",5,AWS Certification,21,62,0.77
32200,399,383,0.84,"422,447,449",1,AWS Certification,9,56,0.39
32201,57,188,0.31,"613,521,845",2,AWS Certification,15,58,0.71
32202,690,781,0.89,"185,516,316",2,AWS Certification,21,77,0.67
32203,252,866,0.22,"367,897,564",3,AWS Certification,20,58,0.64
32204,708,221,0.48,"600,359,555",3,AWS Certification,13,49,0.69
32205,209,338,0.83,"860,190,529",5,AWS Certification,22,22,0.15
32206,573,608,0.87,"568,417,266",2,AWS Certification,6,36,0.35
32207,9,784,0.29,"387,960,334",1,AWS Certification,14,39,0.75
32208,731,106,0.07,"686,272,112",1,AWS Certification,13,40,0.36
32209,158,62,0.59,"914,5,625",3,AWS Certification,13,10,0.16
32210,565,935,0.3,"599,622,294",3,AWS Certification,14,13,0.14
32211,52,981,0.52,"733,932,45",4,AWS Certification,19,29,0.41
32212,950,468,0.12,"159,400,898",3,AWS Certification,19,33,0.96
32213,187,217,0.88,"327,831,983",4,AWS Certification,13,55,0.52
32214,399,255,0.07,"925,24,903",1,AWS Certification,23,62,0.28
32215,765,919,0.16,"245,747,220",2,AWS Certification,17,80,0.74
32216,274,432,0.04,"244,654,502",1,AWS Certification,23,46,0.32
32217,240,146,0.89,"680,841,414",3,AWS Certification,22,76,0.03
32218,899,399,0.99,"271,580,168",4,AWS Certification,13,29,0.5
32219,252,240,0.86,"126,603,326",1,AWS Certification,16,31,0.04
32220,805,432,0.48,"226,550,448",4,AWS Certification,6,10,0.32
32221,231,609,0.78,"61,532,639",4,AWS Certification,10,52,0.32
32222,40,622,0.35,"342,144,254",3,AWS Certification,20,32,0.11
32223,12,542,0.69,"559,609,288",4,AWS Certification,9,39,0.66
32224,106,389,0.7,"719,237,190",2,AWS Certification,14,55,0.8
32225,392,115,0.09,"222,71,311",3,AWS Certification,20,62,0.05
32226,769,589,0.26,"327,247,132",5,AWS Certification,22,25,0.41
32227,364,629,0.0,"468,803,647",3,AWS Certification,18,73,0.55
32228,376,991,0.52,"504,560,474",1,AWS Certification,10,67,0.42
32229,861,880,0.7,"582,454,885",4,AWS Certification,6,49,0.96
32230,305,979,0.04,"909,814,305",2,AWS Certification,8,63,0.26
32231,419,626,0.02,"983,235,566",3,AWS Certification,14,74,0.24
32232,536,255,0.41,"564,326,974",2,AWS Certification,9,46,0.28
32233,858,552,0.01,"448,934,542",4,AWS Certification,19,42,0.2
32234,242,361,0.43,"235,210,737",3,AWS Certification,6,61,0.88
32235,302,29,0.56,"734,834,374",4,AWS Certification,13,76,0.65
32236,832,804,0.28,"938,414,671",2,AWS Certification,20,27,0.43
32237,977,832,0.36,"481,20,42",1,AWS Certification,17,43,0.29
32238,799,217,0.92,"933,68,525",5,AWS Certification,16,54,0.07
32239,523,697,0.79,"345,129,814",2,AWS Certification,10,70,0.26
32240,45,696,0.55,"439,828,796",5,AWS Certification,6,32,0.51
32241,306,155,0.19,"63,267,164",3,AWS Certification,22,77,0.81
32242,996,18,0.3,"375,907,937",5,AWS Certification,15,41,0.26
32243,683,651,0.93,"32,590,660",5,AWS Certification,8,32,0.91
32244,615,416,0.97,"475,425,818",4,AWS Certification,15,73,0.33
32245,151,654,0.96,"571,652,126",4,AWS Certification,18,66,0.22
32246,4,306,0.27,"426,625,15",2,AWS Certification,10,71,0.71
32247,919,4,0.47,"49,813,362",3,AWS Certification,10,33,0.37
32248,987,36,0.18,"179,567,510",2,AWS Certification,17,79,0.99
32249,906,814,0.51,"628,380,159",5,AWS Certification,17,45,0.14
32250,807,605,0.65,"703,411,580",3,AWS Certification,14,66,0.36
32251,134,405,0.93,"953,795,160",3,AWS Certification,6,46,0.91
32252,629,51,0.24,"568,620,985",5,AWS Certification,21,49,0.14
32253,631,361,0.64,"243,853,183",3,AWS Certification,16,48,0.77
32254,509,775,0.71,"477,554,309",5,AWS Certification,11,78,0.46
32255,277,66,0.3,"108,186,239",2,AWS Certification,10,50,0.11
32256,778,530,0.17,"504,965,987",4,AWS Certification,20,37,0.63
32257,380,234,0.05,"376,853,384",4,AWS Certification,19,47,0.72
32258,628,90,0.97,"959,242,725",1,AWS Certification,11,30,0.57
32259,266,940,0.31,"329,501,964",4,AWS Certification,13,78,0.86
32260,758,596,0.58,"674,116,63",2,AWS Certification,12,72,0.37
32261,196,541,0.82,"701,365,906",5,AWS Certification,9,62,1.0
32262,250,854,0.61,"998,360,740",2,AWS Certification,11,80,0.84
32263,51,855,1.0,"437,745,122",4,AWS Certification,11,14,0.35
32264,653,578,1.0,"572,674,952",2,AWS Certification,9,75,0.06
32265,966,922,0.76,"688,91,545",2,AWS Certification,18,75,0.81
32266,731,26,0.1,"213,85,747",3,AWS Certification,15,51,0.44
32267,265,859,0.61,"874,23,310",4,AWS Certification,16,16,0.17
32268,265,668,0.2,"823,796,44",5,AWS Certification,24,36,0.74
32269,254,478,0.66,"502,56,311",3,AWS Certification,14,66,0.52
32270,371,461,0.24,"466,155,463",2,AWS Certification,15,79,0.34
32271,865,19,0.88,"457,28,872",5,AWS Certification,8,44,0.08
32272,725,460,0.67,"317,588,976",4,AWS Certification,24,79,0.37
32273,506,553,0.78,"615,280,175",2,AWS Certification,7,39,0.64
32274,481,127,0.36,"221,519,912",3,AWS Certification,10,51,0.03
32275,785,117,0.85,"980,491,828",4,AWS Certification,6,52,0.33
32276,840,960,0.87,"873,828,564",5,AWS Certification,8,73,0.85
32277,6,88,0.09,"541,181,413",2,AWS Certification,19,39,0.58
32278,74,28,0.73,"380,968,994",3,AWS Certification,8,34,0.55
32279,280,88,0.45,"901,627,97",1,AWS Certification,21,22,0.45
32280,227,778,0.05,"141,8,887",4,AWS Certification,24,60,0.21
32281,429,566,0.17,"823,488,879",2,AWS Certification,16,64,0.32
32282,261,628,0.25,"407,322,689",3,AWS Certification,20,19,0.7
32283,911,803,0.23,"507,644,539",5,AWS Certification,7,26,0.72
32284,72,779,0.82,"82,906,449",1,AWS Certification,22,80,0.16
32285,422,78,0.45,"445,623,74",3,AWS Certification,9,22,0.47
32286,199,412,0.93,"509,421,271",3,AWS Certification,24,15,0.65
32287,133,850,0.34,"569,654,302",2,AWS Certification,23,36,0.1
32288,12,770,0.13,"44,603,594",3,AWS Certification,10,50,0.72
32289,503,804,0.47,"577,311,633",1,AWS Certification,18,49,0.87
32290,130,133,0.37,"662,584,253",5,AWS Certification,13,25,0.43
32291,187,848,0.89,"580,437,474",5,AWS Certification,21,31,0.91
32292,645,636,0.88,"645,154,287",4,AWS Certification,22,47,0.25
32293,549,215,0.99,"53,98,123",1,AWS Certification,21,18,0.52
32294,315,137,0.0,"581,136,508",4,AWS Certification,6,27,0.58
32295,893,226,0.32,"264,142,767",4,AWS Certification,21,21,0.58
32296,248,612,0.23,"49,720,279",3,AWS Certification,9,44,0.08
32297,747,448,0.53,"676,555,498",4,AWS Certification,7,49,0.19
32298,460,277,0.59,"481,887,735",3,AWS Certification,9,79,0.64
32299,135,189,0.8,"442,773,895",4,AWS Certification,21,67,0.5
32300,732,328,0.89,"926,158,3",3,AWS Certification,22,41,0.29
32301,893,774,0.38,"460,23,366",5,AWS Certification,24,45,0.04
32302,535,630,0.94,"187,317,211",4,AWS Certification,22,39,0.26
32303,508,41,0.39,"664,794,27",1,AWS Certification,7,25,0.09
32304,257,922,0.07,"655,420,244",3,AWS Certification,21,52,0.5
32305,341,906,0.54,"361,56,762",4,AWS Certification,6,49,0.37
32306,871,604,0.31,"708,384,208",5,AWS Certification,12,23,0.09
32307,793,372,0.7,"580,795,284",5,AWS Certification,16,23,0.71
32308,898,617,0.7,"578,17,419",3,AWS Certification,15,11,0.22
32309,361,491,0.89,"878,756,510",1,AWS Certification,16,60,0.02
32310,748,156,0.3,"136,584,562",5,AWS Certification,9,33,0.74
32311,316,398,0.07,"766,769,918",1,AWS Certification,21,77,0.9
32312,216,370,0.78,"453,792,834",4,AWS Certification,10,59,0.33
32313,346,509,0.74,"548,99,4",3,AWS Certification,12,43,0.56
32314,717,852,0.31,"216,943,324",4,AWS Certification,16,58,0.33
32315,417,624,0.5,"473,157,549",2,AWS Certification,19,53,0.44
32316,68,141,0.05,"882,445,574",5,AWS Certification,11,66,0.34
32317,977,441,0.8,"459,514,17",2,AWS Certification,23,14,0.15
32318,950,335,0.59,"215,7,495",4,AWS Certification,20,62,0.66
32319,632,1000,0.72,"713,181,258",2,AWS Certification,22,67,0.1
32320,199,411,0.48,"423,983,694",4,AWS Certification,20,38,0.59
32321,495,410,0.74,"820,820,297",5,AWS Certification,6,14,0.73
32322,331,231,0.98,"956,485,385",5,AWS Certification,20,64,0.2
32323,894,68,0.91,"955,787,845",2,AWS Certification,9,71,0.06
32324,97,15,0.95,"63,932,944",4,AWS Certification,9,71,0.45
32325,155,402,0.64,"328,493,260",3,AWS Certification,8,48,0.29
32326,760,997,0.18,"968,783,621",5,AWS Certification,13,58,0.55
32327,463,138,0.22,"332,624,48",4,AWS Certification,18,37,0.71
32328,591,836,0.75,"586,259,750",3,AWS Certification,15,24,0.65
