synonym_id,original_term,normalized_skill_name,synonym_type,confidence_score,language,region
22662,MongoDB,mongodb,abbreviation,0.94,English,Global
22663,REST API,rest api,abbreviation,0.93,English,Global
22664,Azure,azure,abbreviation,0.81,English,Global
22665,Spring Boot,spring boot,abbreviation,0.72,English,Global
22666,REST API,rest api,abbreviation,0.85,English,Global
22667,Communication,communication,abbreviation,0.8,English,Global
22668,REST API,rest api,abbreviation,0.89,English,Global
22669,Python,python,abbreviation,0.92,English,Global
22670,Data Structures,data structures,abbreviation,0.92,English,Global
22671,Azure,azure,abbreviation,0.78,English,Global
22672,Java,java,abbreviation,0.9,English,Global
22673,Docker,docker,abbreviation,0.95,English,Global
22674,Azure,azure,abbreviation,0.71,English,Global
22675,Azure,azure,abbreviation,0.99,English,Global
22676,PyTorch,pytorch,abbreviation,0.97,English,Global
22677,Java,java,abbreviation,0.92,English,Global
22678,SQL,sql,abbreviation,0.9,English,Global
22679,REST API,rest api,abbreviation,0.8,English,Global
22680,PyTorch,pytorch,abbreviation,0.78,English,Global
22681,TensorFlow,tensorflow,abbreviation,0.99,English,Global
22682,Python,python,abbreviation,0.88,English,Global
22683,Docker,docker,abbreviation,0.8,English,Global
22684,AWS,aws,abbreviation,0.99,English,Global
22685,Kubernetes,kubernetes,abbreviation,0.97,English,Global
22686,Algorithms,algorithms,abbreviation,0.71,English,Global
22687,MongoDB,mongodb,abbreviation,0.81,English,Global
22688,Java,java,abbreviation,0.89,English,Global
22689,Angular,angular,abbreviation,0.78,English,Global
22690,Microservices,microservices,abbreviation,0.73,English,Global
22691,AWS,aws,abbreviation,0.74,English,Global
22692,MongoDB,mongodb,abbreviation,0.92,English,Global
22693,Data Structures,data structures,abbreviation,0.94,English,Global
22694,Java,java,abbreviation,0.87,English,Global
22695,PyTorch,pytorch,abbreviation,0.79,English,Global
22696,Git,git,abbreviation,0.86,English,Global
22697,Microservices,microservices,abbreviation,0.82,English,Global
22698,AWS,aws,abbreviation,0.78,English,Global
22699,Leadership,leadership,abbreviation,0.73,English,Global
22700,Time Management,time management,abbreviation,0.84,English,Global
22701,TensorFlow,tensorflow,abbreviation,0.9,English,Global
22702,GCP,gcp,abbreviation,0.93,English,Global
22703,Java,java,abbreviation,0.96,English,Global
22704,Angular,angular,abbreviation,0.9,English,Global
22705,AWS,aws,abbreviation,0.99,English,Global
22706,Microservices,microservices,abbreviation,0.73,English,Global
22707,Angular,angular,abbreviation,0.98,English,Global
22708,PyTorch,pytorch,abbreviation,0.73,English,Global
22709,Docker,docker,abbreviation,0.78,English,Global
22710,Problem Solving,problem solving,abbreviation,0.73,English,Global
22711,SQL,sql,abbreviation,0.87,English,Global
22712,GCP,gcp,abbreviation,0.8,English,Global
22713,Microservices,microservices,abbreviation,0.94,English,Global
22714,PyTorch,pytorch,abbreviation,0.82,English,Global
22715,Data Structures,data structures,abbreviation,0.76,English,Global
22716,Communication,communication,abbreviation,0.71,English,Global
22717,Data Structures,data structures,abbreviation,0.94,English,Global
22718,Git,git,abbreviation,0.85,English,Global
22719,Git,git,abbreviation,0.73,English,Global
22720,Algorithms,algorithms,abbreviation,0.8,English,Global
22721,Git,git,abbreviation,0.99,English,Global
22722,Python,python,abbreviation,0.87,English,Global
22723,PyTorch,pytorch,abbreviation,0.75,English,Global
22724,React,react,abbreviation,0.84,English,Global
22725,SQL,sql,abbreviation,0.72,English,Global
22726,Spring Boot,spring boot,abbreviation,0.73,English,Global
22727,React,react,abbreviation,0.86,English,Global
22728,SQL,sql,abbreviation,0.82,English,Global
22729,Microservices,microservices,abbreviation,0.87,English,Global
22730,Communication,communication,abbreviation,0.8,English,Global
22731,Git,git,abbreviation,0.89,English,Global
22732,Leadership,leadership,abbreviation,0.9,English,Global
22733,Problem Solving,problem solving,abbreviation,0.83,English,Global
22734,Git,git,abbreviation,0.92,English,Global
22735,Problem Solving,problem solving,abbreviation,0.91,English,Global
22736,AWS,aws,abbreviation,0.94,English,Global
22737,React,react,abbreviation,0.94,English,Global
22738,AWS,aws,abbreviation,0.85,English,Global
22739,MongoDB,mongodb,abbreviation,0.86,English,Global
22740,Java,java,abbreviation,0.94,English,Global
22741,PyTorch,pytorch,abbreviation,0.74,English,Global
22742,Data Structures,data structures,abbreviation,0.76,English,Global
22743,Algorithms,algorithms,abbreviation,0.82,English,Global
22744,AWS,aws,abbreviation,0.9,English,Global
22745,Node.js,node.js,abbreviation,0.73,English,Global
22746,Time Management,time management,abbreviation,0.8,English,Global
22747,Time Management,time management,abbreviation,0.81,English,Global
22748,Azure,azure,abbreviation,0.8,English,Global
22749,Leadership,leadership,abbreviation,0.9,English,Global
22750,Azure,azure,abbreviation,0.97,English,Global
22751,MongoDB,mongodb,abbreviation,0.9,English,Global
22752,Time Management,time management,abbreviation,0.96,English,Global
22753,Time Management,time management,abbreviation,0.78,English,Global
22754,React,react,abbreviation,0.98,English,Global
22755,React,react,abbreviation,0.72,English,Global
22756,Java,java,abbreviation,0.86,English,Global
22757,AWS,aws,abbreviation,0.75,English,Global
22758,MongoDB,mongodb,abbreviation,0.81,English,Global
22759,Spring Boot,spring boot,abbreviation,0.92,English,Global
22760,Communication,communication,abbreviation,0.96,English,Global
22761,TensorFlow,tensorflow,abbreviation,0.98,English,Global
22762,Algorithms,algorithms,abbreviation,0.88,English,Global
22763,GCP,gcp,abbreviation,0.77,English,Global
22764,Algorithms,algorithms,abbreviation,0.8,English,Global
22765,Docker,docker,abbreviation,0.86,English,Global
22766,PyTorch,pytorch,abbreviation,0.93,English,Global
22767,Algorithms,algorithms,abbreviation,0.79,English,Global
22768,AWS,aws,abbreviation,0.83,English,Global
22769,Node.js,node.js,abbreviation,0.88,English,Global
22770,Kubernetes,kubernetes,abbreviation,0.71,English,Global
22771,Java,java,abbreviation,0.93,English,Global
22772,Communication,communication,abbreviation,0.76,English,Global
22773,Angular,angular,abbreviation,0.82,English,Global
22774,Time Management,time management,abbreviation,0.84,English,Global
22775,Angular,angular,abbreviation,0.74,English,Global
22776,REST API,rest api,abbreviation,0.84,English,Global
22777,Communication,communication,abbreviation,0.87,English,Global
22778,Java,java,abbreviation,0.91,English,Global
22779,Problem Solving,problem solving,abbreviation,0.86,English,Global
22780,Git,git,abbreviation,0.73,English,Global
22781,Time Management,time management,abbreviation,0.84,English,Global
22782,MongoDB,mongodb,abbreviation,0.93,English,Global
22783,GCP,gcp,abbreviation,0.82,English,Global
22784,Node.js,node.js,abbreviation,0.8,English,Global
22785,AWS,aws,abbreviation,0.72,English,Global
22786,GCP,gcp,abbreviation,0.77,English,Global
22787,Kubernetes,kubernetes,abbreviation,0.82,English,Global
22788,Azure,azure,abbreviation,0.89,English,Global
22789,Angular,angular,abbreviation,0.84,English,Global
22790,MongoDB,mongodb,abbreviation,0.91,English,Global
22791,Docker,docker,abbreviation,0.98,English,Global
22792,Communication,communication,abbreviation,0.74,English,Global
22793,Algorithms,algorithms,abbreviation,0.89,English,Global
22794,Data Structures,data structures,abbreviation,0.74,English,Global
22795,Problem Solving,problem solving,abbreviation,0.88,English,Global
22796,Kubernetes,kubernetes,abbreviation,0.86,English,Global
22797,Microservices,microservices,abbreviation,0.86,English,Global
22798,Angular,angular,abbreviation,0.97,English,Global
22799,REST API,rest api,abbreviation,0.71,English,Global
22800,GCP,gcp,abbreviation,0.96,English,Global
22801,Python,python,abbreviation,0.86,English,Global
22802,GCP,gcp,abbreviation,0.9,English,Global
22803,Angular,angular,abbreviation,0.92,English,Global
22804,Node.js,node.js,abbreviation,0.99,English,Global
22805,PyTorch,pytorch,abbreviation,0.95,English,Global
22806,PyTorch,pytorch,abbreviation,0.95,English,Global
22807,Algorithms,algorithms,abbreviation,0.89,English,Global
22808,MongoDB,mongodb,abbreviation,0.88,English,Global
22809,Node.js,node.js,abbreviation,0.74,English,Global
22810,Spring Boot,spring boot,abbreviation,0.73,English,Global
22811,AWS,aws,abbreviation,0.73,English,Global
22812,SQL,sql,abbreviation,0.78,English,Global
22813,AWS,aws,abbreviation,0.76,English,Global
22814,GCP,gcp,abbreviation,0.79,English,Global
22815,Node.js,node.js,abbreviation,0.91,English,Global
22816,SQL,sql,abbreviation,0.75,English,Global
22817,Microservices,microservices,abbreviation,0.98,English,Global
22818,Microservices,microservices,abbreviation,0.82,English,Global
22819,Algorithms,algorithms,abbreviation,0.86,English,Global
22820,GCP,gcp,abbreviation,0.91,English,Global
22821,PyTorch,pytorch,abbreviation,0.95,English,Global
22822,Kubernetes,kubernetes,abbreviation,0.99,English,Global
22823,Spring Boot,spring boot,abbreviation,0.7,English,Global
22824,Data Structures,data structures,abbreviation,0.87,English,Global
22825,Time Management,time management,abbreviation,0.74,English,Global
22826,Microservices,microservices,abbreviation,0.86,English,Global
22827,Problem Solving,problem solving,abbreviation,0.78,English,Global
22828,Python,python,abbreviation,0.98,English,Global
22829,GCP,gcp,abbreviation,0.83,English,Global
22830,GCP,gcp,abbreviation,0.74,English,Global
22831,Problem Solving,problem solving,abbreviation,0.92,English,Global
22832,MongoDB,mongodb,abbreviation,0.74,English,Global
22833,AWS,aws,abbreviation,0.88,English,Global
22834,AWS,aws,abbreviation,0.71,English,Global
22835,REST API,rest api,abbreviation,0.97,English,Global
22836,Leadership,leadership,abbreviation,0.8,English,Global
22837,SQL,sql,abbreviation,0.76,English,Global
22838,Python,python,abbreviation,0.96,English,Global
22839,PyTorch,pytorch,abbreviation,0.95,English,Global
22840,Communication,communication,abbreviation,0.78,English,Global
22841,Microservices,microservices,abbreviation,0.91,English,Global
22842,Python,python,abbreviation,0.99,English,Global
22843,SQL,sql,abbreviation,0.81,English,Global
22844,Problem Solving,problem solving,abbreviation,0.74,English,Global
22845,Time Management,time management,abbreviation,0.81,English,Global
22846,Spring Boot,spring boot,abbreviation,0.79,English,Global
22847,Data Structures,data structures,abbreviation,0.72,English,Global
22848,GCP,gcp,abbreviation,0.89,English,Global
22849,AWS,aws,abbreviation,0.71,English,Global
22850,TensorFlow,tensorflow,abbreviation,0.86,English,Global
22851,REST API,rest api,abbreviation,0.98,English,Global
22852,PyTorch,pytorch,abbreviation,0.91,English,Global
22853,REST API,rest api,abbreviation,0.76,English,Global
22854,Communication,communication,abbreviation,0.75,English,Global
22855,Algorithms,algorithms,abbreviation,0.98,English,Global
22856,REST API,rest api,abbreviation,0.79,English,Global
22857,Time Management,time management,abbreviation,0.77,English,Global
22858,Microservices,microservices,abbreviation,0.94,English,Global
22859,Microservices,microservices,abbreviation,0.98,English,Global
22860,Spring Boot,spring boot,abbreviation,0.76,English,Global
22861,Spring Boot,spring boot,abbreviation,0.91,English,Global
22862,AWS,aws,abbreviation,0.85,English,Global
22863,Communication,communication,abbreviation,0.74,English,Global
22864,Git,git,abbreviation,0.83,English,Global
22865,SQL,sql,abbreviation,0.93,English,Global
22866,Git,git,abbreviation,0.78,English,Global
22867,Node.js,node.js,abbreviation,0.8,English,Global
22868,Java,java,abbreviation,0.84,English,Global
22869,Time Management,time management,abbreviation,0.95,English,Global
22870,Python,python,abbreviation,0.84,English,Global
22871,Microservices,microservices,abbreviation,0.86,English,Global
22872,Angular,angular,abbreviation,0.8,English,Global
22873,TensorFlow,tensorflow,abbreviation,0.79,English,Global
22874,REST API,rest api,abbreviation,0.74,English,Global
22875,Docker,docker,abbreviation,0.81,English,Global
22876,Git,git,abbreviation,0.89,English,Global
22877,AWS,aws,abbreviation,0.76,English,Global
22878,Java,java,abbreviation,0.77,English,Global
22879,Kubernetes,kubernetes,abbreviation,0.79,English,Global
22880,Azure,azure,abbreviation,0.84,English,Global
22881,Java,java,abbreviation,0.86,English,Global
22882,GCP,gcp,abbreviation,0.98,English,Global
22883,Azure,azure,abbreviation,0.8,English,Global
22884,React,react,abbreviation,0.76,English,Global
22885,AWS,aws,abbreviation,0.78,English,Global
22886,Java,java,abbreviation,0.8,English,Global
22887,Microservices,microservices,abbreviation,0.88,English,Global
22888,React,react,abbreviation,0.91,English,Global
22889,Python,python,abbreviation,0.71,English,Global
22890,AWS,aws,abbreviation,0.7,English,Global
22891,AWS,aws,abbreviation,0.85,English,Global
22892,TensorFlow,tensorflow,abbreviation,0.81,English,Global
22893,GCP,gcp,abbreviation,0.76,English,Global
22894,SQL,sql,abbreviation,0.8,English,Global
22895,Java,java,abbreviation,0.97,English,Global
22896,React,react,abbreviation,0.93,English,Global
22897,Angular,angular,abbreviation,0.75,English,Global
22898,SQL,sql,abbreviation,0.85,English,Global
22899,Node.js,node.js,abbreviation,0.75,English,Global
22900,Problem Solving,problem solving,abbreviation,0.99,English,Global
22901,AWS,aws,abbreviation,0.72,English,Global
22902,Algorithms,algorithms,abbreviation,0.98,English,Global
22903,Kubernetes,kubernetes,abbreviation,0.9,English,Global
22904,Git,git,abbreviation,0.86,English,Global
22905,REST API,rest api,abbreviation,0.98,English,Global
22906,Time Management,time management,abbreviation,0.78,English,Global
22907,Microservices,microservices,abbreviation,0.77,English,Global
22908,Communication,communication,abbreviation,0.96,English,Global
22909,AWS,aws,abbreviation,0.71,English,Global
22910,Microservices,microservices,abbreviation,0.75,English,Global
22911,SQL,sql,abbreviation,0.98,English,Global
22912,SQL,sql,abbreviation,0.97,English,Global
22913,Leadership,leadership,abbreviation,0.75,English,Global
22914,MongoDB,mongodb,abbreviation,0.77,English,Global
22915,Azure,azure,abbreviation,0.96,English,Global
22916,Time Management,time management,abbreviation,0.78,English,Global
22917,Kubernetes,kubernetes,abbreviation,0.87,English,Global
22918,React,react,abbreviation,0.77,English,Global
22919,Azure,azure,abbreviation,0.95,English,Global
22920,SQL,sql,abbreviation,0.81,English,Global
22921,REST API,rest api,abbreviation,0.97,English,Global
22922,Python,python,abbreviation,0.97,English,Global
22923,Kubernetes,kubernetes,abbreviation,0.76,English,Global
22924,Algorithms,algorithms,abbreviation,0.93,English,Global
22925,Spring Boot,spring boot,abbreviation,0.77,English,Global
22926,Time Management,time management,abbreviation,0.95,English,Global
22927,GCP,gcp,abbreviation,0.82,English,Global
22928,MongoDB,mongodb,abbreviation,0.87,English,Global
22929,Azure,azure,abbreviation,0.96,English,Global
22930,Git,git,abbreviation,0.85,English,Global
22931,Problem Solving,problem solving,abbreviation,0.96,English,Global
22932,AWS,aws,abbreviation,0.94,English,Global
22933,Problem Solving,problem solving,abbreviation,0.76,English,Global
22934,Algorithms,algorithms,abbreviation,0.73,English,Global
22935,Spring Boot,spring boot,abbreviation,0.81,English,Global
22936,GCP,gcp,abbreviation,0.71,English,Global
22937,Docker,docker,abbreviation,0.79,English,Global
22938,Time Management,time management,abbreviation,0.71,English,Global
22939,SQL,sql,abbreviation,0.83,English,Global
22940,Problem Solving,problem solving,abbreviation,0.92,English,Global
22941,Java,java,abbreviation,0.72,English,Global
22942,Azure,azure,abbreviation,0.84,English,Global
22943,AWS,aws,abbreviation,0.85,English,Global
22944,PyTorch,pytorch,abbreviation,0.7,English,Global
22945,Azure,azure,abbreviation,0.75,English,Global
22946,Git,git,abbreviation,0.82,English,Global
22947,SQL,sql,abbreviation,0.76,English,Global
22948,Algorithms,algorithms,abbreviation,0.74,English,Global
22949,Leadership,leadership,abbreviation,0.81,English,Global
22950,Algorithms,algorithms,abbreviation,0.87,English,Global
22951,REST API,rest api,abbreviation,0.76,English,Global
22952,SQL,sql,abbreviation,0.91,English,Global
22953,REST API,rest api,abbreviation,0.76,English,Global
22954,MongoDB,mongodb,abbreviation,0.99,English,Global
22955,Docker,docker,abbreviation,0.77,English,Global
22956,Microservices,microservices,abbreviation,0.97,English,Global
22957,Kubernetes,kubernetes,abbreviation,0.88,English,Global
22958,Azure,azure,abbreviation,0.94,English,Global
22959,Git,git,abbreviation,0.83,English,Global
22960,Problem Solving,problem solving,abbreviation,0.81,English,Global
22961,Communication,communication,abbreviation,0.8,English,Global
22962,Python,python,abbreviation,0.84,English,Global
22963,Problem Solving,problem solving,abbreviation,0.99,English,Global
22964,SQL,sql,abbreviation,0.95,English,Global
22965,Microservices,microservices,abbreviation,0.78,English,Global
22966,Leadership,leadership,abbreviation,0.97,English,Global
22967,Angular,angular,abbreviation,0.77,English,Global
22968,Time Management,time management,abbreviation,0.81,English,Global
22969,SQL,sql,abbreviation,0.86,English,Global
22970,PyTorch,pytorch,abbreviation,0.82,English,Global
22971,AWS,aws,abbreviation,0.71,English,Global
22972,Algorithms,algorithms,abbreviation,0.93,English,Global
22973,SQL,sql,abbreviation,0.79,English,Global
22974,React,react,abbreviation,0.95,English,Global
22975,Kubernetes,kubernetes,abbreviation,0.77,English,Global
22976,Angular,angular,abbreviation,0.85,English,Global
22977,Kubernetes,kubernetes,abbreviation,0.94,English,Global
22978,AWS,aws,abbreviation,0.98,English,Global
22979,REST API,rest api,abbreviation,0.9,English,Global
22980,Leadership,leadership,abbreviation,0.84,English,Global
22981,Docker,docker,abbreviation,0.75,English,Global
22982,SQL,sql,abbreviation,0.86,English,Global
22983,Git,git,abbreviation,0.89,English,Global
22984,Data Structures,data structures,abbreviation,0.94,English,Global
22985,PyTorch,pytorch,abbreviation,0.85,English,Global
22986,SQL,sql,abbreviation,0.86,English,Global
22987,SQL,sql,abbreviation,0.95,English,Global
22988,Git,git,abbreviation,0.72,English,Global
22989,GCP,gcp,abbreviation,0.89,English,Global
22990,Git,git,abbreviation,0.96,English,Global
22991,Node.js,node.js,abbreviation,0.78,English,Global
22992,Kubernetes,kubernetes,abbreviation,0.73,English,Global
22993,Azure,azure,abbreviation,0.81,English,Global
22994,MongoDB,mongodb,abbreviation,0.89,English,Global
22995,Angular,angular,abbreviation,0.79,English,Global
22996,PyTorch,pytorch,abbreviation,0.71,English,Global
22997,Git,git,abbreviation,0.74,English,Global
22998,Time Management,time management,abbreviation,0.93,English,Global
22999,Node.js,node.js,abbreviation,0.98,English,Global
23000,Python,python,abbreviation,0.85,English,Global
23001,Kubernetes,kubernetes,abbreviation,0.81,English,Global
23002,Python,python,abbreviation,0.82,English,Global
23003,PyTorch,pytorch,abbreviation,0.99,English,Global
23004,Communication,communication,abbreviation,0.84,English,Global
23005,Docker,docker,abbreviation,0.97,English,Global
23006,PyTorch,pytorch,abbreviation,0.97,English,Global
23007,TensorFlow,tensorflow,abbreviation,0.74,English,Global
23008,PyTorch,pytorch,abbreviation,0.72,English,Global
23009,Algorithms,algorithms,abbreviation,0.79,English,Global
23010,MongoDB,mongodb,abbreviation,0.89,English,Global
23011,AWS,aws,abbreviation,0.79,English,Global
23012,TensorFlow,tensorflow,abbreviation,0.92,English,Global
23013,AWS,aws,abbreviation,0.9,English,Global
23014,Communication,communication,abbreviation,0.82,English,Global
23015,TensorFlow,tensorflow,abbreviation,0.97,English,Global
23016,Leadership,leadership,abbreviation,0.94,English,Global
23017,Python,python,abbreviation,0.85,English,Global
23018,Node.js,node.js,abbreviation,0.88,English,Global
23019,Node.js,node.js,abbreviation,0.87,English,Global
23020,Node.js,node.js,abbreviation,0.83,English,Global
23021,Communication,communication,abbreviation,0.96,English,Global
23022,TensorFlow,tensorflow,abbreviation,0.95,English,Global
23023,Node.js,node.js,abbreviation,0.9,English,Global
23024,Leadership,leadership,abbreviation,0.83,English,Global
23025,Spring Boot,spring boot,abbreviation,0.84,English,Global
23026,Angular,angular,abbreviation,0.92,English,Global
23027,GCP,gcp,abbreviation,0.99,English,Global
23028,SQL,sql,abbreviation,0.99,English,Global
23029,Python,python,abbreviation,0.76,English,Global
23030,Microservices,microservices,abbreviation,0.87,English,Global
23031,SQL,sql,abbreviation,0.77,English,Global
23032,Azure,azure,abbreviation,0.89,English,Global
23033,Kubernetes,kubernetes,abbreviation,0.88,English,Global
23034,Microservices,microservices,abbreviation,0.74,English,Global
23035,SQL,sql,abbreviation,0.91,English,Global
23036,PyTorch,pytorch,abbreviation,0.73,English,Global
23037,Azure,azure,abbreviation,0.94,English,Global
23038,MongoDB,mongodb,abbreviation,0.96,English,Global
23039,Data Structures,data structures,abbreviation,0.94,English,Global
23040,Leadership,leadership,abbreviation,0.93,English,Global
23041,Git,git,abbreviation,0.98,English,Global
23042,Java,java,abbreviation,0.79,English,Global
23043,GCP,gcp,abbreviation,0.86,English,Global
23044,TensorFlow,tensorflow,abbreviation,0.81,English,Global
23045,TensorFlow,tensorflow,abbreviation,0.79,English,Global
23046,REST API,rest api,abbreviation,0.92,English,Global
23047,Communication,communication,abbreviation,0.96,English,Global
23048,Data Structures,data structures,abbreviation,0.84,English,Global
23049,Algorithms,algorithms,abbreviation,0.9,English,Global
23050,SQL,sql,abbreviation,0.86,English,Global
23051,AWS,aws,abbreviation,0.86,English,Global
23052,Leadership,leadership,abbreviation,0.8,English,Global
23053,TensorFlow,tensorflow,abbreviation,0.73,English,Global
23054,React,react,abbreviation,0.93,English,Global
23055,Java,java,abbreviation,0.71,English,Global
23056,Node.js,node.js,abbreviation,0.78,English,Global
23057,Angular,angular,abbreviation,0.72,English,Global
23058,React,react,abbreviation,0.88,English,Global
23059,Leadership,leadership,abbreviation,0.94,English,Global
23060,Node.js,node.js,abbreviation,0.87,English,Global
23061,Python,python,abbreviation,0.92,English,Global
23062,Problem Solving,problem solving,abbreviation,0.8,English,Global
23063,Node.js,node.js,abbreviation,0.76,English,Global
23064,Data Structures,data structures,abbreviation,0.77,English,Global
23065,Spring Boot,spring boot,abbreviation,0.91,English,Global
23066,Spring Boot,spring boot,abbreviation,0.9,English,Global
23067,GCP,gcp,abbreviation,0.91,English,Global
23068,TensorFlow,tensorflow,abbreviation,0.82,English,Global
23069,Data Structures,data structures,abbreviation,0.95,English,Global
23070,SQL,sql,abbreviation,0.89,English,Global
23071,Java,java,abbreviation,0.75,English,Global
23072,TensorFlow,tensorflow,abbreviation,0.89,English,Global
23073,React,react,abbreviation,0.89,English,Global
23074,Leadership,leadership,abbreviation,0.84,English,Global
23075,Docker,docker,abbreviation,0.89,English,Global
23076,PyTorch,pytorch,abbreviation,0.94,English,Global
23077,Communication,communication,abbreviation,0.96,English,Global
23078,React,react,abbreviation,0.81,English,Global
23079,Docker,docker,abbreviation,0.75,English,Global
23080,TensorFlow,tensorflow,abbreviation,0.72,English,Global
23081,Kubernetes,kubernetes,abbreviation,0.81,English,Global
23082,REST API,rest api,abbreviation,0.92,English,Global
23083,Algorithms,algorithms,abbreviation,0.94,English,Global
23084,Docker,docker,abbreviation,0.77,English,Global
23085,MongoDB,mongodb,abbreviation,0.97,English,Global
23086,Azure,azure,abbreviation,0.89,English,Global
23087,Data Structures,data structures,abbreviation,0.71,English,Global
23088,Docker,docker,abbreviation,0.78,English,Global
23089,Kubernetes,kubernetes,abbreviation,0.84,English,Global
23090,Git,git,abbreviation,0.91,English,Global
23091,Algorithms,algorithms,abbreviation,0.85,English,Global
23092,Leadership,leadership,abbreviation,0.85,English,Global
23093,Git,git,abbreviation,0.94,English,Global
23094,SQL,sql,abbreviation,0.92,English,Global
23095,Time Management,time management,abbreviation,0.85,English,Global
23096,Docker,docker,abbreviation,0.88,English,Global
23097,Node.js,node.js,abbreviation,0.95,English,Global
23098,Docker,docker,abbreviation,0.85,English,Global
23099,TensorFlow,tensorflow,abbreviation,0.84,English,Global
23100,AWS,aws,abbreviation,0.92,English,Global
23101,Leadership,leadership,abbreviation,0.73,English,Global
23102,Time Management,time management,abbreviation,0.92,English,Global
23103,REST API,rest api,abbreviation,0.9,English,Global
23104,GCP,gcp,abbreviation,0.9,English,Global
23105,Algorithms,algorithms,abbreviation,0.81,English,Global
23106,Communication,communication,abbreviation,0.92,English,Global
23107,SQL,sql,abbreviation,0.82,English,Global
23108,Algorithms,algorithms,abbreviation,0.99,English,Global
23109,Leadership,leadership,abbreviation,0.74,English,Global
23110,Docker,docker,abbreviation,0.92,English,Global
23111,Leadership,leadership,abbreviation,0.92,English,Global
23112,Spring Boot,spring boot,abbreviation,0.99,English,Global
23113,Data Structures,data structures,abbreviation,0.75,English,Global
23114,REST API,rest api,abbreviation,0.84,English,Global
23115,Python,python,abbreviation,0.76,English,Global
23116,TensorFlow,tensorflow,abbreviation,0.91,English,Global
23117,PyTorch,pytorch,abbreviation,0.8,English,Global
23118,REST API,rest api,abbreviation,0.94,English,Global
23119,Docker,docker,abbreviation,0.72,English,Global
23120,REST API,rest api,abbreviation,0.91,English,Global
23121,Node.js,node.js,abbreviation,0.8,English,Global
23122,Communication,communication,abbreviation,0.74,English,Global
23123,Communication,communication,abbreviation,0.96,English,Global
23124,Node.js,node.js,abbreviation,0.96,English,Global
23125,Communication,communication,abbreviation,0.92,English,Global
23126,Docker,docker,abbreviation,0.81,English,Global
23127,Problem Solving,problem solving,abbreviation,0.74,English,Global
23128,Time Management,time management,abbreviation,0.89,English,Global
23129,TensorFlow,tensorflow,abbreviation,0.72,English,Global
23130,React,react,abbreviation,0.91,English,Global
23131,Communication,communication,abbreviation,0.77,English,Global
23132,GCP,gcp,abbreviation,0.92,English,Global
23133,Algorithms,algorithms,abbreviation,0.75,English,Global
23134,Git,git,abbreviation,0.98,English,Global
23135,Problem Solving,problem solving,abbreviation,0.9,English,Global
23136,AWS,aws,abbreviation,0.95,English,Global
23137,AWS,aws,abbreviation,0.85,English,Global
23138,Node.js,node.js,abbreviation,0.99,English,Global
23139,Data Structures,data structures,abbreviation,0.87,English,Global
23140,Angular,angular,abbreviation,0.93,English,Global
23141,Node.js,node.js,abbreviation,0.76,English,Global
23142,Git,git,abbreviation,0.94,English,Global
23143,MongoDB,mongodb,abbreviation,0.96,English,Global
23144,MongoDB,mongodb,abbreviation,0.77,English,Global
23145,Time Management,time management,abbreviation,0.74,English,Global
23146,TensorFlow,tensorflow,abbreviation,0.75,English,Global
23147,Node.js,node.js,abbreviation,0.95,English,Global
23148,PyTorch,pytorch,abbreviation,0.88,English,Global
23149,MongoDB,mongodb,abbreviation,0.8,English,Global
23150,Docker,docker,abbreviation,0.77,English,Global
23151,Spring Boot,spring boot,abbreviation,0.72,English,Global
23152,SQL,sql,abbreviation,0.78,English,Global
23153,Python,python,abbreviation,0.93,English,Global
23154,Communication,communication,abbreviation,0.89,English,Global
23155,React,react,abbreviation,0.83,English,Global
23156,Angular,angular,abbreviation,0.8,English,Global
23157,AWS,aws,abbreviation,0.94,English,Global
23158,Algorithms,algorithms,abbreviation,0.7,English,Global
23159,Problem Solving,problem solving,abbreviation,0.92,English,Global
23160,Kubernetes,kubernetes,abbreviation,0.74,English,Global
23161,TensorFlow,tensorflow,abbreviation,0.72,English,Global
23162,Docker,docker,abbreviation,0.95,English,Global
23163,Communication,communication,abbreviation,0.88,English,Global
23164,Algorithms,algorithms,abbreviation,0.7,English,Global
23165,Communication,communication,abbreviation,0.72,English,Global
23166,Leadership,leadership,abbreviation,0.87,English,Global
23167,Java,java,abbreviation,0.96,English,Global
23168,Data Structures,data structures,abbreviation,0.93,English,Global
23169,React,react,abbreviation,0.72,English,Global
23170,AWS,aws,abbreviation,0.99,English,Global
23171,Python,python,abbreviation,0.84,English,Global
23172,Azure,azure,abbreviation,0.85,English,Global
23173,TensorFlow,tensorflow,abbreviation,0.77,English,Global
23174,Microservices,microservices,abbreviation,0.73,English,Global
23175,Communication,communication,abbreviation,0.92,English,Global
23176,React,react,abbreviation,0.93,English,Global
23177,Communication,communication,abbreviation,0.92,English,Global
23178,Python,python,abbreviation,0.9,English,Global
23179,Kubernetes,kubernetes,abbreviation,0.8,English,Global
23180,Docker,docker,abbreviation,0.89,English,Global
23181,Python,python,abbreviation,0.81,English,Global
23182,Node.js,node.js,abbreviation,0.72,English,Global
23183,Git,git,abbreviation,0.8,English,Global
23184,Angular,angular,abbreviation,0.77,English,Global
23185,Azure,azure,abbreviation,0.85,English,Global
23186,Problem Solving,problem solving,abbreviation,0.92,English,Global
23187,GCP,gcp,abbreviation,0.73,English,Global
23188,Communication,communication,abbreviation,0.8,English,Global
23189,TensorFlow,tensorflow,abbreviation,0.97,English,Global
