verb_id,verb,impact_level,role_category,synonym_group,effectiveness_score
23381,Optimized,Medium,IT,1313,0.97
23382,Automated,Low,IT,1114,0.86
23383,Optimized,Medium,IT,590,0.37
23384,Architected,High,IT,1197,0.32
23385,Led,Low,IT,1084,0.98
23386,Developed,High,IT,595,0.21
23387,Designed,Low,IT,577,0.3
23388,Developed,Medium,IT,1052,0.06
23389,Implemented,High,IT,206,0.72
23390,Led,Medium,IT,587,0.87
23391,Implemented,High,IT,1596,0.84
23392,Designed,Medium,IT,1261,0.03
23393,Architected,Low,IT,472,0.48
23394,Architected,High,IT,1976,0.35
23395,Implemented,High,IT,827,0.67
23396,Automated,Medium,IT,1444,0.84
23397,Automated,Medium,IT,1093,0.23
23398,Developed,High,IT,350,0.52
23399,Led,Low,IT,1301,0.87
23400,Led,Low,IT,1916,0.23
23401,Developed,Medium,IT,430,0.85
23402,Developed,Low,IT,609,0.87
23403,Developed,Low,IT,99,0.03
23404,Developed,Low,IT,623,0.95
23405,Designed,High,IT,258,0.77
23406,Architected,Medium,IT,868,0.12
23407,Designed,High,IT,1130,0.79
23408,Architected,High,IT,1152,0.47
23409,Led,Low,IT,1469,0.92
23410,Designed,Medium,IT,371,0.01
23411,Architected,Low,IT,241,0.45
23412,Led,Medium,IT,644,0.43
23413,Developed,Low,IT,1463,0.03
23414,Implemented,Medium,IT,307,0.46
23415,Architected,High,IT,1824,0.17
23416,Developed,High,IT,1403,0.18
23417,Led,Low,IT,1676,0.44
23418,Optimized,Low,IT,683,0.93
23419,Led,Low,IT,1565,0.12
23420,Automated,High,IT,486,0.02
23421,Architected,High,IT,1948,0.27
23422,Architected,High,IT,120,0.81
23423,Led,Medium,IT,239,0.81
23424,Architected,High,IT,329,0.38
23425,Automated,High,IT,1549,0.5
23426,Automated,High,IT,1300,0.26
23427,Designed,Low,IT,603,0.57
23428,Designed,Low,IT,499,0.7
23429,Led,Low,IT,1592,0.52
23430,Automated,Low,IT,1687,0.96
23431,Designed,Low,IT,1855,0.78
23432,Led,High,IT,1398,0.26
23433,Architected,Medium,IT,2000,0.99
23434,Led,Low,IT,1723,0.93
23435,Designed,Medium,IT,1620,0.19
23436,Designed,High,IT,1821,0.67
23437,Led,High,IT,726,0.72
23438,Led,Medium,IT,1235,0.91
23439,Designed,Medium,IT,1097,0.91
23440,Designed,Medium,IT,649,0.94
23441,Automated,Low,IT,1218,0.39
23442,Optimized,High,IT,126,0.8
23443,Developed,Low,IT,1600,0.74
23444,Implemented,Medium,IT,1172,0.13
23445,Architected,Low,IT,1784,0.15
23446,Architected,Medium,IT,692,0.46
23447,Developed,High,IT,1504,0.78
23448,Optimized,High,IT,1421,0.93
23449,Automated,High,IT,1103,0.82
23450,Optimized,Low,IT,1267,0.75
23451,Implemented,Low,IT,465,0.26
23452,Automated,Low,IT,213,0.77
23453,Automated,Medium,IT,1940,0.64
23454,Automated,High,IT,1383,0.89
23455,Developed,Low,IT,349,0.27
23456,Implemented,Low,IT,1710,0.61
23457,Implemented,Low,IT,1629,0.13
23458,Optimized,High,IT,1133,0.95
23459,Architected,High,IT,981,0.68
23460,Developed,Medium,IT,361,0.43
23461,Developed,High,IT,1635,0.65
23462,Led,Medium,IT,1169,0.48
23463,Optimized,Medium,IT,1138,0.13
23464,Automated,Medium,IT,1563,0.01
23465,Led,High,IT,977,0.8
23466,Implemented,Low,IT,1423,0.3
23467,Architected,Low,IT,609,0.85
23468,Architected,Low,IT,278,0.67
23469,Automated,Low,IT,853,0.45
23470,Designed,Low,IT,1476,0.92
23471,Led,Medium,IT,1817,0.01
23472,Designed,High,IT,240,0.76
23473,Automated,High,IT,1747,0.48
23474,Automated,Low,IT,761,0.57
23475,Automated,Low,IT,889,0.06
23476,Optimized,High,IT,91,0.18
23477,Developed,High,IT,208,0.68
23478,Implemented,Low,IT,642,0.56
23479,Led,High,IT,1556,0.74
23480,Automated,Low,IT,925,0.09
23481,Led,High,IT,355,0.65
23482,Designed,Medium,IT,1955,0.24
23483,Designed,High,IT,217,0.33
23484,Implemented,High,IT,857,0.75
23485,Implemented,Low,IT,271,0.43
23486,Optimized,Medium,IT,194,0.28
23487,Developed,Low,IT,532,0.47
23488,Automated,Medium,IT,815,0.57
23489,Implemented,High,IT,864,0.04
23490,Developed,Medium,IT,1002,0.69
23491,Designed,High,IT,1604,0.02
23492,Architected,Low,IT,1652,0.28
23493,Architected,Medium,IT,705,0.59
23494,Implemented,Low,IT,1307,0.04
23495,Optimized,High,IT,938,0.95
23496,Automated,Medium,IT,786,0.35
23497,Designed,Medium,IT,781,0.36
23498,Developed,Low,IT,777,0.28
23499,Led,High,IT,1906,1.0
23500,Developed,Medium,IT,48,0.66
23501,Designed,High,IT,1574,0.6
23502,Led,Low,IT,184,0.82
23503,Led,Medium,IT,1411,0.82
23504,Designed,Medium,IT,346,0.06
23505,Led,High,IT,887,0.73
23506,Automated,Low,IT,718,0.5
23507,Optimized,High,IT,1951,0.19
23508,Developed,Low,IT,538,0.02
23509,Optimized,Low,IT,1722,0.91
23510,Designed,Medium,IT,158,0.7
23511,Developed,High,IT,1912,0.52
23512,Automated,Medium,IT,137,0.5
23513,Implemented,Low,IT,738,0.99
23514,Developed,High,IT,856,0.05
23515,Implemented,Low,IT,1051,0.83
23516,Architected,High,IT,919,0.25
23517,Implemented,Medium,IT,1999,0.93
23518,Developed,Low,IT,727,0.02
23519,Implemented,Medium,IT,983,0.5
23520,Implemented,Medium,IT,183,0.17
23521,Developed,Low,IT,593,0.43
23522,Architected,Low,IT,1591,0.0
23523,Optimized,High,IT,1043,0.54
23524,Developed,Medium,IT,1455,0.65
23525,Developed,High,IT,1786,0.92
23526,Developed,Low,IT,1070,0.7
23527,Optimized,Low,IT,1047,0.36
23528,Optimized,Medium,IT,1658,0.52
23529,Architected,Low,IT,1233,0.96
23530,Architected,Medium,IT,1845,0.75
23531,Automated,High,IT,1561,0.47
23532,Optimized,Low,IT,229,0.04
23533,Automated,Low,IT,396,0.41
23534,Designed,High,IT,1908,0.61
23535,Developed,Low,IT,1773,0.94
23536,Led,High,IT,751,0.07
23537,Implemented,High,IT,710,0.48
23538,Architected,Low,IT,1751,0.94
23539,Implemented,High,IT,1787,0.57
23540,Optimized,Medium,IT,1881,0.8
23541,Developed,High,IT,1283,0.81
23542,Architected,High,IT,1582,0.26
23543,Implemented,Low,IT,717,0.52
23544,Developed,High,IT,499,0.54
23545,Architected,Low,IT,618,0.61
23546,Architected,High,IT,24,0.23
23547,Led,Low,IT,1871,0.92
23548,Designed,High,IT,1935,0.36
23549,Automated,High,IT,1923,0.8
23550,Automated,Medium,IT,1861,0.8
23551,Optimized,Medium,IT,619,0.05
23552,Designed,High,IT,1583,0.4
23553,Architected,High,IT,110,0.44
23554,Designed,High,IT,1457,0.82
23555,Designed,Medium,IT,474,0.44
23556,Optimized,Medium,IT,625,0.99
23557,Developed,High,IT,966,0.95
23558,Implemented,Medium,IT,1187,0.93
23559,Developed,Medium,IT,401,0.98
23560,Implemented,Low,IT,1168,0.57
23561,Automated,High,IT,1025,0.01
23562,Architected,Low,IT,127,0.59
23563,Optimized,High,IT,488,0.69
23564,Architected,Low,IT,819,0.77
23565,Led,High,IT,552,0.29
23566,Automated,High,IT,1258,0.15
23567,Led,Medium,IT,725,0.61
23568,Architected,Medium,IT,752,0.95
23569,Implemented,Medium,IT,1103,0.04
23570,Developed,Low,IT,1111,0.29
23571,Designed,Low,IT,1499,0.16
23572,Developed,Medium,IT,1360,0.09
23573,Architected,Low,IT,1307,0.2
23574,Led,Low,IT,912,0.97
23575,Optimized,Low,IT,1922,0.11
23576,Led,Medium,IT,1542,0.81
23577,Developed,Medium,IT,863,0.99
23578,Developed,Low,IT,389,0.11
23579,Developed,Low,IT,641,0.64
23580,Automated,Low,IT,1884,0.59
23581,Optimized,Medium,IT,591,0.01
23582,Implemented,High,IT,827,0.94
23583,Developed,Medium,IT,442,0.78
23584,Designed,Low,IT,381,0.96
23585,Led,High,IT,574,0.4
23586,Designed,High,IT,1370,0.39
23587,Led,High,IT,84,0.16
23588,Automated,High,IT,797,0.11
23589,Designed,Low,IT,1468,0.57
23590,Led,Medium,IT,1084,0.71
23591,Implemented,High,IT,157,0.57
23592,Led,High,IT,1782,0.31
23593,Led,Low,IT,1660,0.37
23594,Automated,Low,IT,592,0.61
23595,Automated,Medium,IT,1043,0.34
23596,Implemented,High,IT,439,0.89
23597,Led,Low,IT,83,0.18
23598,Developed,High,IT,1070,0.53
23599,Architected,High,IT,171,0.38
23600,Implemented,High,IT,1178,0.65
23601,Designed,High,IT,1645,0.79
23602,Implemented,High,IT,215,0.25
23603,Automated,High,IT,1081,0.65
23604,Optimized,High,IT,1001,0.97
23605,Architected,High,IT,1154,0.85
23606,Optimized,Medium,IT,1778,0.04
23607,Led,Medium,IT,1312,0.68
23608,Developed,High,IT,325,0.7
23609,Architected,Low,IT,214,0.49
23610,Architected,Low,IT,1829,0.21
23611,Led,Low,IT,744,0.26
23612,Automated,High,IT,789,0.77
23613,Implemented,Medium,IT,836,0.1
23614,Architected,Medium,IT,20,0.46
23615,Architected,Medium,IT,1934,0.46
23616,Architected,High,IT,1041,0.22
23617,Architected,High,IT,1045,0.28
23618,Optimized,Medium,IT,638,0.66
23619,Designed,Low,IT,1404,0.86
23620,Designed,Medium,IT,1794,0.43
23621,Optimized,Low,IT,565,0.66
23622,Led,High,IT,1350,0.53
23623,Implemented,Low,IT,827,0.72
23624,Designed,High,IT,246,0.11
23625,Designed,Medium,IT,94,0.37
23626,Automated,Medium,IT,1769,0.21
23627,Led,Low,IT,1350,0.66
23628,Developed,Low,IT,108,0.56
23629,Led,High,IT,1451,0.07
23630,Developed,Medium,IT,620,0.01
23631,Implemented,High,IT,1973,0.26
23632,Implemented,High,IT,1584,0.85
23633,Implemented,Low,IT,1584,0.63
23634,Optimized,High,IT,1010,0.85
23635,Developed,High,IT,194,0.61
23636,Developed,Medium,IT,1500,0.38
23637,Developed,High,IT,1176,0.36
23638,Led,Medium,IT,652,0.21
23639,Led,High,IT,750,0.27
23640,Developed,Low,IT,969,0.61
23641,Optimized,Low,IT,768,0.68
23642,Designed,Medium,IT,276,0.68
23643,Automated,Low,IT,842,0.78
23644,Implemented,Medium,IT,1843,0.43
23645,Automated,High,IT,1579,0.3
23646,Implemented,Medium,IT,262,0.91
23647,Developed,Medium,IT,758,0.51
23648,Architected,Low,IT,1797,0.83
23649,Designed,Medium,IT,1742,0.98
23650,Implemented,Low,IT,1056,0.02
23651,Architected,Medium,IT,1869,0.83
23652,Automated,Low,IT,1329,0.63
23653,Architected,Low,IT,1699,0.03
23654,Architected,Low,IT,250,0.0
23655,Developed,Low,IT,1067,0.99
23656,Optimized,High,IT,513,0.7
23657,Designed,Medium,IT,1571,0.58
23658,Optimized,High,IT,1544,0.8
23659,Automated,Low,IT,269,0.14
23660,Implemented,High,IT,440,0.19
23661,Architected,High,IT,1169,0.62
23662,Designed,High,IT,1157,0.21
23663,Architected,Medium,IT,627,0.28
23664,Designed,High,IT,1844,0.1
23665,Architected,Low,IT,20,0.4
23666,Automated,Medium,IT,1910,0.95
23667,Developed,High,IT,173,0.01
23668,Automated,High,IT,1790,0.79
23669,Automated,Low,IT,162,0.75
23670,Optimized,Medium,IT,1561,0.47
23671,Designed,High,IT,1887,0.65
23672,Architected,High,IT,1997,0.22
23673,Led,High,IT,166,0.39
23674,Implemented,Low,IT,1688,0.96
23675,Architected,Medium,IT,707,0.77
23676,Implemented,Medium,IT,233,0.21
23677,Developed,High,IT,1967,0.09
23678,Optimized,Medium,IT,1223,0.4
23679,Implemented,High,IT,1397,0.42
23680,Architected,Medium,IT,809,0.49
23681,Developed,High,IT,137,0.24
23682,Automated,High,IT,1297,0.69
23683,Developed,High,IT,933,0.82
23684,Architected,Medium,IT,151,0.81
23685,Developed,Low,IT,161,0.39
23686,Led,Medium,IT,642,0.77
23687,Designed,Medium,IT,1503,0.53
23688,Implemented,Low,IT,127,0.46
23689,Designed,Medium,IT,1293,0.47
23690,Implemented,High,IT,1137,0.53
23691,Optimized,High,IT,1922,0.86
23692,Architected,High,IT,1022,0.63
23693,Led,Low,IT,583,0.77
23694,Designed,Medium,IT,1881,0.89
23695,Implemented,High,IT,1051,0.9
23696,Designed,Low,IT,1810,0.63
23697,Automated,High,IT,1925,0.66
23698,Architected,Low,IT,961,0.68
23699,Automated,Low,IT,389,0.41
23700,Implemented,Medium,IT,1700,0.24
23701,Led,Medium,IT,769,0.92
23702,Designed,Medium,IT,476,0.14
23703,Led,Medium,IT,1038,0.78
23704,Led,Low,IT,1184,0.52
23705,Developed,High,IT,1640,0.71
23706,Led,Medium,IT,325,0.47
23707,Architected,Low,IT,42,0.03
23708,Developed,Low,IT,1200,0.94
23709,Optimized,Medium,IT,1142,0.94
23710,Optimized,Medium,IT,1338,0.55
23711,Developed,Medium,IT,1981,0.5
23712,Implemented,High,IT,1087,0.58
23713,Developed,Medium,IT,1641,0.64
23714,Developed,High,IT,517,0.92
23715,Optimized,Low,IT,19,0.59
23716,Architected,Medium,IT,294,0.93
23717,Automated,High,IT,1127,0.55
23718,Implemented,Low,IT,655,0.26
23719,Led,Low,IT,918,0.07
23720,Implemented,High,IT,1116,0.04
23721,Implemented,High,IT,563,0.57
23722,Implemented,Low,IT,1210,0.82
23723,Led,High,IT,1097,0.63
23724,Designed,High,IT,1416,0.29
23725,Implemented,Medium,IT,1682,0.87
23726,Implemented,High,IT,1645,0.41
23727,Designed,Low,IT,937,0.7
23728,Automated,High,IT,1583,0.84
23729,Developed,Medium,IT,739,0.32
23730,Designed,Low,IT,1966,0.42
23731,Architected,High,IT,419,0.35
23732,Optimized,Medium,IT,1180,0.87
23733,Designed,Medium,IT,1134,0.21
23734,Automated,High,IT,1786,0.58
23735,Led,Medium,IT,1721,0.94
23736,Automated,Low,IT,1360,0.61
23737,Architected,Medium,IT,1444,0.76
23738,Led,Medium,IT,950,0.62
23739,Led,Low,IT,316,0.13
23740,Developed,Medium,IT,1732,0.68
23741,Developed,Low,IT,1711,0.9
23742,Automated,Low,IT,576,0.27
23743,Optimized,Low,IT,483,0.18
23744,Architected,Low,IT,1373,0.58
23745,Led,High,IT,798,0.78
23746,Designed,Medium,IT,1714,0.55
23747,Automated,Medium,IT,1779,0.02
23748,Optimized,Medium,IT,440,0.63
23749,Optimized,Low,IT,1125,0.5
23750,Architected,Medium,IT,211,0.41
23751,Optimized,Medium,IT,767,0.57
23752,Automated,Low,IT,1330,0.77
23753,Implemented,Medium,IT,1192,0.36
23754,Implemented,Low,IT,603,0.96
23755,Automated,High,IT,1944,0.64
23756,Architected,Low,IT,1923,0.46
23757,Automated,High,IT,1804,0.87
23758,Designed,Medium,IT,1641,0.46
23759,Led,Low,IT,1429,0.41
23760,Automated,Medium,IT,589,0.66
23761,Designed,Low,IT,1278,0.25
23762,Architected,Medium,IT,1221,0.43
23763,Developed,Medium,IT,588,0.33
23764,Led,High,IT,924,0.25
23765,Implemented,High,IT,115,0.8
23766,Optimized,Medium,IT,464,0.8
23767,Developed,Low,IT,991,0.44
23768,Led,Low,IT,854,0.8
23769,Designed,High,IT,1193,0.36
23770,Automated,Low,IT,1332,0.87
23771,Automated,High,IT,759,0.18
23772,Designed,Low,IT,804,0.26
23773,Developed,Low,IT,1514,0.24
23774,Automated,Low,IT,258,0.64
23775,Automated,High,IT,617,0.61
23776,Designed,Low,IT,1847,0.42
23777,Optimized,Low,IT,1041,0.23
23778,Architected,Low,IT,1005,0.42
23779,Developed,Medium,IT,957,0.75
23780,Developed,High,IT,1486,0.43
23781,Automated,Medium,IT,1325,0.36
23782,Automated,Low,IT,111,0.71
23783,Developed,High,IT,1929,0.77
23784,Optimized,Medium,IT,557,0.02
23785,Implemented,High,IT,1839,0.64
23786,Optimized,High,IT,554,0.19
23787,Led,Low,IT,73,0.59
23788,Developed,High,IT,1415,0.66
23789,Architected,High,IT,307,0.49
23790,Architected,Medium,IT,592,0.43
23791,Optimized,High,IT,396,0.22
23792,Architected,Low,IT,1205,0.12
23793,Designed,High,IT,1106,0.18
23794,Architected,Low,IT,1820,0.56
23795,Automated,Low,IT,1813,0.4
23796,Implemented,High,IT,1554,0.26
23797,Developed,Low,IT,640,0.01
23798,Optimized,Low,IT,549,0.62
23799,Optimized,Low,IT,1243,0.5
23800,Optimized,Low,IT,750,0.91
23801,Led,Medium,IT,1135,0.54
23802,Designed,High,IT,957,0.8
23803,Optimized,High,IT,1031,0.9
23804,Developed,High,IT,1913,0.63
23805,Designed,Medium,IT,863,0.78
23806,Developed,High,IT,1071,0.58
23807,Led,Low,IT,1026,0.93
23808,Implemented,Low,IT,167,0.71
23809,Optimized,Low,IT,793,0.87
23810,Architected,Low,IT,579,0.62
23811,Automated,Low,IT,1013,0.14
23812,Developed,High,IT,1130,0.55
23813,Automated,High,IT,834,0.21
23814,Automated,Low,IT,1317,0.08
23815,Implemented,Medium,IT,204,0.65
23816,Led,High,IT,342,0.54
23817,Developed,Medium,IT,1201,0.53
23818,Optimized,Medium,IT,1069,0.34
23819,Developed,Medium,IT,1811,0.4
23820,Optimized,Medium,IT,1650,0.1
23821,Architected,Medium,IT,1692,0.22
23822,Developed,High,IT,1691,0.23
23823,Developed,High,IT,1774,0.77
23824,Developed,Low,IT,1696,0.75
23825,Implemented,Medium,IT,1988,0.78
23826,Optimized,High,IT,1910,0.28
23827,Led,High,IT,1579,0.46
23828,Implemented,Medium,IT,1210,0.14
23829,Optimized,Low,IT,52,0.59
23830,Implemented,Low,IT,302,0.32
23831,Designed,High,IT,1548,0.09
23832,Automated,High,IT,635,0.83
23833,Architected,High,IT,647,0.81
23834,Developed,High,IT,1739,0.81
23835,Optimized,Low,IT,1075,0.84
23836,Automated,Low,IT,1746,0.58
23837,Automated,Low,IT,635,0.41
23838,Architected,High,IT,150,0.98
23839,Automated,Low,IT,1899,0.18
23840,Architected,Low,IT,1736,0.21
23841,Optimized,Medium,IT,1104,0.03
23842,Automated,Low,IT,1235,0.75
23843,Implemented,High,IT,1220,0.02
23844,Architected,Medium,IT,1069,0.77
23845,Designed,Medium,IT,1483,0.99
23846,Architected,Medium,IT,1549,0.29
23847,Developed,Low,IT,946,0.64
23848,Automated,Low,IT,1513,0.05
23849,Led,Low,IT,891,0.02
23850,Designed,Low,IT,1339,0.77
23851,Designed,Low,IT,981,0.44
23852,Automated,Low,IT,1616,0.78
23853,Developed,Low,IT,700,0.12
23854,Led,Low,IT,1954,0.93
23855,Led,Medium,IT,95,0.58
23856,Implemented,High,IT,1293,0.63
23857,Designed,High,IT,580,0.59
23858,Designed,Low,IT,131,0.8
23859,Architected,Medium,IT,785,0.68
23860,Automated,High,IT,1954,0.24
23861,Implemented,Medium,IT,1641,0.18
23862,Led,Medium,IT,1078,0.69
23863,Developed,High,IT,1993,0.24
23864,Optimized,Low,IT,1834,0.36
23865,Implemented,Low,IT,774,0.76
23866,Led,High,IT,885,0.31
23867,Architected,Low,IT,1560,0.87
23868,Automated,Medium,IT,976,0.27
23869,Automated,Medium,IT,292,0.28
23870,Developed,High,IT,1123,0.9
23871,Designed,Low,IT,158,0.24
23872,Architected,Low,IT,764,0.78
23873,Designed,Low,IT,80,0.03
23874,Architected,Low,IT,432,0.45
23875,Architected,Low,IT,983,0.64
23876,Automated,Low,IT,1121,0.01
23877,Developed,High,IT,61,0.48
23878,Implemented,High,IT,787,0.81
23879,Implemented,Low,IT,1461,0.33
23880,Implemented,High,IT,1034,0.06
23881,Architected,High,IT,553,0.49
23882,Designed,High,IT,1111,0.38
23883,Automated,Low,IT,1048,0.47
23884,Implemented,High,IT,1444,0.75
23885,Optimized,Low,IT,1850,0.15
23886,Automated,High,IT,198,0.81
23887,Developed,Medium,IT,1914,0.08
23888,Led,Low,IT,235,0.93
23889,Optimized,High,IT,1735,0.3
23890,Designed,Medium,IT,1580,0.05
23891,Led,Low,IT,101,0.64
23892,Led,Medium,IT,278,0.19
23893,Led,Low,IT,1944,0.18
23894,Architected,Low,IT,1935,0.34
23895,Led,Medium,IT,1440,0.3
23896,Optimized,High,IT,121,0.07
23897,Optimized,High,IT,735,0.02
23898,Architected,Low,IT,1318,0.3
23899,Optimized,High,IT,867,0.6
23900,Led,High,IT,1634,0.86
23901,Automated,Low,IT,352,0.98
23902,Developed,Medium,IT,900,0.97
23903,Implemented,Medium,IT,767,0.47
23904,Optimized,High,IT,729,0.6
23905,Developed,Medium,IT,999,0.16
23906,Led,Low,IT,999,0.98
23907,Automated,High,IT,1571,0.65
23908,Architected,High,IT,434,0.33
23909,Automated,Low,IT,464,0.23
23910,Developed,High,IT,219,0.69
23911,Designed,Medium,IT,1326,0.04
23912,Led,Medium,IT,676,0.3
23913,Automated,High,IT,1984,0.03
23914,Implemented,Low,IT,1621,0.61
23915,Designed,Low,IT,749,0.59
23916,Designed,Medium,IT,1419,0.08
23917,Optimized,Low,IT,201,0.51
23918,Optimized,High,IT,1299,0.61
23919,Architected,High,IT,1962,0.87
23920,Designed,Medium,IT,1454,0.57
23921,Implemented,Low,IT,1560,0.28
23922,Automated,Medium,IT,1176,0.8
23923,Optimized,High,IT,1414,0.04
23924,Architected,Medium,IT,1901,0.69
23925,Implemented,Medium,IT,559,0.67
23926,Led,High,IT,318,0.36
23927,Architected,Medium,IT,609,0.52
23928,Optimized,Low,IT,1928,0.05
23929,Developed,High,IT,475,0.92
23930,Led,High,IT,473,0.13
23931,Optimized,Medium,IT,943,0.85
23932,Led,Low,IT,754,0.94
23933,Optimized,High,IT,1381,0.0
23934,Optimized,Low,IT,1575,0.71
23935,Implemented,High,IT,1190,0.13
23936,Implemented,Low,IT,1056,0.03
23937,Implemented,Medium,IT,787,0.39
23938,Implemented,Medium,IT,888,0.61
23939,Designed,High,IT,1120,0.46
23940,Designed,High,IT,983,0.46
23941,Led,High,IT,1024,0.43
23942,Led,Medium,IT,1036,0.94
23943,Implemented,Medium,IT,1710,0.84
23944,Automated,High,IT,212,0.77
23945,Developed,Low,IT,775,0.12
23946,Designed,High,IT,149,0.76
23947,Optimized,Medium,IT,970,1.0
23948,Led,Low,IT,954,0.87
23949,Designed,Low,IT,562,0.68
23950,Automated,High,IT,657,0.05
23951,Optimized,Medium,IT,1877,0.11
23952,Developed,High,IT,575,0.49
23953,Optimized,Low,IT,1879,0.6
23954,Architected,High,IT,1126,0.37
23955,Architected,Low,IT,1492,0.99
23956,Implemented,High,IT,1454,0.03
23957,Designed,Medium,IT,986,0.33
23958,Led,High,IT,465,0.93
23959,Designed,High,IT,1756,0.75
23960,Implemented,Medium,IT,719,0.48
23961,Developed,High,IT,800,0.58
23962,Optimized,Low,IT,93,0.59
23963,Designed,Medium,IT,448,0.5
23964,Optimized,High,IT,1458,0.46
23965,Designed,Low,IT,1890,0.6
23966,Architected,Low,IT,514,0.89
23967,Architected,Low,IT,1926,0.19
23968,Automated,High,IT,492,0.61
23969,Architected,Low,IT,298,0.81
23970,Automated,High,IT,1153,0.82
23971,Led,High,IT,573,0.12
23972,Implemented,Medium,IT,12,0.29
23973,Implemented,High,IT,147,0.61
23974,Led,High,IT,1305,0.39
23975,Designed,Low,IT,1470,0.0
23976,Optimized,Medium,IT,1375,0.12
23977,Led,High,IT,1335,0.73
23978,Architected,High,IT,212,0.39
23979,Developed,Low,IT,892,0.42
23980,Developed,High,IT,50,0.58
23981,Automated,High,IT,274,0.2
23982,Developed,Low,IT,762,0.92
23983,Implemented,Medium,IT,1496,0.05
23984,Implemented,Medium,IT,5,0.29
23985,Designed,Low,IT,600,0.91
23986,Developed,Low,IT,285,0.63
23987,Led,High,IT,532,0.66
23988,Designed,Low,IT,1327,0.51
23989,Designed,High,IT,530,0.02
23990,Optimized,Medium,IT,1901,0.51
23991,Developed,High,IT,302,0.62
23992,Implemented,Low,IT,822,0.83
23993,Led,High,IT,1639,0.16
23994,Optimized,Low,IT,1690,0.24
23995,Led,High,IT,379,0.54
23996,Automated,Low,IT,1478,0.28
23997,Automated,Medium,IT,194,0.12
23998,Implemented,High,IT,110,0.16
23999,Optimized,Low,IT,372,0.51
24000,Architected,High,IT,1192,0.65
24001,Architected,High,IT,207,0.52
24002,Led,Medium,IT,1627,0.29
24003,Implemented,Low,IT,715,0.45
24004,Optimized,High,IT,1191,0.12
24005,Implemented,High,IT,907,0.66
24006,Developed,Low,IT,1950,0.98
24007,Implemented,Medium,IT,941,0.09
24008,Designed,Medium,IT,1488,0.77
24009,Led,High,IT,1489,0.85
24010,Architected,Low,IT,1762,0.15
24011,Developed,Low,IT,708,0.28
24012,Led,Medium,IT,1344,0.05
24013,Led,Medium,IT,1798,0.33
24014,Automated,Low,IT,1333,0.45
24015,Led,Medium,IT,1268,0.02
24016,Designed,High,IT,872,1.0
24017,Architected,Medium,IT,451,0.35
24018,Implemented,Low,IT,288,0.75
24019,Led,High,IT,705,0.63
24020,Automated,High,IT,98,0.52
24021,Architected,Low,IT,1480,0.91
24022,Optimized,Low,IT,1679,0.94
24023,Led,Medium,IT,1746,0.48
24024,Architected,Low,IT,386,0.54
24025,Optimized,Medium,IT,507,0.34
24026,Led,High,IT,950,0.97
24027,Developed,Low,IT,1525,0.08
24028,Developed,Low,IT,1772,0.5
24029,Optimized,Medium,IT,1974,0.67
24030,Implemented,Low,IT,774,0.75
24031,Implemented,Low,IT,1694,0.03
24032,Developed,Low,IT,1629,0.55
24033,Architected,High,IT,509,0.08
24034,Optimized,High,IT,1676,0.75
24035,Led,High,IT,433,0.68
24036,Architected,High,IT,1343,0.34
24037,Designed,Low,IT,741,0.13
24038,Optimized,Low,IT,61,0.98
24039,Led,Low,IT,1422,0.08
24040,Led,High,IT,275,0.9
24041,Designed,Low,IT,576,0.17
24042,Led,Low,IT,1782,0.53
24043,Optimized,Low,IT,1391,0.07
24044,Developed,High,IT,1666,0.79
24045,Led,Medium,IT,1831,0.82
24046,Developed,Low,IT,907,0.95
24047,Developed,Medium,IT,923,0.57
24048,Led,High,IT,1392,0.69
24049,Led,High,IT,1310,0.72
24050,Automated,Low,IT,1771,0.92
24051,Automated,Low,IT,234,0.8
24052,Developed,Medium,IT,1543,0.85
24053,Developed,High,IT,1802,0.71
24054,Designed,High,IT,1789,0.76
24055,Designed,Low,IT,957,0.11
24056,Developed,High,IT,1412,0.71
24057,Developed,High,IT,348,0.75
24058,Designed,Medium,IT,502,0.11
24059,Automated,Medium,IT,984,0.47
24060,Designed,High,IT,1562,0.51
24061,Optimized,Medium,IT,1835,0.65
24062,Led,Medium,IT,601,0.39
24063,Led,Medium,IT,1339,0.32
24064,Designed,Medium,IT,1555,0.48
24065,Designed,Low,IT,972,0.04
24066,Optimized,Low,IT,1701,0.71
24067,Optimized,Medium,IT,65,0.86
24068,Designed,Low,IT,1604,0.01
24069,Developed,High,IT,939,0.3
24070,Optimized,High,IT,677,0.05
24071,Implemented,High,IT,764,0.36
24072,Optimized,Medium,IT,912,0.04
24073,Implemented,High,IT,1527,0.58
24074,Automated,Medium,IT,1550,0.79
24075,Developed,Medium,IT,1752,0.54
24076,Architected,High,IT,1175,0.62
24077,Led,High,IT,1082,0.95
24078,Automated,High,IT,1624,0.56
24079,Architected,Medium,IT,1680,0.31
24080,Implemented,Medium,IT,1803,0.41
24081,Optimized,Low,IT,319,0.28
24082,Optimized,High,IT,23,0.72
24083,Architected,High,IT,77,0.57
24084,Optimized,Medium,IT,444,0.76
24085,Architected,High,IT,419,0.39
24086,Implemented,High,IT,384,0.87
24087,Automated,Low,IT,1299,0.43
24088,Optimized,High,IT,2,0.14
24089,Optimized,Low,IT,1501,0.95
24090,Automated,Medium,IT,1913,0.28
24091,Automated,Medium,IT,1001,0.01
24092,Developed,High,IT,89,0.43
24093,Developed,Medium,IT,1424,0.32
